,股票代码,股票名称,每股收益(元),营业收入(元),营业收入同比增长(%),营业收入季度环比增长(%),净利润(元),净利润同比增长(%),净利润季度环比增长(%),每股净资产(元),净资产收益率(%),每股经营现金流量(元),销售毛利率(%),所属行业,最新公告日期
1039,sz.000800,一汽解放,0.3878,45100267622.18,57.8945898253,182.7453,1787552509.24,879.51,8461.7536,5.672744009584,7.02,0.868429386775,7.6886998868,汽车行业,2021-04-30
1040,sz.000797,中国武夷,0.01,803733025.95,61.2849183526,-79.875,16510294.58,-42.76,-95.5976,3.421699791768,0.31,0.091511105723,21.6994946666,房地产,2021-04-30
1041,sz.000796,凯撒旅业,-0.1173,240229758.04,-68.0981806037,-43.7479,-94094703.79,46.52,81.3766,1.055838706916,-10.51,-0.182177965091,18.6843311196,旅游酒店,2021-04-30
1042,sz.000783,长江证券,0.13,1966019980.38,43.91,4.414,701424884.14,64.53,356.3473,5.205749841547,2.47,0.206558647583,,券商信托,2021-04-30
1043,sz.000780,ST平能,-0.11,463133283.5,15.1233917776,-15.3084,-108070678.99,-4.04,79.7073,2.914796609007,-3.6,-0.070553892238,20.7026107701,煤炭采选,2021-04-30
1044,sz.000778,新兴铸管,0.1085,13263977839.72,61.9192677278,15.9509,432884702.84,20.49,17.5997,5.637134076072,1.94,0.000780274098,9.4220385005,金属制品,2021-04-30
1045,sz.000768,中航西飞,0.0489,6678605127.69,1.1274338972,-34.0859,135303003.44,30.01,-57.9955,5.58366294076,0.88,-2.088914618861,6.9339061252,航天航空,2021-04-30
1046,sz.000735,罗牛山,0.0389,508816202.12,-9.8371696991,-5.5699,44805567.1,100.73,1502.3039,3.672240965152,1.07,-0.085361273673,24.2892556987,农牧饲渔,2021-04-30
1047,sz.000733,振华科技,0.4791,1308219680.89,47.2532708106,48.9,246668536.72,122.9,-0.1479,12.098290576425,4.05,0.046042796973,53.6566992841,电子元件,2021-04-30
1048,sz.000732,泰禾集团,-0.1425,396778223.16,-17.2523803751,-50.8632,-354668817.7,37.104958936,88.2818,5.736620410116,-2.45,-0.251984580101,45.9557771537,房地产,2021-04-30
1049,sz.000729,燕京啤酒,-0.039,2776444557.66,38.4872558047,161.148,-108609772.71,55.85,61.8507,4.660201772823,-0.82,0.298823267686,34.1302077693,酿酒行业,2021-04-30
1050,sz.000726,鲁泰A,0.09,993485161.79,-20.67532855,-28.0586,74530850.4,-28.0,4433.3012,8.976613368415,0.96,-0.042820153554,17.9302045859,纺织服装,2021-04-30
1051,sz.000725,京东方A,0.147,49655379519.0,107.8728575268,46.6292,5182037171.0,814.46,102.4399,2.82275214831,5.51,0.417341981937,28.1299118651,电子元件,2021-04-30
1052,sz.000723,美锦能源,0.15,3756378809.98,69.0228138522,-2.9481,636517975.31,1181.31,160.2211,2.495839037637,6.16,0.01648107929,34.0668838569,煤炭采选,2021-04-30
1053,sz.000716,黑芝麻,0.015,840680720.73,49.0311246452,-41.5973,10816386.55,140.4,-68.0906,3.679155625954,0.4,0.140447742798,19.1921140478,食品饮料,2021-04-30
1054,sz.000711,京蓝科技,-0.088,123776572.64,-21.9435538173,-79.2624,-89977974.67,-80.51,95.3081,2.13358149354,-4.04,-0.029428343384,30.4447678961,园林工程,2021-04-30
1055,sz.000695,滨海能源,-0.0281,110966921.22,146.452108741,-54.6791,-6253170.0,19.16,-71.9264,1.59571615871,-1.03,-0.096341314724,7.0988597263,造纸印刷,2021-04-30
1056,sz.000690,宝新能源,0.04,2005416323.52,74.4056580584,30.0414,90757477.55,-26.1,-76.8391,4.750408837259,0.83,0.192239905822,28.9738078047,电力行业,2021-04-30
1057,sz.000687,*ST华讯,-0.059,9571494.1,45.1210503998,-27.3716,-44674326.29,-10.18,95.3054,-2.025409493189,,-0.009074670151,61.9863528934,通讯行业,2021-04-30
1058,sz.000685,中山公用,0.22,519894371.36,34.9500511375,-28.7281,321064369.14,44.44,0.2324,9.69348915604,2.24,0.071395625285,28.7832893437,公用事业,2021-04-30
1059,sz.000681,视觉中国,0.0592,138686345.37,25.4423811028,7.8577,41500835.67,42.16,113.6045,4.590554723832,1.3,0.001342095394,61.5461533234,文化传媒,2021-04-30
1060,sz.000680,山推股份,0.0731,2661930251.6,82.9372542912,40.0888,92474153.07,283.51,236.9115,2.849256654546,2.57,0.239406935598,13.4249254268,机械行业,2021-04-30
1061,sz.000669,*ST金鸿,0.0118,424594151.43,-26.4836425802,-20.3479,8006683.59,111.85,103.397,1.884912031259,0.63,0.188720957866,16.0771289006,公用事业,2021-04-30
1062,sz.000663,*ST永林,0.04,89491792.32,10.5551377502,-44.1624,14838676.78,190.99,-85.4535,1.815629688995,2.46,-0.06605945394,37.4401886937,木业家具,2021-04-30
1063,sz.000657,中钨高新,0.07,2684323951.76,44.0699979212,-18.5948,78145640.09,65.03,12.9122,4.156640381484,1.8,-0.005633423574,19.9004012068,有色金属,2021-04-30
1064,sz.000656,金科股份,0.07,12398059535.7,62.5581536512,-68.9884,458684691.19,15.57,-82.3113,6.44853093549,1.14,-0.437614273838,20.0304302762,房地产,2021-04-30
1065,sz.000639,西王食品,0.08,1572990272.81,30.2542661712,4.9726,86154040.16,11.05,212.728,3.475936349544,2.33,0.047727922822,29.8998209417,食品饮料,2021-04-30
1066,sz.000638,*ST万方,0.0515,30359764.25,32.549217866,-27.6872,15940295.68,354.26,431.7586,0.40582036086,13.56,-0.122437231739,33.1218250155,软件服务,2021-04-30
1067,sz.000628,高新发展,0.044,1058659487.85,76.3941640381,-54.4168,15633612.42,171.11,-89.0637,4.277698513029,1.03,-0.565174091149,9.0751220041,工程建设,2021-04-30
1068,sz.000627,天茂集团,0.0454,12758043222.03,-27.5653310185,94.9262,224513645.89,-41.59,4712.1182,4.354442588658,1.05,0.341047798233,,保险,2021-04-30
1069,sz.000626,远大控股,0.12,17870174057.49,81.7978900248,-6.9879,59136325.01,136.13,197.0323,5.325534725119,2.22,-0.428085347818,2.2741298106,国际贸易,2021-04-30
1070,sz.000625,长安汽车,0.16,32027320806.54,176.9552600116,11.5004,853585805.31,35.26,627.8112,10.082794667253,1.58,1.33025162696,14.1096282826,汽车行业,2021-04-30
1071,sz.000620,新华联,-0.2,574394696.69,64.5560282907,-83.7201,-379473173.3,14.97,37.2916,3.204576920075,-5.98,0.133229551336,-1.1227782233,房地产,2021-04-30
1072,sz.000617,中油资本,0.14,7199238840.11,-8.99,-4.644,1737518682.48,-8.72,3.0149,7.179424849824,1.92,-2.512543691355,28.0309751745,多元金融,2021-04-30
1073,sz.000616,ST海投,0.0017,9429912.23,-31.8076516264,-99.2225,2360878.79,125.98,-99.2531,3.303023171541,0.05,0.070686797949,10.6989186685,房地产,2021-04-30
1074,sz.000611,*ST天首,-0.0172,303306.73,-90.7341022459,-91.5549,-5808508.71,5.26,25.464,1.140227026555,-1.5,0.055789716101,-4.5763672966,煤炭采选,2021-04-30
1075,sz.000608,阳光股份,-0.01,66111439.32,49.84093206,-85.0773,-8154639.47,57.48,-104.3453,4.176352890211,-0.26,-0.028267611197,75.0130952224,房地产,2021-04-30
1076,sz.000607,华媒控股,0.0072,393794448.58,33.1118466443,-38.9592,7326953.65,119.47,102.0616,1.343974619387,0.54,-0.143441489822,18.3485010113,文化传媒,2021-04-30
1077,sz.000606,ST顺利,0.029,93122097.71,-57.5198045105,102.8614,22051798.73,111.98,101.7339,0.564582243542,5.23,-0.133174119631,34.9962956607,软件服务,2021-04-30
1078,sz.000605,渤海股份,0.0342,551938255.36,23.9463335866,-1.711,12048740.76,43.21,379.8397,5.753199251457,0.6,-0.068827247769,28.3906957596,公用事业,2021-04-30
1079,sz.000596,古井贡酒,1.62,4130015502.32,25.862589738,85.8155,814470363.67,27.9,157.0156,21.560282719222,7.79,-2.727652601311,76.9864183649,酿酒行业,2021-04-30
1080,sz.000593,大通燃气,0.001,361082495.33,55.8664550346,-22.5081,457097.67,103.0,-96.9863,2.794866193542,0.05,-0.065594818127,14.295390496,公用事业,2021-04-30
1081,sz.000592,平潭发展,0.0135,287705782.47,127.2407983937,-40.8447,26114099.7,768.58,110.1631,1.558567613298,0.87,-0.040436187605,11.6272413411,木业家具,2021-04-30
1082,sz.000590,启迪药业,0.0854,76738641.22,26.8571494271,-22.0863,20462099.92,130.4,502.4541,2.778394141582,3.12,0.015877391545,56.3202636936,医药制造,2021-04-30
1083,sz.000589,贵州轮胎,0.13,1781714369.4,42.9407087204,-5.3652,102415318.94,195.49,-86.0168,6.170860284071,2.1,0.12598658172,19.4264590876,汽车行业,2021-04-30
1084,sz.000585,*ST东电,-0.0034,14828244.46,9.8331189564,-25.7088,-2970061.29,21.8886194622,97.0201,-0.21760906349,,-0.008507743236,33.7592439449,输配电气,2021-04-30
1085,sz.000576,甘化科工,0.1019,142188679.11,13.9876868316,-34.2455,44216910.79,411.25,167.0836,3.96348557184,2.55,-0.086965643019,48.9423024151,综合行业,2021-04-30
1086,sz.000571,ST大洲,-0.0413,130540616.89,-43.2295726212,-23.8155,-33581075.29,5.0,86.1265,0.563000862524,-7.05,0.019580668535,0.4604050251,煤炭采选,2021-04-30
1087,sz.000568,泸州老窖,1.48,5003680377.12,40.8508420001,-0.9932,2166766179.07,26.92,82.0286,17.224810487646,8.97,0.894373421616,86.0396378973,酿酒行业,2021-04-30
1088,sz.000567,海德股份,0.0749,73879340.41,-12.4801422224,1.7346,48048692.42,44.26,297.1064,6.872327910909,1.1,0.083865372838,,多元金融,2021-04-30
1089,sz.000564,*ST大集,-0.0273,490681800.02,-9.8054863565,5.3308,-163364575.71,21.88,96.2175,4.21098953396,-0.65,-0.035545485827,42.5105763922,商业百货,2021-04-30
1090,sz.000561,烽火电子,-0.02,185470341.68,207.3400100496,-72.9071,-14896662.2,71.6163346546,-115.936,2.574130045336,-0.95,-0.130325462509,41.5722124204,通讯行业,2021-04-30
1091,sz.000548,湖南投资,0.03,85839523.24,215.9025793827,-36.0859,17195704.91,215.2935276282,12.969,3.627894236928,0.95,-0.661847764293,53.5371887278,高速公路,2021-04-30
1092,sz.000537,广宇发展,0.23,4539934180.2,20.7403379023,-24.4883,422176239.96,-21.02,40.1169,8.47179744897,2.71,-0.088189457216,26.7395303558,房地产,2021-04-30
1093,sz.000531,穗恒运A,0.1933,994365154.1,69.8540059274,18.8867,132419872.25,-68.02,902.1201,7.586568534707,2.57,-0.022978692956,24.4679633992,电力行业,2021-04-30
1094,sz.000525,ST红太阳,0.0381,860778536.56,16.9736555567,-18.4221,22097914.19,187.17,108.8524,6.947177749915,0.54,0.110035024776,21.0385538078,农药兽药,2021-04-30
1095,sz.000524,岭南控股,-0.083,288458778.99,-57.0380662864,-41.335,-55940225.52,9.47,38.5113,3.421176841618,-2.41,-0.176119259807,16.2899454177,旅游酒店,2021-04-30
1096,sz.000523,*ST浪奇,-0.05,604676208.94,-64.942630614,130.3296,-33322669.31,76.66,98.994,-4.172913476687,-1.28,-0.125882977588,13.8942430276,化工行业,2021-04-30
1097,sz.000518,四环生物,-0.0129,70884919.88,-54.8539927032,-53.0515,-13267948.59,-228.7,-339.3425,0.609539887507,-2.09,-0.016199981073,73.9816084137,医药制造,2021-04-30
1098,sz.000502,*ST绿景,-0.0265,3798936.09,-0.0588160737,48.3466,-4889639.4,-599.03,56.8018,0.941993409606,-2.77,-0.034902830629,11.1000385374,房地产,2021-04-30
1099,sz.000428,华天酒店,-0.101,126976268.76,90.2254215163,-31.4987,-102916867.35,24.0,22.1889,1.92869908166,-5.1,-0.036402286084,18.5579115768,旅游酒店,2021-04-30
1100,sz.000426,兴业矿业,0.0593,586050924.33,1687.8311389042,72.5504,108877769.37,237.22,273.2181,2.861442627882,2.09,0.041157247275,52.153978431,有色金属,2021-04-30
1101,sz.000425,徐工机械,0.217,24977587172.71,80.3980023111,10.1268,1726741853.84,182.44,33.3739,4.268550924143,5.23,0.248373379056,16.5791890452,机械行业,2021-04-30
1102,sz.000419,通程控股,0.0361,567118286.19,35.2221440677,113.5032,19634669.18,6.54,28.8519,5.859057193924,0.62,-0.318956509052,28.274156941,商业百货,2021-04-30
1103,sz.000416,民生控股,0.0017,9792416.78,-23.347956301,-66.0326,879451.36,-87.55,-90.3391,1.694442046089,0.1,-0.034578449865,,多元金融,2021-04-30
1104,sz.000415,渤海租赁,-0.0655,5814446000.0,-40.4965161305,27.5391,-404056000.0,-206.15,91.1289,4.413031987441,-1.48,0.480188845668,42.7791400935,多元金融,2021-04-30
1105,sz.000413,东旭光电,-0.0815,1185966959.29,16.4765480755,-51.9032,-467248931.5,-23.26,78.65,4.736323514922,-1.7,0.065793122221,10.2437453521,电子元件,2021-04-30
1106,sz.000408,藏格控股,0.127,429453064.02,57.6461977972,-40.0822,253122336.37,192.12,37.7236,4.083822421409,3.16,0.177299203934,33.0859243359,化肥行业,2021-04-30
1107,sz.000338,潍柴动力,0.42,65470815801.54,67.8772945129,30.6608,3343503268.14,61.97,59.1149,7.08743389286,6.22,-0.301863634839,19.1567870184,机械行业,2021-04-30
1108,sz.000333,美的集团,0.93,83017120000.0,42.259991982,22.162,6468588000.0,34.45,24.2844,16.676768374754,5.35,1.213711990006,23.0023999922,家电行业,2021-04-30
1109,sz.000301,东方盛虹,0.12,6464986395.63,52.7742717251,-9.3484,601449137.38,205.29,647.4717,3.75211351509,3.37,0.10065492715,15.8960791682,化纤行业,2021-04-30
1110,sz.000166,申万宏源,0.1,8650533658.09,12.3871325174,9.0887,2431210656.27,22.33,96.5276,3.615963813152,2.72,-0.216921835626,,券商信托,2021-04-30
1111,sz.000158,常山北明,-0.0556,1425030174.37,16.714014671,-69.9946,-88854636.27,10.2,-159.0365,3.70806560614,-1.49,-0.446570755518,8.869502808,综合行业,2021-04-30
1112,sz.000157,中联重科,0.3,19049979659.2,110.1097127308,-4.1023,2415513572.98,135.41,51.5043,6.391625797499,4.66,0.306964361569,27.1686377708,机械行业,2021-04-30
1113,sz.000156,华数传媒,0.07,1656831016.58,13.5021207957,-65.3134,136559198.91,-13.27,-63.4834,7.381209256554,1.0,-0.04061755789,30.0546077015,文化传媒,2021-04-30
1114,sz.000151,中成股份,0.0089,120330888.17,-8.011179161,-61.6711,2626035.77,-63.29,100.8766,2.170059029428,0.41,-0.122137311812,21.1159918758,国际贸易,2021-04-30
1115,sz.000066,中国长城,-0.05,3117187785.59,178.2174804426,-55.3818,-158732620.02,43.6575545124,-114.5554,3.038146962036,-3.45,-0.5694454245,20.4333819167,电子信息,2021-04-30
1116,sz.000060,中金岭南,0.07,9105919838.39,50.5189335479,9.2601,256638801.01,80.12,-30.5213,3.346406011032,2.08,0.077394726013,5.7921440011,有色金属,2021-04-30
1117,sz.000046,泛海控股,-0.0288,6210485514.07,165.94,28.633,-149422311.54,-22.07,96.2735,3.178060615814,-0.89,0.664226825418,79.551022571,多元金融,2021-04-30
1118,sz.000040,东旭蓝天,-0.0555,584504377.24,4.548784079,-39.5574,-82463112.91,-53.87,89.9643,8.131362076173,-0.68,0.014203335633,14.5405366443,环保工程,2021-04-30
1119,sz.000035,中国天楹,0.0485,5784828021.38,14.6451885824,2.5702,122497378.02,13.27,-22.0169,4.596198004067,1.05,0.205123182277,14.0975985354,环保工程,2021-04-30
1120,sz.000027,深圳能源,0.099,5697852534.15,59.3366482516,-0.9971,471027301.7,124.53,430.5991,5.728464703806,1.74,0.144396032846,26.5791905616,电力行业,2021-04-30
1121,sz.000023,深天地A,0.03,390677553.61,134.2661359085,-47.183,4168844.3,136.17,201.2762,3.378138117248,0.89,-0.167052450686,20.4642515065,水泥建材,2021-04-30
1122,sz.000021,深科技,0.136,3826694970.47,15.1666203712,-12.9448,200112361.34,145.95,-51.3375,5.283519764258,2.6,-0.122142192811,7.7803328234,电子信息,2021-04-30
1123,sz.000017,深中华A,-0.0004,23163329.56,211.5675053465,-33.7891,-211535.36,64.26,85.6817,0.019395548089,-1.96,0.002537712959,10.4081533,文教休闲,2021-04-30
1124,sz.000005,ST星源,0.0079,48161558.61,5.3795496767,-73.3674,8381021.11,139.9323810937,102.3288,1.179292955597,0.67,-0.030140327312,31.7921748422,环保工程,2021-04-30
1125,sh.688777,中控技术,0.07,729387655.79,146.261234474,-33.0715,35033243.42,196.12,-80.7027,8.167681459387,0.87,-0.824211160167,37.3308716755,软件服务,2021-04-29
1126,sh.688677,海泰新光,0.36,67158223.15,-6.1630214446,-12.0067,26130147.11,-14.84,24.7984,11.922915367326,4.64,0.3607534831,67.9497770185,医疗行业,2021-04-29
1127,sh.688668,鼎通科技,0.26,103384054.77,104.4214566177,17.6816,22063354.27,114.46,18.2947,8.879483476979,2.96,-0.053703182171,36.4577732938,电子元件,2021-04-29
1128,sh.688659,元琛科技,0.07,78576662.59,148.1873964992,-57.183,8437778.84,388.53,-78.8015,3.813567753375,1.7,0.108261879062,33.7831529935,专用设备,2021-04-29
1129,sh.688658,悦康药业,0.16,879074205.93,19.2242245771,-42.6952,70192335.25,93.51,-62.691,8.113592573911,1.94,-0.017328102844,63.4502275675,医药制造,2021-04-29
1130,sh.688618,三旺通信,0.11,38816423.51,39.6236132835,-40.7678,5772229.92,-21.59,-64.1586,13.428751723195,0.85,0.164357582738,61.0462961223,通讯行业,2021-04-29
1131,sh.688611,杭州柯林,0.17,22728971.15,25.6227194337,,7276155.2,22.3,,8.416846788312,2.08,-0.81200961288,74.0258082029,输配电气,2021-04-29
1132,sh.688599,天合光能,0.11,8522417961.29,54.8618757641,-10.2103,230213530.36,50.5,-42.109,7.388440472477,1.52,-0.712760476021,12.2718204168,电子元件,2021-04-29
1133,sh.688590,新致软件,0.06,252725934.03,24.536834278,-31.7177,10993692.6,699.7585917807,-76.9913,5.721238039047,1.04,-1.094697127956,32.0980161618,软件服务,2021-04-29
1134,sh.688561,奇安信,-0.79,456181128.16,102.0697934814,-80.0903,-536681476.7,1.3287249234,-179.7451,14.04465746754,-5.51,-0.939373848041,63.7854958322,电子信息,2021-04-29
1135,sh.688560,明冠新材,0.15,272930538.89,62.309883625,-11.2325,24875465.56,-0.3,-4.9514,8.231232384363,1.86,-0.858373034168,16.5008437909,塑胶制品,2021-04-29
1136,sh.688558,国盛智科,0.27,232056603.09,138.4338985574,0.3711,35012398.98,161.9,-10.2296,9.636606434318,2.8,-0.192003554167,30.8369975632,机械行业,2021-04-29
1137,sh.688557,兰剑智能,0.13,52788299.1,157.5314619552,-58.1345,9480376.8,5870.31,-26.1977,12.146280555663,1.08,-0.338728710197,39.7619674963,专用设备,2021-04-29
1138,sh.688468,科美诊断,0.11,120215653.37,103.5195934275,,38138994.23,253.69,,2.570826526389,4.21,0.111175733417,75.5360994134,医疗行业,2021-04-29
1139,sh.688408,中信博,0.11,322245561.56,-5.8541117966,-74.9406,14827644.64,-18.17,-86.8074,18.399488893971,0.6,1.506306286431,17.8897533673,机械行业,2021-04-29
1140,sh.688365,光云科技,-0.02,126998219.04,22.526579162,-12.7248,-6302529.02,-137.45,-117.9839,2.812499671122,-0.56,-0.039199372868,64.9099250313,软件服务,2021-04-29
1141,sh.688363,华熙生物,0.32,776684991.71,111.1164149821,-25.0519,152396070.06,41.05,-26.8289,10.781078736292,2.99,0.049388685875,78.6952734099,医药制造,2021-04-29
1142,sh.688350,富淼科技,0.31,313304737.6,36.7640119426,-0.7022,34265986.23,30.23,113.4563,11.227011046991,2.78,0.028928539582,22.476079535,化工行业,2021-04-29
1143,sh.688328,深科达,0.35,206171197.56,260.9708332905,,21055507.1,464.3302856491,,9.35274747347,4.48,-0.644316420903,35.0829237624,专用设备,2021-04-29
1144,sh.688317,之江生物,1.77,656230414.6,201.3680723981,3.5091,316215504.78,221.52,33.7233,18.91569508935,10.94,0.920820054611,72.1245113515,医疗行业,2021-04-29
1145,sh.688298,东方生物,9.89,2235856344.48,1925.9059432219,3.2877,1186355315.52,2601.42,17.1244,30.2868381635,39.02,10.647294266833,75.3173168025,医疗行业,2021-04-29
1146,sh.688268,华特气体,0.23,293431017.45,55.1079532562,-7.182,27759754.25,67.99,-14.3259,10.853291929583,2.16,-0.136017314417,23.3090673557,化工行业,2021-04-29
1147,sh.688266,泽璟制药,-0.33,,,,-79712996.47,-28.0263921072,12.2654,6.435268518458,-5.03,-0.427887167792,,医药制造,2021-04-29
1148,sh.688222,成都先导,0.01,69164316.0,56.7914575936,-41.2225,5781934.11,-33.85,-88.2988,3.21439608538,0.45,0.03517669679,48.2637185915,医疗行业,2021-04-29
1149,sh.688221,前沿生物,-0.12,5765128.93,504.3855847669,-75.3609,-44818902.16,5.1268780324,33.172,5.840612394485,-2.11,-0.146845596926,-55.5025651438,医药制造,2021-04-29
1150,sh.688219,会通股份,0.06,1038900985.14,61.1359048351,-12.9398,28027484.78,1287.0339718613,-30.9972,3.73956665621,1.65,-0.175503642203,13.0680810897,塑胶制品,2021-04-29
1151,sh.688201,信安世纪,-0.0037,48669133.72,30.5241367642,,-258116.43,96.4848785355,,6.051329612337,-0.06,-0.277767076302,73.0994037097,电子信息,2021-04-29
1152,sh.688191,智洋创新,-0.01,32522708.82,115.2116204114,-85.7276,-1680314.88,-647.94,-103.9985,3.420541194944,-0.43,-0.399723735693,41.8579356515,软件服务,2021-04-29
1153,sh.688188,柏楚电子,1.18,188092579.35,146.9989145535,1.363,118393288.88,126.39,25.8135,24.9223496603,4.64,1.0042620286,80.7786849194,软件服务,2021-04-29
1154,sh.688159,有方科技,-0.26,131076367.46,14.2636131682,-7.436,-23923018.46,-148.34,29.0282,8.932547059951,-2.88,-0.624063479734,11.6607394423,通讯行业,2021-04-29
1155,sh.688126,沪硅产业,0.004,534654371.09,27.6500592369,6.0157,9062896.88,116.8409421993,-89.7949,3.863151662285,0.096,0.019979032239,13.4973382342,电子元件,2021-04-29
1156,sh.688099,晶晨股份,0.22,929126199.19,130.5101394525,-4.5554,89464715.3,327.68,-30.1762,7.377230655016,3.01,0.217493738519,33.4054318596,电子元件,2021-04-29
1157,sh.688093,世华科技,0.19,65245562.98,43.2993593803,-43.2902,33453477.34,186.04,-32.8494,6.540701135116,3.02,0.419186799477,62.9946898651,材料行业,2021-04-29
1158,sh.688066,航天宏图,-0.27,69954520.61,317.3301639918,-84.0336,-44975512.97,-26.0796642537,-147.4259,7.839908885839,-3.4,-0.805966984649,55.3728779816,软件服务,2021-04-29
1159,sh.688022,瀚川智能,0.01,84740434.91,721.5829818791,-70.1449,626049.68,105.85,-97.1538,8.229267358796,0.07,-1.230765905463,31.2109928726,专用设备,2021-04-29
1160,sh.688019,安集科技,0.04,119277508.0,23.8113713792,4.9291,2051580.18,-91.29,-94.9199,20.002450591602,0.19,-0.788240030293,47.3788363436,材料行业,2021-04-29
1161,sh.688010,福光股份,0.07,123725825.71,13.8139299054,-43.2924,11323715.14,-21.57,-29.1551,11.630377913242,0.63,-0.14086479574,28.73038095,仪器仪表,2021-04-29
1162,sh.605378,野马电池,0.24,285732597.11,74.6845933146,,24442301.84,49.06,,6.0802531704,4.1,-0.3531469738,19.1854060105,电子元件,2021-04-29
1163,sh.605368,蓝天燃气,0.2481,1122748866.6,11.1385028194,4.9896,109397821.26,20.99,13.6681,6.109121191955,4.41,0.163319255504,16.9543203705,公用事业,2021-04-29
1164,sh.605358,立昂微,0.19,461540348.83,49.2075701,-1.6443,75794468.19,133.38,6.605,4.839415179789,4.0,-0.210353370962,40.9710672641,电子元件,2021-04-29
1165,sh.605337,李子园,0.41,330668838.63,127.3027962968,-8.3687,53443442.73,306.77,-24.296,9.520296496447,5.42,0.420227555168,37.8747874759,食品饮料,2021-04-29
1166,sh.605318,法狮龙,0.08,70407149.09,166.9818102178,-60.3346,10147125.53,708.23,-70.5907,6.661445377061,1.18,-0.798875307081,35.0290119239,装修装饰,2021-04-29
1167,sh.605300,佳禾食品,0.16,588850834.17,81.77,-3.5989,56526369.19,44.05,-23.2265,4.057914270667,3.94,0.019437065611,20.5563156484,食品饮料,2021-04-29
1168,sh.605289,罗曼股份,0.1,41638391.56,37.5882181647,,6759353.9,4.2,,10.261691009846,1.02,-1.611608018462,31.0400443095,工程建设,2021-04-29
1169,sh.605255,天普股份,0.14,85160764.82,37.5237345287,-13.0588,19065613.86,85.96,-26.5562,7.127061631936,1.88,0.233295640811,43.5278932714,塑胶制品,2021-04-29
1170,sh.605228,神通科技,0.07,341024197.21,48.1383564176,-30.594,29378276.62,70.67,-13.3987,3.383471939024,2.32,0.054564408143,23.9775418897,汽车行业,2021-04-29
1171,sh.605199,葫芦娃,0.06,308485460.64,19.2327622499,-11.4985,23699852.49,39.45,-48.9533,2.349805270868,2.55,-0.194913065161,57.0158225594,医药制造,2021-04-29
1172,sh.605180,华生科技,0.61,152216672.69,229.4034752042,,45445554.6,279.48,,7.031573333333,,-0.593869258267,43.7685135489,材料行业,2021-04-29
1173,sh.605116,奥锐特,0.08,186327671.01,3.1067618889,4.7661,32573374.77,-34.86,91.358,3.53508802596,2.32,0.058689687506,42.782114958,医药制造,2021-04-29
1174,sh.605088,冠盛股份,0.13,516463799.69,82.4253083368,0.0275,20467794.37,-17.37,375.2759,8.733467321843,1.46,-0.490358896134,16.5081049826,汽车行业,2021-04-29
1175,sh.605055,迎丰股份,0.06,150898202.3,69.8932099728,-38.7175,24406233.89,3374.9848637732,3.7958,2.48071405,2.52,0.021475051159,16.9219579298,纺织服装,2021-04-29
1176,sh.605009,豪悦护理,0.83,529559897.31,7.7763104032,-4.217,88300388.01,-7.49,-19.4045,26.937993116715,3.12,1.264250909534,30.5463210926,造纸印刷,2021-04-29
1177,sh.603998,方盛制药,0.0548,336909218.04,27.4095311541,-4.711,23525314.84,19.42,596.2427,2.736771226826,2.02,0.016383836102,62.3196226365,医药制造,2021-04-29
1178,sh.603997,继峰股份,0.13,4532536659.82,14.4889906181,-4.3422,128031397.01,367.0548766263,258.5604,4.182215481446,2.99,-0.025300597251,16.2834432443,汽车行业,2021-04-29
1179,sh.603979,金诚信,0.21,931229104.39,16.9913106033,-14.8095,124713079.55,30.8,39.4517,7.956917813694,2.59,-0.06293783613,29.1649738469,工程建设,2021-04-29
1180,sh.603969,银龙股份,0.04,499105912.81,52.9527753696,-30.2657,34152233.31,675.88,-11.161,2.318146106766,1.78,-0.000585841249,16.5101827458,金属制品,2021-04-29
1181,sh.603959,百利科技,0.06,201690354.22,79.6281296399,-37.8506,30007070.53,329.4,213.8401,1.330506807303,4.72,0.043205856968,12.777043969,工程建设,2021-04-29
1182,sh.603956,威派格,0.03,148971981.88,83.4856046687,-63.6437,13719115.28,156.3285546602,-84.2426,2.718458096451,1.05,-0.2235787524,67.6464781285,专用设备,2021-04-29
1183,sh.603928,兴业股份,0.08,421402259.42,63.5280644927,3.4234,15727243.05,-37.47,21.6985,7.024718456548,1.12,0.073941837054,12.3082261332,化工行业,2021-04-29
1184,sh.603927,中科软,0.02,1273403942.3,39.0480621043,-40.7618,6691372.14,129.8554616678,-97.5338,5.374698169434,0.29,-2.302244895802,28.9170327127,软件服务,2021-04-29
1185,sh.603901,永创智能,0.12,509392649.59,77.3624132268,-22.2306,50133477.64,216.87,44.1788,3.319003617488,3.22,-0.136198054081,31.6694141896,专用设备,2021-04-29
1186,sh.603900,莱绅通灵,0.1824,438917164.08,98.1958791868,26.9869,62100244.9,421.83,448.3192,6.98927217724,2.64,0.161353614715,56.6510399818,珠宝首饰,2021-04-29
1187,sh.603899,晨光文具,0.3552,3812032207.4,82.955243406,-17.1287,328287641.63,42.5,-4.1546,5.986928732626,6.09,0.177094821935,24.6328962787,文教休闲,2021-04-29
1188,sh.603897,长城科技,0.44,2151232509.35,133.5684925656,0.8779,78159933.73,98.03,60.9591,10.981388909367,3.92,-0.674448978455,7.2050445513,输配电气,2021-04-29
1189,sh.603888,新华网,0.0131,278258661.38,92.4005193878,-61.0238,6814892.79,111.64,-95.7543,5.756589338318,0.23,-0.299023349469,26.764017652,文化传媒,2021-04-29
