,股票代码,股票名称,每股收益(元),营业收入(元),营业收入同比增长(%),营业收入季度环比增长(%),净利润(元),净利润同比增长(%),净利润季度环比增长(%),每股净资产(元),净资产收益率(%),每股经营现金流量(元),销售毛利率(%),所属行业,最新公告日期
0,sh.688800,瑞可达,0.2,148146615.19,65.3458052825,,16347858.75,75.09,,6.790272220741,3.02,0.149085947037,23.0866720081,电子元件,2021-07-02
1,sz.301031,中熔电气,0.36,71228694.04,202.8693831011,,17925750.94,765.89,,5.32328455122,7.01,-0.093112336513,43.4992177768,输配电气,2021-07-02
2,sz.301030,仕净科技,0.09,105114090.71,8215.3386848193,,8731141.05,155.63,,8.3491202007,1.05,0.3127267045,29.438676167,环保工程,2021-07-02
3,sz.301029,怡合达,0.17,319380941.64,105.5831204111,,61684924.12,152.61,,3.942769552472,4.44,-0.040145431889,43.0003748892,机械行业,2021-07-02
4,sz.300743,天地数码,0.074,108532407.58,24.8264420218,-15.5373,7317866.89,395.72,-7.5834,4.058365141135,1.85,-0.071248311371,24.279835763,电子信息,2021-04-27
5,sz.301028,东亚机械,0.16,226767257.98,92.6661421888,-0.9293,45918106.52,200.0,-6.7484,2.050457638458,8.21,-0.005880376596,33.3273894182,机械行业,2021-06-30
6,sz.002653,海思科,0.27,728110978.08,23.6836845161,-23.7132,287262058.71,123.76,22.8241,2.972043706916,9.43,-0.007809830911,69.2310809541,医药制造,2021-04-28
7,sh.688501,青达环保,-0.08,20430915.1,35.5025910875,,-5419068.31,-51.1535008913,,6.991769667746,-1.08,-1.033138023099,48.2926125027,环保工程,2021-06-29
8,sh.605365,立达信,0.19,1304178795.83,62.9339685504,,87411106.03,221.48,,4.249079681356,4.68,-0.226226145133,26.1929021414,家电行业,2021-06-29
9,sh.600359,新农开发,0.06,191204473.51,78.6907662607,-29.8465,22880827.01,117.66,-10.7305,1.354512843107,4.64,0.088489420487,26.2851570716,农牧饲渔,2021-04-30
10,sz.301027,华蓝集团,0.22,270229121.5,48.1385103293,,23914633.96,58.8162022614,,4.054001466606,5.5,-1.247842372595,35.4552975816,工程建设,2021-06-28
11,sz.300376,易事特,0.03,686076616.98,22.5906114044,-44.4216,76278443.66,25.04,-40.1557,2.506040142921,1.32,0.037204914326,34.401233623,输配电气,2021-04-22
12,sz.002359,北讯退,-0.193,72975697.7,20.2044744429,-22.5087,-209881131.17,2.66,72.7798,0.840997719786,-5.15,-0.010056142138,-139.5210897312,通讯行业,2021-06-26
13,sh.688793,倍轻松,0.24,214891263.85,62.4239701648,,11132709.49,190.8006858613,,5.31091777958,4.64,-0.364304885572,56.6993883544,家电行业,2021-06-25
14,sz.301026,浩通科技,0.8356,468702643.28,207.5398473367,,71023722.03,759.9248194853,,7.447421194,11.89,2.726297952353,16.3941661631,贵金属,2021-06-25
15,sz.301025,读客文化,0.02,103056490.62,60.1854309696,,6511672.09,211.04,,1.440467245194,1.26,-0.060134677639,33.4656589726,文化传媒,2021-06-24
16,sh.688799,华纳药厂,0.48,237148716.11,29.7263276715,,33477451.3,38.0,,9.907926738407,4.92,0.616440747084,72.1368394761,医药制造,2021-06-23
17,sh.688038,中科通达,0.06,62543237.82,179.9847621325,,5183500.39,97.341333316,,5.835585248167,1.02,-0.654716638176,32.9052494839,电子信息,2021-06-23
18,sz.301023,江南奕帆,0.49,40077348.5,44.626925535,,13718591.01,35.63,,9.877889830714,5.09,0.294482416071,47.6104318877,输配电气,2021-06-23
19,sz.002669,康达新材,0.12,386637642.5,79.8182942535,-37.013,30221561.79,36.86,1.7128,9.256356000571,1.3,-0.128318077718,24.8392143453,材料行业,2021-04-27
20,sh.688305,科德数控,0.1886,50339853.02,1938.1101152976,,12831980.97,251.8127106952,,8.244561634921,2.31,-0.260243228983,44.3802831151,机械行业,2021-06-22
21,sh.605020,永和股份,0.25,607201218.77,29.6083234487,,50100546.54,17.17,,6.9257651096,,0.10218873565,25.3247042359,化工行业,2021-06-22
22,sh.688789,宏华数科,0.98,220556420.82,71.4224317318,,55889660.23,55.19,,14.017831554561,7.25,-0.074084379298,41.8258350163,专用设备,2021-06-21
23,sz.301039,中集车辆,0.11,6869738891.92,68.2536575856,,202857700.67,130.16,,5.756833714227,2.02,0.008351710125,11.2911638977,汽车行业,2021-06-21
24,sh.688087,英科再生,0.43,414548966.01,68.964664292,-21.8152,42822697.45,14396.51,5.9712,10.067580432464,4.34,0.878642561362,33.6485585823,塑胶制品,2021-06-18
25,sh.601665,齐鲁银行,0.18,2232201000.0,14.3587189903,7.2084,752937000.0,8.2146537488,12.3235,5.548119337821,3.36,-0.28639257777,,银行,2021-04-30
26,sz.300540,深冷股份,-0.0424,33893883.38,3.681033204,-85.4044,-5293051.17,45.0899917836,-305.8333,4.507167595918,-0.94,-0.162897209286,23.5260916567,机械行业,2021-04-29
27,sz.001210,金房节能,1.53,436650770.4,3.5898048412,,103981999.91,12.12,,9.229186287176,18.05,-1.785403976372,30.0864382833,公用事业,2021-06-17
28,sh.688226,威腾电气,0.13,265142144.08,136.7220190119,,14681958.61,405.26,,5.336639891111,2.38,-0.293605225556,20.5010659315,输配电气,2021-06-16
29,sh.605287,德才股份,0.73,698041168.81,,,54476057.68,362.4,,9.6816799616,7.79,1.2788554864,12.199259712,工程建设,2021-06-16
30,sh.605162,新中港,0.06,141506212.22,,,20059572.51,-6.66,,1.916411987609,3.32,0.01991417636,25.5810261345,公用事业,2021-06-16
31,sz.301022,海泰科,0.2115,107493453.62,8.2457377155,,10150994.76,-27.24,,7.474023573958,2.87,0.282346543125,27.3532592728,专用设备,2021-06-16
32,sz.301021,英诺激光,0.1721,86081994.81,100.1664285524,,19562925.67,561.792735878,,5.389192491673,3.25,-0.051466111662,52.3876631571,电子元件,2021-06-16
33,sz.301020,密封科技,0.28,140578880.68,81.6659088279,,30378491.55,148.0697749423,,3.852090075592,7.45,0.405423242259,41.2081910169,金属制品,2021-06-16
34,sh.688239,航宇科技,0.31,196956315.19,51.4944265848,,32512446.86,96.42,,5.574628944952,5.71,0.131324694952,32.7591469853,航天航空,2021-06-15
35,sz.301019,宁波色母,0.39,119195750.17,50.8546917995,,23543439.48,55.08,,6.457514035,6.27,0.124751328,36.0810370073,塑胶制品,2021-06-15
36,sz.301018,申菱环境,0.02,197248382.94,120.0660603051,,4268178.76,132.85,,4.969075138889,0.45,0.0617266445,34.4134065984,专用设备,2021-06-15
37,sz.300658,延江股份,0.041,296583656.56,8.0622281956,-6.6096,6212367.4,-84.03,138.3411,7.266326028464,0.57,0.271841633656,23.623556801,纺织服装,2021-04-28
38,sz.300947,德必集团,0.46,221025561.39,3.3776483455,-0.3501,20676268.99,-33.64,-33.8608,24.796520114415,2.25,1.994665746153,36.9936336756,文化传媒,2021-04-27
39,sz.000010,美丽生态,0.0019,228063060.96,224.5620157534,-64.0048,1581357.59,113.53,-88.5558,0.601910408143,0.15,-0.049696747514,17.7661572985,园林工程,2021-04-30
40,sh.688499,利元亨,0.68,523588033.44,201.9624464483,13.0921,44943854.27,580.7,-8.1152,16.571423135455,,0.756039733636,36.0232240318,专用设备,2021-06-10
41,sh.688161,威高骨科,,421079777.39,46.7124449701,,111218959.3,101.51,,7.156727850434,,0.177420626333,84.4692826131,医疗行业,2021-06-10
42,sh.601921,浙版传媒,0.03,2057512229.65,94.5260890828,,64539887.97,170.62,,4.272802337355,0.76,0.28202633972,24.7044401756,文化传媒,2021-06-10
43,sz.301017,漱玉平民,0.1,1184719395.97,5.7773929675,,37620141.84,195.47,,4.269479206552,2.44,0.245274973986,28.4309858592,医疗行业,2021-06-10
44,sz.301016,雷尔伟,0.42,141661329.57,30.4445634294,,38052314.1,40.05,,4.891500158778,36.48,-0.514808352,47.4037970093,机械行业,2021-06-10
45,sz.300152,科融环境,-0.0133,25245077.4,-44.1506301199,-89.5836,-9452427.31,58.72,-120.0171,1.038706642635,-1.43,0.005619811897,18.9713651264,环保工程,2021-04-20
46,sh.605056,咸亨国际,0.05,301469184.53,151.1052895035,,17497479.71,521.88,,2.689854107833,1.82,0.028844560611,36.7893137048,仪器仪表,2021-06-09
47,sh.600905,三峡能源,0.0747,3812417665.76,43.08,18.5199,1494905518.52,51.41,86.9348,2.170404016097,3.5,0.095790524482,64.5076715602,电力行业,2021-04-30
48,sz.301015,百洋医药,0.18,1625788385.97,68.0714112946,,86033443.6,-292.63,,3.296557711132,5.68,-0.248760937947,21.7176423246,医疗行业,2021-06-09
49,sh.688367,工大高科,-0.003,9041109.19,67.0593821728,,-165371.45,47.86,,4.289997691776,-0.06,-0.074326469268,27.9440573817,软件服务,2021-06-08
50,sh.688025,杰普特,0.24,255930633.81,174.2596315231,0.2699,21740752.31,211.41,763.2377,17.722749706567,1.34,-1.058554576504,33.2119506308,专用设备,2021-04-28
51,sh.605011,杭州热电,0.15,627518148.17,61.3005802942,,52429854.41,178.34,,4.396504437917,3.37,0.016538200167,14.7689351217,公用事业,2021-06-08
52,sh.603171,税友股份,0.1,276641989.81,1.7741466259,,36501458.68,46.5113795019,,4.966724408815,2.03,-0.720309470572,64.3306413977,软件服务,2021-06-08
53,sh.688601,力芯微,0.5,166257825.71,45.0997628366,28.2185,24107492.93,30.5473825984,103.3496,7.232795759167,7.19,-0.183560244167,31.014495456,电子元件,2021-06-07
54,sz.301013,利和兴,-0.04,41285319.89,-50.6414235103,-76.4399,-4065433.78,-119.0346442522,-117.4334,5.130151744315,-0.72,-0.351752877228,31.5804882334,专用设备,2021-06-07
55,sz.301004,嘉益股份,0.16,79169560.85,8.3829044914,,11889892.01,-12.6297790055,,5.311507645867,3.03,0.386461948,31.5875414762,金属制品,2021-06-07
56,sz.001209,洪兴股份,0.47,275546377.47,20.6055360399,,32973206.72,30.33,,8.307714881142,5.8,-0.828368493137,42.1158633097,纺织服装,2021-06-07
57,sz.300863,卡倍亿,0.22,438222966.18,197.6367183404,-11.5012,12032816.4,22.82,-43.7329,10.723733554771,2.05,0.730449187398,8.1122752077,汽车行业,2021-04-27
58,sz.002197,证通电子,0.01,254485084.11,6.8018323936,-59.8198,3365574.29,22.55,-13.1225,4.69885676786,0.14,0.016858451048,31.2456622313,电子信息,2021-04-30
59,sh.688276,百克生物,0.15,247252434.02,24.1243059293,,55422347.37,11.13,,4.938344630068,3.07,-0.214672322169,88.2963928122,医药制造,2021-06-04
60,sh.600276,恒瑞医药,0.28,6929054893.69,25.3670289829,-16.7328,1496547606.47,13.77,-27.6957,6.037341699199,4.78,0.037377238191,86.861145375,医药制造,2021-04-20
61,sz.300984,金沃股份,0.39,176190704.84,35.4283057087,,14113507.71,9.8039187754,,8.172706382778,,0.526324931667,19.7546544022,机械行业,2021-06-04
62,sh.688690,纳微科技,0.0619,66540427.86,161.3663286884,-13.7856,22054987.64,497.85,-33.529,1.571340377709,4.03,-0.053348465725,77.9821514962,医疗行业,2021-06-03
63,sh.688216,气派科技,0.25,152677498.96,92.3610534949,,20229253.7,1329.6281152741,,7.101031846048,3.64,0.500747044542,28.6243214997,电子元件,2021-06-02
64,sh.601929,吉视传媒,0.0063,440413222.95,4.2086793335,-35.8996,19500537.26,82.29,-20.6622,2.129996400152,0.28,-0.004907861031,41.7744608024,文化传媒,2021-04-30
65,sz.301012,扬电科技,0.13,86931786.01,55.5968701296,,8469028.63,43.8,,6.23524876873,2.18,-0.402639633016,21.9481638256,输配电气,2021-06-02
66,sz.001208,华菱线缆,0.07,389213169.17,28.0651874904,,28036130.07,291.98,,2.25123816121,3.16,-0.675542703147,28.5263670206,输配电气,2021-06-02
67,sh.688621,阳光诺和,0.34,95770787.75,29.8244460163,-15.1164,20534823.01,19.01,-4.4439,3.4939918135,10.3,0.0953617945,54.5191741101,医药制造,2021-06-01
68,sh.688425,铁建重工,0.09,1862689371.3,98.0600787827,,341731816.94,127.39,,2.235576450534,4.04,-0.071562251692,34.9481313235,专用设备,2021-06-01
69,sh.605028,世茂能源,0.3,88866887.56,50.6973149127,,36300898.46,127.167398598,,3.930945648667,8.0,0.36755058475,61.8307745873,电力行业,2021-06-01
70,sz.001207,联科科技,0.4017,334575782.73,77.2979019652,,54825870.06,429.3295293889,,4.462004602344,9.43,-0.133259662125,29.8537165467,化工行业,2021-06-01
71,sh.688517,金冠电气,0.02,57541015.76,93.0607076254,,1776285.45,122.8946087502,,4.40222107961,0.4,-0.377736497585,29.2011636536,输配电气,2021-05-31
72,sz.300476,胜宏科技,0.23,1569809944.28,64.5812243779,-13.5147,182458582.79,74.62,92.5381,5.032922555208,4.77,0.157332247198,22.4944226049,电子元件,2021-04-29
73,sh.688597,煜邦电力,0.02,43713211.8,21.9794917161,-77.2044,2401012.28,152.2637099341,-91.8771,4.17155845717,0.44,0.195417689272,48.0465018816,仪器仪表,2021-05-28
74,sh.603511,爱慕股份,0.36,895883346.37,13.72,,128745083.57,61.07,,9.931440059667,3.67,0.478785716889,71.0165348556,纺织服装,2021-05-28
75,sz.301011,华立科技,0.15,92258349.84,178.0994947205,,10088462.33,218.7856157056,,6.54407176851,2.4,0.050205637481,25.6771444981,文教休闲,2021-05-28
76,sz.301010,晶雪节能,0.06,85881018.82,12.2721335769,,4974840.7,127.44,,6.965333178889,0.89,-0.551315065309,23.5457731148,材料行业,2021-05-28
77,sh.605296,神农集团,0.87,862801080.58,32.96,,314381608.26,-7.85,,7.145840164603,13.01,-0.121365095166,43.0535639919,农牧饲渔,2021-05-27
78,sz.301009,可靠股份,0.2,332749095.49,6.0552237297,,40247530.57,-14.96,,3.206002659718,6.35,-0.233102953357,25.3725481224,造纸印刷,2021-05-27
79,sh.688700,东威科技,0.24,161609930.27,173.9543295824,,26693672.82,177.55,,3.484820866304,7.19,0.095261145743,42.2486654539,专用设备,2021-05-26
80,sh.688067,爱威科技,0.13,47239146.76,44.7119749308,,6573200.38,598.96,,4.770310649608,2.74,-0.214045830392,57.836777046,医疗行业,2021-05-26
81,sh.605389,长龄液压,1.0,289804343.99,85.5862164039,,72837592.9,68.04,,17.28769879322,9.7,-0.276140483226,36.3050843481,机械行业,2021-04-30
82,sh.603529,爱玛科技,0.45,3127600595.24,68.8376053795,,151953448.66,30.79,,8.213886424049,5.62,0.594232450355,12.2752926075,交运设备,2021-05-26
83,sh.600197,伊力特,0.2811,544265775.73,255.3297958554,-15.4831,131448095.89,1475.8,-5.7426,7.614800203302,3.68,-0.050848967612,61.0440362348,酿酒行业,2021-04-28
84,sz.301008,宏昌科技,0.41,161641855.25,83.0181989074,,20421763.8,109.21,,8.055029996,5.2,-0.3562947156,25.3573976162,机械行业,2021-05-26
85,sh.688681,科汇股份,,46696275.44,105.9932605716,,-9079148.79,-25.66,,4.079967463057,,-0.272314682166,38.6544265895,输配电气,2021-05-25
86,sh.688277,天智航,-0.06,22523377.19,4.1360351181,-62.1237,-24462266.3,-81.6212991755,-652.8619,2.329350329224,-2.48,-0.024667890736,75.0449563465,医疗行业,2021-04-28
87,sz.301007,德迈仕,0.15,126187672.9,36.81635937,,17057418.33,219.9761159267,,3.396990654174,4.46,-0.005417732261,27.7142033499,汽车行业,2021-05-25
88,sz.300995,奇德新材,0.14,68586656.79,93.74,,8964309.92,115.44,,5.881460429183,2.44,-0.027625102345,28.5260480328,塑胶制品,2021-05-25
89,sh.605090,九丰能源,0.78,3102389470.54,49.875288833,,279221874.33,185.1321230873,,7.757220130556,10.53,0.109664202,15.2461545954,石油行业,2021-05-24
90,sh.600032,浙江新能,0.01,481338641.01,4.8259601358,,23959362.16,8.8679181795,,3.520178151768,0.36,0.016131893269,42.9728968333,电力行业,2021-05-24
91,sz.300992,泰福泵业,0.2,119098396.09,48.2224725638,-7.4792,13457741.06,10.6523905991,7.4987,6.767165245521,2.96,0.293724878267,23.0998294294,机械行业,2021-05-24
92,sz.300732,设研院,0.19,301980496.99,27.0794536308,-64.6235,43417441.41,19.66,-70.9637,10.670529672733,1.79,-0.674320951341,37.6295076909,工程建设,2021-04-28
93,sz.300614,百川畅银,0.39,125356256.9,-1.2941925081,,46955912.42,5.8327010081,,8.936313405297,4.44,0.174790453303,47.071170765,环保工程,2021-05-24
94,sh.688345,博力威,0.62,455061707.7,106.9344942039,,46786705.42,68.34,,6.4181584144,10.2,-0.074515876933,22.6871049471,电力行业,2021-05-21
95,sh.605259,绿田机械,0.44,369558905.39,70.4637288711,,29176576.37,54.56,,10.517896674091,4.29,0.296017151667,17.838374459,机械行业,2021-05-21
96,sz.300993,玉马遮阳,0.31,103993915.03,60.4472611938,,30876117.5,66.82,,6.880455642973,4.65,0.167684078372,46.619029273,材料行业,2021-05-21
97,sh.688613,奥精医疗,0.18,36686118.23,152.55,,18091487.92,15577.2,,6.4080911293,2.62,0.2687522946,85.7329412799,医疗行业,2021-05-20
98,sh.688359,三孚新科,0.18,85590948.61,117.65,-13.126,12614548.1,200.51,-34.91,4.313794178124,4.32,-0.055925626811,36.4295302323,材料行业,2021-05-20
99,sh.688269,凯立新材,0.41,321009469.74,101.1501352369,,29033788.05,39.65,,5.190157780143,8.32,-1.994960406143,15.8970209539,化工行业,2021-05-20
100,sh.688131,皓元医药,0.97,225516899.25,120.8518016994,,54178609.59,323.942279962,,10.413308551664,9.78,0.93073395348,53.9529652166,医药制造,2021-05-20
101,sz.300214,日科化学,0.09,577964663.37,17.004898637,-2.7686,38249194.58,-32.03,45.6352,4.52200176611,1.97,0.066876333494,12.3978946554,塑胶制品,2021-04-29
102,sh.688625,呈和科技,0.36,122381402.56,14.9503505778,,36082189.58,11.36,,3.441804027,11.07,0.2992089176,49.6815253773,化工行业,2021-05-19
103,sh.688319,欧林生物,0.056,63437576.72,119.8881750147,,20438249.15,875.6,,1.089581213731,5.28,-0.056423433781,96.0382620681,医药制造,2021-05-19
104,sh.688076,诺泰生物,0.25,166192383.14,258.62,,39689926.57,901.41,,6.285252951428,4.03,0.089479343803,59.2674196669,医药制造,2021-05-19
105,sz.301006,迈拓股份,0.22,64386900.56,137.7417046643,,22610915.48,130.51,,5.546132681505,3.98,0.098012664369,57.7825436485,仪器仪表,2021-05-19
106,sz.301005,超捷股份,0.45,93070489.75,59.3486604616,,19320487.0,66.79,,6.737747247257,6.92,0.545305987416,38.1058148671,汽车行业,2021-05-19
107,sz.300991,创益通,0.32,116477625.43,44.6876947294,,21517160.06,37.81,,5.192634782519,6.24,0.413407673926,33.7999433408,电子元件,2021-05-19
108,sh.688660,电气风电,0.17,4430518997.42,1614.1632943592,,134496884.07,167.354796417,,5.5554684989,3.07,-2.376217524725,19.0211283482,输配电气,2021-05-18
109,sh.605319,无锡振华,0.19,335591549.16,78.336357851,,28860017.18,342.7,,7.956814112067,2.45,0.673355214,17.1767825037,汽车行业,2021-05-18
110,sh.601156,东航物流,0.48,4515503738.78,,,679128021.04,249.48,,3.930852408959,12.81,0.695022578268,26.3508810202,交运物流,2021-05-18
111,sz.301003,江苏博云,,145828473.74,79.5337625541,,25195361.68,14.42,,6.879438075973,,-0.564900671396,28.9546708383,塑胶制品,2021-05-18
112,sh.688314,康拓医疗,0.32,41107889.06,61.98,,13951427.47,100.43,,5.937422844994,5.55,0.168338381975,82.660347094,医疗行业,2021-05-17
113,sh.605339,南侨食品,0.27,647730414.11,49.69,,97646712.86,126.99,,5.671793529333,4.9,0.074039851528,38.7976279847,食品饮料,2021-05-17
114,sz.301002,崧盛股份,0.38,241279921.05,160.8649413272,,26740414.23,156.4898746085,,5.063596863027,7.74,-0.263697278177,25.8611701291,电子元件,2021-05-17
115,sz.301001,凯淳股份,0.24,174997519.65,4.3607917928,-44.0716,14376979.37,-12.2858076001,-53.3978,5.894679917,4.15,0.043103063,27.8852767385,电子信息,2021-05-17
116,sz.301000,肇民科技,0.7,149024712.01,92.274680079,,27987880.0,93.9937402122,,7.423316504,9.89,0.1206514475,34.8001678517,塑胶制品,2021-05-17
117,sz.300798,锦鸡股份,0.0497,251234069.95,24.7905541357,10.8527,20776583.75,172.93,11.257,2.951685119109,1.7,-0.043722365164,17.6487706619,化工行业,2021-04-28
118,sz.001206,依依股份,0.47,309614665.42,40.55,,33255926.55,17.43,,10.53722145935,4.56,0.446224106496,18.3614750816,造纸印刷,2021-05-17
119,sh.688229,博睿数据,-0.36,30557807.05,6.608727789,-30.2727,-15798068.43,-546.99,-175.6653,18.623544511712,-1.9,-0.353470324775,67.5420777618,软件服务,2021-04-22
120,sz.000678,襄阳轴承,0.011,384304554.1,79.7778473536,19.4732,4895557.89,115.3,112.8435,2.375080079896,0.45,0.077480006524,12.5397088809,汽车行业,2021-04-28
121,sh.688981,中芯国际,0.13,7291961000.0,13.916670416,9.3075,1032154000.0,136.4,-17.5649,11.815673948157,1.0,0.39642953126,26.9709341561,电子元件,2021-05-14
122,sh.688575,亚辉龙,0.1,235564586.64,85.46,,37664909.85,5454.5889889967,,2.212356025247,4.79,0.014257276429,56.4719202056,医药制造,2021-05-14
123,sh.688217,睿昂基因,0.39,64770985.83,51.8422351531,,16383482.82,907.46,,15.909684197734,2.5,0.486212503473,81.223248181,医药制造,2021-05-14
124,sh.688117,圣诺生物,0.19,93280186.12,30.468276437,,11653981.88,15.39,,7.491769064,2.63,0.410211480167,79.379196333,医药制造,2021-05-14
125,sz.300998,宁波方正,0.0788,168257776.29,,,6288091.57,141.07,,5.290462568797,1.5,0.073958698747,20.2538104636,汽车行业,2021-05-14
126,sz.300997,欢乐家,0.1303,339228898.67,33.619086064,,46905700.82,54.78,,2.212693468278,6.07,0.055401271111,36.3224549657,食品饮料,2021-05-14
127,sz.300996,普联软件,0.05,36393355.34,81.4920542858,,3111267.98,59.91,,6.21855554446,0.76,-1.324302150232,51.2171631493,软件服务,2021-05-14
128,sz.300696,爱乐达,0.26,108405578.6,121.509037469,-8.4105,46815676.99,76.89,-2.8497,5.647880922023,4.75,-0.077803795156,62.675014817,航天航空,2021-04-24
129,sz.002349,精华制药,0.0696,334493742.71,9.8349261254,-5.9662,56677913.02,5.07,506.6113,2.590349050224,2.65,0.080632384093,47.171757454,医药制造,2021-04-27
130,sz.002610,爱康科技,0.002,447285163.26,-36.039463825,-23.2295,7474591.35,-4.0,-26.3574,0.91360096543,0.18,0.011618760594,9.7137826691,金属制品,2021-04-30
131,sz.000727,冠捷科技,0.0441,16622477702.45,28.878768628,-73.9446,199723185.72,150.69,-88.2057,0.381256780724,12.4,-0.204393769899,11.9912032298,电子元件,2021-04-30
132,sh.688685,迈信林,0.06,65606134.59,195.62,,4871240.32,321.84,,4.98058341478,1.17,-0.214138286174,29.48117744,航天航空,2021-05-12
133,sh.688565,力源科技,0.05,40388463.76,2997.0412201116,-57.4863,4162032.0,-196.17,-82.2022,5.26874098404,0.99,-0.325285662718,30.0905089934,环保工程,2021-05-12
134,sh.688196,卓越新能,0.48,402857387.42,32.3610132381,1.9008,57329932.53,62.15,17.4175,19.00875900175,2.37,-0.21950716625,14.0998862311,环保工程,2021-04-26
135,sh.605488,福莱新材,0.47,357935195.29,96.3952720177,,42570208.09,346.02,,5.226091334333,9.48,-0.217606461444,23.3806754969,塑胶制品,2021-05-12
136,sh.605336,帅丰电器,0.24,155252191.89,164.0600730971,-36.6658,34154487.51,127.08,-50.8228,12.308570678906,1.99,0.020942955753,47.3181729454,家电行业,2021-04-26
137,sh.601528,瑞丰银行,0.18,751093658.25,-3.7452742949,,251269779.53,7.19,,8.316197279833,2.25,-3.586707675508,,银行,2021-05-12
138,sh.688355,明志科技,0.32,161022393.46,38.99,,29274859.65,58.41,,5.250060764167,6.24,-0.047186719174,39.282984342,金属制品,2021-05-11
139,sh.688097,博众精工,-0.047,538940272.89,333.0973489716,-47.4769,-16870307.25,85.8693583584,-112.5975,4.828576960028,-0.97,-0.710942684139,42.3225909778,专用设备,2021-05-11
140,sh.605189,富春染织,0.41,329250015.88,58.15,,38807050.49,291.57,,8.758711349359,4.85,-0.716712352564,21.868055899,纺织服装,2021-05-11
141,sz.300990,同飞股份,0.74,170855665.75,139.6835685855,,28751500.05,146.48,,12.789719983846,5.93,0.180789417179,35.6179216726,专用设备,2021-05-11
142,sz.300988,津荣天宇,0.28,319397119.98,73.14,,16688335.61,50.0,,8.530557270158,3.37,0.265759000383,18.8513736861,金属制品,2021-05-11
143,sz.300348,长亮科技,0.0168,169993782.61,28.434631168,-81.1513,11946751.56,148.3,-94.1072,1.919821218768,0.87,-0.158050237196,50.5297584071,软件服务,2021-04-24
144,sz.000835,*ST长动,-0.1055,2134689.55,170.7488016038,171.9601,-34476626.66,215.37,58.734,-1.881207769214,,0.001649676438,4.4307023473,文化传媒,2021-04-30
145,sh.688655,迅捷兴,0.14,122525329.51,71.22,,14243356.51,126.52,,3.9830856825,3.64,-0.0267850759,29.4363562573,电子元件,2021-05-10
146,sh.688538,和辉光电,-0.03,809472826.32,190.3166099149,,-263577641.24,-7.19,,0.939584980705,-2.58,-0.00584589787,-13.4111171024,电子元件,2021-05-10
147,sh.605196,华通线缆,0.04,708637247.62,3.561811525,,16605566.28,-27.9916816954,,4.112013043444,,-0.177439031737,19.804987226,输配电气,2021-05-10
148,sz.300987,川网传媒,0.06,37294868.16,-0.94,,6020042.61,300.49,,5.4710503035,1.11,-0.141481262,46.7859716386,文化传媒,2021-05-10
149,sh.603797,联泰环保,0.12,180936781.58,33.2406272192,9.6974,55776277.31,11.25,-12.8213,3.795305556307,3.25,0.104141212963,69.3600135219,环保工程,2021-04-30
150,sz.300351,永贵电器,0.0715,200087829.96,11.5026457046,-36.0904,27420717.23,9.11,-9.3703,5.245252264197,1.37,-0.179612960011,37.6592675802,交运设备,2021-04-28
151,sz.300210,森远股份,0.01,84604912.68,-27.0216252428,-20.3374,6180317.04,-51.54,-92.578,2.071195727471,0.62,0.076032039948,37.1429073615,专用设备,2021-04-28
152,sz.000004,国华网安,0.026,36531150.15,57.1028275448,-72.6464,4299341.11,12.67,-40.1394,8.852346792061,0.29,-0.243902993969,64.4096579861,软件服务,2021-04-28
153,sh.605499,东鹏饮料,0.95,1711261727.19,83.3724860253,,341889465.56,122.52,,6.264285667,16.4,1.263634150889,49.5423700898,食品饮料,2021-05-07
154,sh.603836,海程邦达,1.76,2075998874.87,168.1816556917,,67757355.35,167.3385238184,,5.994172499796,30.49,-0.285297071266,10.1340513218,交运物流,2021-05-07
155,sz.300539,横河精密,0.02,157781316.06,92.5042639964,-10.8648,3991591.9,231.3,-37.1207,2.235466253311,0.8,0.087519483167,18.0004805317,塑胶制品,2021-04-28
156,sz.300302,同有科技,0.0007,67005121.45,251.9952831299,-56.5432,317915.54,102.36,-98.7363,2.95733022732,0.02,0.010781371473,39.9509928655,软件服务,2021-04-20
157,sz.002086,*ST东洋,-0.03,84777619.99,6.0618278023,-39.9704,-19459848.72,-156.73,93.8399,1.867186304528,-1.37,0.013024961499,16.8312068582,农牧饲渔,2021-04-30
158,sz.001203,大中矿业,0.27,733333387.11,68.75,,351637723.81,542.88,,1.971965414868,14.7,0.25528085484,74.4035584498,钢铁行业,2021-05-07
159,sh.603358,华达科技,0.3,893168804.43,77.9767699623,-47.2021,93465298.46,203.54,-12.8361,9.186122044707,3.3,0.457519061001,19.6996086481,汽车行业,2021-04-29
160,sh.603112,华翔股份,0.17,591465674.17,42.0837762214,2.694,72703845.01,64.15,-25.7427,4.238186176153,4.01,0.014281897388,23.4369208314,金属制品,2021-04-28
161,sh.600906,财达证券,0.08,498979482.9,-16.76,,210171848.5,4.28,,3.327884782747,2.33,-0.036031520627,,券商信托,2021-05-06
162,sh.600579,克劳斯,-0.18,1862956364.84,-14.8152836091,-39.9378,-129368450.57,6.6353754335,-308.2357,6.918239871101,-2.47,0.231154530204,22.6201423562,机械行业,2021-04-30
163,sh.600090,*ST济堂,-0.03,164416210.75,-91.9686072399,109.441,-39036570.54,-143.62,98.2859,2.680351978324,-0.96,-0.036459286212,12.9597386856,医疗行业,2021-05-06
