,股票代码,股票名称,所属地域,行业,业绩预告发布日期,业绩预告统计日期,业绩预告类型,业绩预告摘要,预告归属于母公司的净利润增长上限(%),预告归属于母公司的净利润增长下限(%)
139,sz.000100,TCL科技,广东,元器件,2021/1/12,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:420,000万元至446,000万元,同比上年增长:60%至70%。",70,60
140,sz.000150,宜华健康,广东,医疗保健,2020/1/23,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:125,000万元至162,000万元,同比上年下降:804.54%至1013.09%。",-804.54,-1013.09
141,sz.000150,宜华健康,广东,医疗保健,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:10,000万元至15,000万元,同比上年下降:1639.72%至2409.58%。",-1639.72,-2409.58
142,sz.000150,宜华健康,广东,医疗保健,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:17,000万元至23,000万元,同比上年下降:6641.23%至8949.9%。",-6641.23,-8949.9
143,sz.000150,宜华健康,广东,医疗保健,2021/1/30,2020/12/31,减亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:55,000万元至75,000万元,同比上年增长:52.3%至65.02%。",65.02,52.3
144,sz.000151,中成股份,北京,商贸代理,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:800万元至1,100万元,同比上年下降:87%至90%。",-87,-90
145,sz.000151,中成股份,北京,商贸代理,2020/7/11,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:600万元至900万元,同比上年增长:143%至164%。",164,143
146,sz.000151,中成股份,北京,商贸代理,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:21,000万元至27,000万元。",-2499.676397,-3185.298225
147,sz.000151,中成股份,北京,商贸代理,2021/2/6,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:25,000万元至31,000万元。",-2956.757616,-3642.379444
148,sz.000156,华数传媒,浙江,影视音像,2020/1/20,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:64,500万元,同比上年增长:0.13%。",0.13,0.13
149,sz.000156,华数传媒,浙江,影视音像,2021/1/29,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:86,000万元,同比上年增长:10.14%。",10.14,10.14
150,sz.000157,中联重科,湖南,工程机械,2020/1/16,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:430,000万元至450,000万元,同比上年增长:112.89%至122.79%。",122.79,112.89
151,sz.000157,中联重科,湖南,工程机械,2020/7/15,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:380,000万元至420,000万元,同比上年增长:47.5%至63.03%。",63.03,47.5
152,sz.000157,中联重科,湖南,工程机械,2020/10/15,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:550,000万元至580,000万元,同比上年增长:58.05%至66.68%。",66.68,58.05
153,sz.000157,中联重科,湖南,工程机械,2021/1/21,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:700,000万元至750,000万元,同比上年增长:60.13%至71.57%。",71.57,60.13
154,sz.000158,常山北明,河北,纺织,2020/4/15,2020/3/31,增亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:9,000万元至10,000万元,同比上年下降:514.75%至583.06%。",-514.75,-583.06
155,sz.000158,常山北明,河北,纺织,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:7,000万元至9,000万元,同比上年下降:332.71%至399.2%。",-332.71,-399.2
156,sz.000158,常山北明,河北,纺织,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:4,000万元至5,000万元,同比上年下降:196.81%至221.01%。",-196.81,-221.01
157,sz.000158,常山北明,河北,纺织,2021/1/29,2020/12/31,续盈,"预计2020年1-12月归属于上市公司股东的净利润盈利:10,000万元至12,000万元,同比上年变动:-1.09%至18.69%。",18.69,-1.09
158,sz.000159,国际实业,新疆,石油贸易,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:2,300万元至3,300万元,同比上年下降:45%至62%。",-45,-62
159,sz.000159,国际实业,新疆,石油贸易,2020/4/15,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:2,200万元至3,000万元,同比上年下降:193%至226%。",-193,-226
160,sz.000159,国际实业,新疆,石油贸易,2020/7/7,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:5,500万元至7,500万元,同比上年增长:378.7%至552.77%。",552.77,378.7
161,sz.000159,国际实业,新疆,石油贸易,2020/10/14,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:6,300万元,同比上年增长:658.87%。",658.87,658.87
162,sz.000159,国际实业,新疆,石油贸易,2021/1/22,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:6,500万元至9,500万元,同比上年增长:113.7%至212.34%。",212.34,113.7
163,sz.000166,申万宏源,新疆,证券,2020/4/30,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
164,sz.000166,申万宏源,新疆,证券,2020/8/29,2020/9/30,不确定,预计2020年1-9月归属于上市公司股东的净利润不确定。,0,0
165,sz.000166,申万宏源,新疆,证券,2020/10/31,2020/12/31,不确定,预计2020年1-12月归属于上市公司股东的净利润不确定。,0,0
166,sz.000301,东方盛虹,江苏,化纤,2020/1/21,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:145,000万元至175,000万元,同比上年增长:50.21%至81.29%。",81.29,50.21
167,sz.000301,东方盛虹,江苏,化纤,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,500万元至6,500万元,同比上年下降:91.84%至94.35%。",-91.84,-94.35
168,sz.000301,东方盛虹,江苏,化纤,2020/10/15,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:16,000万元至24,000万元,同比上年下降:79.81%至86.54%。",-79.81,-86.54
169,sz.000301,东方盛虹,江苏,化纤,2021/1/15,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:28,500万元至40,000万元,同比上年下降:75.21%至82.34%。",-75.21,-82.34
170,sz.000400,许继电气,河南,电气设备,2020/1/18,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:39,000万元至44,000万元,同比上年增长:95.33%至120.37%。",120.37,95.33
171,sz.000400,许继电气,河南,电气设备,2020/4/15,2020/3/31,预增,"预计2020年1-3月归属于上市公司股东的净利润盈利:3,780万元至4,030万元,同比上年增长:50%至60%。",60,50
172,sz.000400,许继电气,河南,电气设备,2020/7/7,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:34,500万元至37,500万元,同比上年增长:76%至91%。",91,76
173,sz.000400,许继电气,河南,电气设备,2020/10/13,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:49,000万元至53,000万元,同比上年增长:60.92%至74.05%。",74.05,60.92
174,sz.000400,许继电气,河南,电气设备,2021/1/26,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:70,600万元至76,000万元,同比上年增长:50.04%至61.52%。",61.52,50.04
175,sz.000401,冀东水泥,河北,水泥,2020/1/7,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:268,000万元至278,000万元,同比上年增长:41.03%至46.29%。",46.29,41.03
176,sz.000401,冀东水泥,河北,水泥,2020/4/11,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:27,000万元至29,000万元。",-701.249826,-745.78685
177,sz.000401,冀东水泥,河北,水泥,2020/7/10,2020/6/30,略减,"预计2020年1-6月归属于上市公司股东的净利润盈利:98,000万元至104,000万元,同比上年下降:30.31%至34.33%。",-30.31,-34.33
178,sz.000401,冀东水泥,河北,水泥,2021/1/20,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:282,000万元至292,000万元,同比上年增长:4.42%至8.12%。",8.12,4.42
179,sz.000402,金融街,北京,全国地产,2020/1/21,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:约330,125.65万元至359,542.79万元,同比上年增长:1%至10%。",10,1
180,sz.000402,金融街,北京,全国地产,2020/4/15,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:约12,217.92万元至18,326.88万元,同比上年下降:约70%至80%。",-70,-80
181,sz.000402,金融街,北京,全国地产,2020/7/15,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:21,052.84万元至31,579.25万元,同比上年下降:70%至80%。",-70,-80
182,sz.000402,金融街,北京,全国地产,2020/10/15,2020/9/30,略减,"预计2020年1-9月归属于上市公司股东的净利润盈利:82,519.91万元至96,273.23万元,同比上年下降:30%至40%。",-30,-40
183,sz.000403,双林生物,山西,生物制药,2020/1/16,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,196万元至17,596万元,同比上年增长:90%至120%。",120,90
184,sz.000404,长虹华意,江西,专用机械,2020/1/21,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:2,600万元至3,300万元,同比上年下降:54.26%至63.96%。",-54.26,-63.96
185,sz.000404,长虹华意,江西,专用机械,2021/1/27,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:10,500万元至13,500万元,同比上年增长:242.84%至340.8%。",340.8,242.84
186,sz.000408,*ST藏格,青海,农药化肥,2020/4/15,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:2,200万元至2,700万元,同比上年下降:78.05%至82.11%。",-78.05,-82.11
187,sz.000409,ST地矿,山东,综合类,2020/1/22,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:约45,000万元。",-1552.487304,-1552.487304
188,sz.000409,ST地矿,山东,综合类,2020/4/14,2020/3/31,减亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:约1,800万元。",60.725426,60.725426
189,sz.000409,ST地矿,山东,综合类,2020/7/14,2020/6/30,扭亏,"预计2020年1-6月归属于上市公司股东的净利润盈利:约3,000万元。",135.685388,135.685388
190,sz.000409,ST地矿,山东,综合类,2020/10/15,2020/9/30,扭亏,"预计2020年1-9月归属于上市公司股东的净利润盈利:约3,050万元。",111.931558,111.931558
191,sz.000409,ST地矿,山东,综合类,2021/1/30,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:约7,350万元。",116.185611,116.185611
192,sz.000410,*ST沈机,辽宁,机床制造,2020/1/31,2019/12/31,增亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:250,000万元至310,000万元,同比上年下降:217.15%至293.27%。",-217.15,-293.27
193,sz.000410,*ST沈机,辽宁,机床制造,2020/4/15,2019/12/31,增亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:250,000万元至310,000万元,同比上年下降:217.15%至293.27%。",-217.15,-293.27
194,sz.000410,*ST沈机,辽宁,机床制造,2020/4/15,2020/3/31,减亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:20,000万元至25,000万元,同比上年增长:45%至56%。",56,45
195,sz.000410,*ST沈机,辽宁,机床制造,2020/7/15,2020/6/30,减亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:35,000万元至40,000万元。",75.17913,71.633291
196,sz.000410,*ST沈机,辽宁,机床制造,2020/10/15,2020/9/30,减亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:50,000万元至55,000万元,同比上年增长:78.47%至80.43%。",80.43,78.47
197,sz.000410,*ST沈机,辽宁,机床制造,2021/1/26,2020/12/31,减亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:70,000万元至76,000万元,同比上年增长:74.57%至76.58%。",76.58,74.57
198,sz.000411,英特集团,浙江,医药商业,2020/7/31,2020/6/30,略减,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,500万元至8,500万元,同比上年下降:12.67%至22.95%。",-12.67,-22.95
199,sz.000413,东旭光电,河北,元器件,2020/1/23,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:100,000万元至180,000万元。",-146.219104,-183.194387
200,sz.000413,东旭光电,河北,元器件,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:80,000万元至110,000万元。",-194.766949,-230.304555
201,sz.000413,东旭光电,河北,元器件,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:100,000万元至140,000万元。",-188.115013,-223.361018
202,sz.000413,东旭光电,河北,元器件,2021/1/30,2020/12/31,增亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:270,000万元至405,000万元。",-77.228356,-165.842534
203,sz.000415,渤海租赁,新疆,多元金融,2020/4/16,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:32,000万元至42,000万元,同比上年下降:66.87%至74.76%。",-66.87,-74.76
204,sz.000415,渤海租赁,新疆,多元金融,2020/7/16,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:180,000万元至270,000万元。",-199.630537,-249.445805
205,sz.000415,渤海租赁,新疆,多元金融,2020/8/31,2020/9/30,首亏,预计2020年1-9月归属于上市公司股东的净利润亏损。,0,0
206,sz.000415,渤海租赁,新疆,多元金融,2020/10/16,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:305,000万元至335,000万元。",-246.558659,-260.974264
207,sz.000415,渤海租赁,新疆,多元金融,2020/10/31,2020/12/31,首亏,预计2020年1-12月归属于上市公司股东的净利润将亏损。,0,0
208,sz.000415,渤海租赁,新疆,多元金融,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:550,000万元至790,000万元。",-397.542891,-527.379789
209,sz.000416,民生控股,山东,多元金融,2020/1/18,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:约2,730万元,同比上年增长:约36.61%。",36.61,36.61
210,sz.000417,合肥百货,安徽,百货,2020/4/11,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:5,100万元至6,600万元,同比上年下降:44.99%至57.49%。",-44.99,-57.49
211,sz.000419,通程控股,湖南,百货,2020/4/14,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,696.87万元至2,545.31万元,同比上年下降:40%至60%。",-40,-60
212,sz.000420,吉林化纤,吉林,化纤,2020/1/23,2019/12/31,略减,"预计2019年1-12月归属于上市公司股东的净利润盈利:9,000万元至11,000万元,同比上年下降:16.93%至32.03%。",-16.93,-32.03
213,sz.000420,吉林化纤,吉林,化纤,2020/4/15,2020/3/31,略减,"预计2020年1-3月归属于上市公司股东的净利润盈利:1,500万元至1,800万元,同比上年下降:4.56%至20.47%。",-4.56,-20.47
214,sz.000420,吉林化纤,吉林,化纤,2020/7/15,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:7,000万元至9,000万元,同比上年下降:190.28%至216.07%。",-190.28,-216.07
215,sz.000420,吉林化纤,吉林,化纤,2020/10/15,2020/9/30,首亏,"预计2020年1-9月归属于上市公司股东的净利润亏损:20,000万元至22,000万元。",-344.643215,-369.107536
