,ts_code,name,area,industry,list_date,close,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
3115,600928.SH,西安银行,陕西,银行,20190301,5.21,1.2401,0.64,8.6563,8.7217,0.9361,3.3827,3.3682,3.5509,3.5509,444444.4445,115563.5387,115563.5387,2315555.5558,602086.0366
3116,600929.SH,雪天盐业,湖南,食品,20180326,5.01,0.7811,0.96,31.2781,36.392,1.8075,2.0237,2.1023,0.3393,0.3393,91775.1148,33734.5234,32295.8412,459793.3251,169009.9622
3117,600933.SH,爱柯迪,浙江,汽车配件,20171117,16.53,2.6878,1.95,32.3595,35.6674,3.3901,5.4136,5.8185,1.5074,1.5074,86022.45,85434.34,19371.1115,1421951.0985,1412229.6402
3118,600936.SH,广西广电,广西,影视音像,20160815,2.94,0.3373,0.88,44.6809,,1.3559,2.2033,2.4173,0.6803,0.6803,167102.6239,167102.6239,101315.7748,491281.7143,491281.7143
3119,600939.SH,重庆建工,重庆,建筑工程,20170221,3.49,0.5541,1.0,13.7928,27.1802,0.9201,0.1215,0.1154,2.1776,2.1776,181453.0186,181453.0186,36156.9414,633271.0349,633271.0349
3120,600956.SH,新天绿能,河北,供气供热,20200629,7.74,5.7147,0.66,21.0621,22.8209,2.6652,2.4895,2.442,1.615,1.615,384991.0396,13475.0,13475.0,2979830.6465,104296.5
3121,600958.SH,东方证券,上海,证券,20150323,10.32,1.3025,1.13,29.6395,19.2745,1.3012,3.7883,3.3576,1.4535,1.4535,699365.5803,573657.5803,419905.3381,7217452.7887,5920146.2287
3122,600959.SH,江苏有线,江苏,影视音像,20150428,3.11,0.5781,0.71,46.9722,66.2375,0.7139,2.0329,2.067,0.9646,0.9646,500071.7686,452724.1146,178652.7057,1555223.2003,1407971.9964
3123,600960.SH,渤海汽车,山东,汽车配件,20040407,3.5,3.387,0.99,45.9644,47.6841,0.7043,0.6765,0.7181,0.2857,0.2857,95051.5518,95051.5518,52508.6638,332680.4313,332680.4313
3124,600961.SH,株冶集团,湖南,铅锌,20040830,6.37,1.2696,0.75,43.3873,14.0083,,0.3002,0.217,,,52745.7914,52745.7914,30085.4099,335990.6912,335990.6912
3125,600962.SH,国投中鲁,北京,软饮料,20040622,7.11,2.177,0.87,518.2546,,2.2265,1.4016,1.2733,,,26221.0,25402.0,13716.4531,186431.31,180608.22
3126,600963.SH,岳阳林纸,湖南,造纸,20040525,4.36,3.0915,0.9,25.1244,16.8865,0.9298,1.1075,1.1106,0.8108,0.8108,180505.3109,180505.3109,103862.9008,787003.1555,787003.1555
3127,600965.SH,福成股份,河北,农业综合,20040713,5.09,0.8327,0.83,19.8871,30.5065,2.0755,2.8802,3.8251,2.947,2.947,81870.0955,81870.0955,30841.3996,416718.7861,416718.7861
3128,600966.SH,博汇纸业,山东,造纸,20040608,16.14,4.5379,0.66,161.2937,41.1657,3.7339,2.2153,1.7174,0.1053,0.1053,133684.4288,133684.4288,68397.8451,2157666.6808,2157666.6808
3129,600967.SH,内蒙一机,内蒙,运输设备,20040518,10.89,5.0011,0.82,32.1656,29.6831,1.9255,1.451,1.4729,0.6244,0.6244,168963.1817,168963.1817,71830.9318,1840009.0487,1840009.0487
3130,600968.SH,海油发展,北京,石油开采,20190626,2.29,0.8547,0.65,18.8784,16.3505,1.2138,0.6956,0.7157,1.6157,1.6157,1016510.4199,186510.4199,186510.4199,2327808.8616,427108.8616
3131,600969.SH,郴电国际,湖南,水力发电,20040408,5.89,1.579,0.82,39.4664,66.313,0.6162,0.7233,0.7195,0.6944,0.6944,37005.0484,37005.0484,24559.3975,217959.7351,217959.7351
3132,600970.SH,中材国际,江苏,建筑工程,20050412,7.73,3.526,0.77,8.4374,9.1616,1.2609,0.5511,0.5805,3.8982,3.8982,173764.6983,173764.6983,104125.2155,1343201.1179,1343201.1179
3133,600971.SH,恒源煤电,安徽,煤炭开采,20040817,5.54,3.397,0.81,5.893,8.1221,0.7445,1.1076,1.3803,6.3177,6.3177,120000.4884,120000.4884,54046.5995,664802.7057,664802.7057
3134,600973.SH,宝胜股份,江苏,电气设备,20040802,4.31,1.7244,1.26,38.3741,30.0824,1.3064,0.1776,0.1723,0.7889,0.7889,137136.6248,122211.2517,68133.6264,591058.8529,526730.4948
3135,600975.SH,新五丰,湖南,农业综合,20040609,8.35,8.3275,2.28,86.0991,15.9233,3.9399,2.5581,2.2061,0.3593,0.3593,65267.5584,65267.5584,40047.7645,544984.1126,544984.1126
3136,600976.SH,健民集团,湖北,中成药,20040419,30.99,1.5302,0.64,51.9599,33.0511,3.6711,2.1232,2.3614,0.6454,0.6454,15339.86,15329.86,10974.975,475382.2614,475072.3614
3137,600977.SH,中国电影,北京,影视音像,20160809,11.97,1.8491,1.25,21.0543,,2.0618,2.4644,6.5809,2.6566,2.6566,186700.0,186700.0,60931.75,2234799.0,2234799.0
3138,600978.SH,*ST宜生,广东,家居用品,20040824,0.93,1.5386,0.65,,,0.193,0.263,0.6041,,,148287.0004,148287.0004,103909.2213,137906.9104,137906.9104
3139,600979.SH,广安爱众,四川,水力发电,20040906,2.93,1.3196,1.33,14.7121,17.7027,0.9131,1.6271,1.6947,0.7876,0.7876,123225.979,123225.979,73349.3924,361052.1185,361052.1185
3140,600980.SH,北矿科技,北京,元器件,20040512,16.45,10.4725,0.73,56.2129,54.1317,3.8947,5.1214,4.8172,0.1824,0.1824,15520.988,15220.988,9132.5928,255320.2526,250385.2526
3141,600981.SH,汇鸿集团,江苏,商贸代理,20040630,2.94,0.4077,0.39,19.5632,21.593,1.2355,0.1853,0.18,1.7007,1.7007,224243.3192,224243.3192,73085.2181,659275.3584,659275.3584
3142,600982.SH,宁波能源,浙江,供气供热,20040706,3.11,5.3359,1.27,29.1744,21.9687,1.0014,1.0189,0.8041,1.563,1.563,111776.8211,74693.0,51783.5403,347625.9136,232295.23
3143,600983.SH,惠而浦,安徽,家用电器,20040727,6.02,4.1144,2.62,,,1.2808,0.8736,0.9765,0.8306,0.8306,76643.9,53280.0,19670.04,461396.278,320745.6
3144,600984.SH,建设机械,陕西,工程机械,20040707,11.0,2.565,0.49,21.0429,21.3266,1.8876,3.2714,2.906,,,96695.6865,85905.5388,57535.4806,1063652.5515,944960.9268
3145,600985.SH,淮北矿业,安徽,煤炭开采,20040428,11.19,3.1103,1.74,6.7009,6.8125,1.1767,0.4046,0.3843,5.3614,5.3614,217262.4659,65029.278,54326.9364,2431166.9934,727677.6208
3146,600986.SH,浙文互联,山东,互联网,20040426,4.07,0.7736,0.58,,,1.4771,0.2855,0.4649,,,132455.2361,131624.9806,114775.6621,539092.8109,535713.671
3147,600987.SH,航民股份,浙江,纺织,20040809,5.45,0.4316,0.64,7.9928,9.2317,1.183,0.8799,1.1047,4.0367,4.0367,108081.8841,92119.95,46061.5055,589046.2683,502053.7275
3148,600988.SH,赤峰黄金,内蒙,黄金,20040414,16.98,4.4506,1.54,150.2733,50.5458,7.2706,4.6557,5.4202,,,166391.1378,153512.35,113491.9718,2825321.5198,2606639.703
3149,600989.SH,宝丰能源,宁夏,化工原料,20190516,16.54,4.5077,1.74,31.9037,29.4332,4.9685,8.9396,8.0218,1.6929,1.6929,733336.0,199427.0,196144.6637,12129377.44,3298522.58
3150,600990.SH,四创电子,安徽,通信设备,20040510,45.38,1.4696,0.77,65.0381,66.7831,3.0258,1.9678,2.2478,0.1543,0.1543,15917.911,15917.911,8406.3279,722354.8012,722354.8012
3151,600992.SH,贵绳股份,贵州,钢加工,20040514,5.77,0.6293,0.96,48.4325,46.7611,0.9921,0.6462,0.7038,0.6239,0.6239,24509.0,24509.0,18760.0182,141416.93,141416.93
3152,600993.SH,马应龙,湖北,中成药,20040517,20.13,6.1383,2.06,24.1053,21.8998,3.1367,3.2073,3.4463,1.2916,1.2916,43105.3891,43030.7016,27837.0112,867711.4826,866208.0232
3153,600995.SH,文山电力,云南,水力发电,20040615,6.92,0.7601,0.78,9.9706,16.4931,1.4199,1.4278,1.5898,3.1792,3.1792,47852.64,47852.64,33180.74,331140.2688,331140.2688
3154,600996.SH,贵广网络,贵州,影视音像,20161226,5.01,0.809,0.64,24.5611,49.2241,1.1637,1.5416,1.4363,1.996,1.996,105170.2155,105170.2155,40410.8939,526902.7797,526902.7797
3155,600997.SH,开滦股份,河北,煤炭开采,20040602,7.96,14.8241,1.24,10.9938,13.3905,1.0684,0.6297,0.7073,2.7638,2.7638,158779.9851,158779.9851,50237.7344,1263888.6814,1263888.6814
3156,600998.SH,九州通,湖北,医药商业,20101102,18.66,0.8793,0.7,20.2516,12.2717,1.8634,0.3514,0.3285,,,187381.6717,187379.9217,82596.1742,3496541.9939,3496509.3389
3157,600999.SH,招商证券,深圳,证券,20091117,25.35,2.4523,0.96,30.2726,22.6576,2.4832,11.7839,9.2972,1.3215,1.3215,869652.6806,742200.5272,301633.7568,22045695.4532,18814783.3645
3158,601000.SH,唐山港,河北,港口,20100705,2.33,0.8912,0.82,7.7672,7.3573,0.7671,1.2318,1.555,3.8627,3.8627,592592.8614,592592.8614,278564.6439,1380741.3671,1380741.3671
3159,601001.SH,晋控煤业,山西,煤炭开采,20060623,5.09,2.6671,0.61,9.4925,8.6639,1.1509,0.7501,0.8009,,,167370.0,167370.0,71206.7492,851913.3,851913.3
3160,601002.SH,晋亿实业,浙江,机械基件,20070126,5.19,3.279,0.85,35.6449,41.4903,1.3825,1.6752,2.0997,,,95122.8,84951.378,52175.8573,493687.332,440897.6518
3161,601003.SH,柳钢股份,广西,普钢,20070227,5.82,2.2604,0.69,6.3555,7.1068,1.306,0.3068,0.2944,7.732,7.732,256279.32,256279.32,44836.0065,1491545.6424,1491545.6424
3162,601005.SH,重庆钢铁,重庆,普钢,20070228,1.42,0.2531,0.42,13.6806,21.981,0.6404,0.5394,0.5251,,,891860.2267,838047.5067,628349.3467,1266441.5219,1190027.4595
3163,601006.SH,大秦铁路,山西,铁路,20060801,6.43,0.3796,0.67,6.9933,9.1204,0.8226,1.1962,1.3145,7.465,7.465,1486679.1491,1486679.1491,554010.6131,9559346.9287,9559346.9287
3164,601007.SH,金陵饭店,江苏,酒店餐饮,20070406,7.33,0.2715,0.51,29.2068,72.1605,1.4603,1.8497,2.0543,,,30000.0,30000.0,16948.6217,219900.0,219900.0
3165,601008.SH,连云港,江苏,港口,20070426,3.72,2.2631,0.76,597.0467,404.9974,1.1783,2.8562,2.7321,0.0532,0.0532,109382.6212,101521.5101,52255.4183,406903.3509,377660.0176
3166,601009.SH,南京银行,江苏,银行,20070719,8.13,0.6446,0.63,6.5329,6.4302,0.8671,2.5077,2.4628,4.8216,4.8216,1000701.6973,848220.7924,500057.9723,8135704.799,6896035.0422
3167,601010.SH,文峰股份,江苏,超市连锁,20110603,2.84,0.3452,0.57,15.6979,21.3118,1.1023,0.8757,1.6722,3.169,3.169,184800.0,184800.0,87827.5433,524832.0,524832.0
3168,601011.SH,宝泰隆,黑龙江,焦炭加工,20110309,4.05,5.3449,1.16,92.3082,416.7187,1.052,2.3847,2.7901,,,160480.7397,160480.7397,100427.8307,649946.9958,649946.9958
3169,601012.SH,隆基股份,陕西,电气设备,20120411,114.08,2.6337,0.82,81.5,52.7819,13.2621,13.0795,9.7712,0.3331,0.3331,377176.8901,377168.3291,272500.4253,43028339.6226,43027362.9837
3170,601015.SH,陕西黑猫,陕西,焦炭加工,20141105,7.71,10.2129,0.7,436.4199,314.4719,2.2855,1.3385,1.563,1.297,1.297,162978.9473,162978.9473,54873.6842,1256567.6837,1256567.6837
3171,601016.SH,节能风电,北京,新型电力,20140929,3.63,8.524,1.1,30.9902,29.4302,1.842,7.2774,6.8049,1.1708,1.1708,498667.2,415556.0,225926.4,1810161.936,1508468.28
3172,601018.SH,宁波港,浙江,港口,20100928,3.87,0.5659,0.62,17.8757,19.1376,1.1798,2.5152,3.0421,2.1318,2.1318,1580741.737,1317284.7809,312018.7004,6117470.5222,5097892.1021
3173,601019.SH,山东出版,山东,出版业,20171122,5.56,0.4604,0.78,7.5146,9.6908,1.0685,1.188,1.254,5.7554,5.7554,208690.0,208690.0,45124.128,1160316.4,1160316.4
3174,601020.SH,华钰矿业,西藏,铅锌,20160316,8.89,8.3961,1.34,39.4349,44.5959,2.0291,3.2484,1.8458,,,55514.7178,55379.4313,28123.6732,493525.8412,492323.1443
3175,601021.SH,春秋航空,上海,空运,20150121,58.49,3.8522,1.46,29.1166,,3.6713,3.621,5.325,0.342,0.342,91646.2713,91646.2713,34001.7702,5360390.4083,5360390.4083
3176,601028.SH,玉龙股份,江苏,商贸代理,20111107,12.17,2.0484,3.77,466.7771,74.289,4.4068,5.1804,0.8857,,,78302.576,78302.576,39148.3902,952942.3499,952942.3499
3177,601038.SH,一拖股份,河南,农用机械,20120808,9.24,2.9441,0.9,148.1772,19.4228,2.0073,1.5878,1.3,,,98585.0,59391.0,18321.9422,910925.4,548772.84
3178,601058.SH,赛轮轮胎,山东,汽车配件,20110630,8.38,3.197,0.76,18.9274,15.9571,2.799,1.4954,1.5117,1.1937,1.1937,269948.0678,255889.445,173381.0426,2262164.8082,2144353.5491
3179,601066.SH,中信建投,北京,证券,20180620,39.99,2.6345,0.68,56.3809,32.6192,4.5795,22.6529,13.2839,0.5793,0.5793,775669.4797,131500.0,93215.0732,31019022.4932,5258685.0
3180,601068.SH,中铝国际,北京,建筑工程,20180831,3.3,9.3412,0.59,280.178,,1.2383,0.3144,0.369,0.1091,0.1091,295906.6667,29590.6667,10844.875,976492.0001,97649.2001
3181,601069.SH,西部黄金,新疆,黄金,20150122,13.26,3.4788,2.36,205.3474,267.6474,4.8793,2.1832,1.6328,0.1508,0.1508,63600.0,63600.0,21108.7172,843336.0,843336.0
3182,601077.SH,渝农商行,重庆,银行,20191029,4.3,0.4279,0.75,5.0037,5.4864,0.5281,1.8339,1.767,5.3488,5.3488,1135700.0,587446.5018,587446.5018,4883510.0,2526019.9577
3183,601086.SH,国芳集团,甘肃,百货,20170929,3.81,0.956,0.64,22.0805,34.7109,1.3576,0.9174,1.8753,2.6247,2.6247,66600.0,66600.0,16600.0,253746.0,253746.0
3184,601088.SH,中国神华,北京,煤炭开采,20071009,18.04,1.1153,0.63,8.2962,9.0325,1.0018,1.4835,1.5592,6.9845,6.9845,1988962.0455,1649103.7955,267832.8759,35880875.3008,29749832.4708
3185,601098.SH,中南传媒,湖南,出版业,20101028,8.97,1.2238,0.99,12.6285,11.777,1.1875,1.5701,1.5683,6.9119,6.9119,179600.0,179600.0,63411.652,1611012.0,1611012.0
3186,601099.SH,太平洋,云南,证券,20071228,3.28,3.2778,1.36,48.2983,138.5144,2.1364,12.5817,19.1208,,,681631.637,681631.637,607227.6395,2235751.7694,2235751.7694
3187,601100.SH,恒立液压,江苏,工程机械,20111028,122.17,2.1394,0.78,123.0334,86.1506,24.4107,29.4561,23.1,0.3318,0.3318,130536.0,130536.0,39160.8169,15947583.12,15947583.12
3188,601101.SH,昊华能源,北京,煤炭开采,20100331,3.7,3.3216,1.11,16.9357,,0.657,0.8025,1.0068,1.8919,1.8919,119999.8272,119999.8272,44032.0319,443999.3606,443999.3606
3189,601106.SH,中国一重,黑龙江,工程机械,20100209,2.86,0.8915,0.76,152.3381,147.6839,1.7668,1.4898,1.1011,,,685778.2927,685778.2927,247721.9039,1961325.9171,1961325.9171
3190,601107.SH,四川成渝,四川,路桥,20090727,3.0,0.3326,0.91,8.4737,39.9515,0.606,1.4318,1.8249,3.6667,3.6667,305806.0,216274.0,46233.7162,917418.0,648822.0
3191,601108.SH,财通证券,浙江,证券,20171024,10.88,1.6326,0.87,20.8473,16.3267,1.7943,7.885,6.2159,1.4706,1.4706,358900.0,358900.0,243147.8111,3904832.0,3904832.0
3192,601111.SH,中国国航,北京,空运,20060818,7.05,1.8263,0.95,15.9786,,1.2587,0.7519,1.2556,0.6301,0.6301,1452481.5185,996213.1821,267741.2204,10239994.7054,7023302.9338
3193,601113.SH,ST华鼎,浙江,化纤,20110509,3.16,0.8623,0.76,,,0.7895,0.4212,0.3653,,,114148.1073,90768.224,47418.434,360708.0191,286827.5878
3194,601116.SH,三江购物,浙江,超市连锁,20110302,9.5,0.7565,0.93,32.4176,42.8969,1.6365,1.3077,1.21,2.1053,2.1053,54767.84,41075.88,17609.195,520294.48,390220.86
3195,601117.SH,中国化学,北京,建筑工程,20100107,5.77,2.3264,0.61,9.2975,8.3958,0.8401,0.2747,0.2667,3.2409,3.2409,493300.0,493300.0,295277.0373,2846341.0,2846341.0
3196,601118.SH,海南橡胶,海南,橡胶,20110107,5.12,2.1161,0.37,162.1268,,2.2764,1.5874,1.4834,0.0684,0.0684,427942.7797,427942.7797,152541.5773,2191067.0321,2191067.0321
3197,601126.SH,四方股份,北京,电气设备,20101231,6.32,1.706,1.07,27.3541,16.4078,1.272,1.3961,1.2294,2.7065,2.7065,81317.2,78818.7492,41048.7946,513924.704,498134.4949
3198,601127.SH,小康股份,重庆,汽车配件,20160615,16.91,20.8623,1.75,324.0098,,3.5636,1.1923,1.368,0.2333,0.2333,127843.9873,95105.8921,32347.1753,2161841.8252,1608240.6354
3199,601128.SH,常熟银行,江苏,银行,20160930,7.06,3.2234,2.22,10.839,10.7324,1.0793,3.0024,2.9399,2.8329,2.8329,274085.5925,260434.0068,235744.3376,1935044.2831,1838664.088
3200,601137.SH,博威合金,浙江,铜,20110127,10.35,3.1603,0.71,18.5813,17.6389,1.5984,1.0771,1.0303,1.6416,1.6416,79004.4972,72003.083,33284.205,817696.546,745231.9091
3201,601138.SH,工业富联,深圳,通信设备,20180608,14.82,1.359,0.61,15.8272,17.0945,3.0978,0.7205,0.7158,1.3496,1.3496,1987064.5425,289978.5415,289978.5415,29448296.5199,4297481.985
3202,601139.SH,深圳燃气,深圳,供气供热,20091225,6.48,2.5391,1.18,17.6223,13.9083,1.5675,1.3291,1.2393,2.7778,2.7778,287676.7544,287673.0494,48045.6284,1864145.3685,1864121.3601
3203,601155.SH,新城控股,江苏,区域地产,20151204,46.55,2.3085,0.81,8.2981,7.6879,2.6365,1.2232,0.8309,3.6529,3.6529,225573.7186,224952.8986,73372.8986,10500456.6008,10471557.4298
3204,601158.SH,重庆水务,重庆,水务,20100329,5.06,0.3525,0.83,14.5865,14.0462,1.5916,4.3075,4.0616,5.0791,5.0791,480000.0,480000.0,54903.9311,2428800.0,2428800.0
3205,601162.SH,天风证券,湖北,证券,20181019,5.38,2.5229,0.98,116.5259,43.9431,1.9852,9.3245,7.4465,0.1115,0.1115,666596.728,383847.9938,355720.0444,3586290.3966,2065102.2066
3206,601163.SH,三角轮胎,山东,汽车配件,20160909,17.5,3.791,0.8,16.5256,13.377,1.3187,1.763,1.6971,2.0,2.0,80000.0,80000.0,24698.5553,1400000.0,1400000.0
3207,601166.SH,兴业银行,福建,银行,20070205,22.85,0.5588,0.65,7.2067,7.1247,0.8961,2.6181,2.3368,3.3348,3.3348,2077419.0751,1961525.0551,1508854.0745,47469025.866,44820847.509
3208,601168.SH,西部矿业,青海,铜,20070712,13.45,4.438,1.27,31.8244,31.1547,3.0174,1.0486,1.0911,0.7435,0.7435,238300.0,238300.0,166810.0102,3205135.0,3205135.0
3209,601169.SH,北京银行,北京,银行,20070919,4.77,0.3089,0.69,4.7037,5.0611,0.5147,1.5976,1.595,6.3941,6.3941,2114298.4272,2114298.4272,1474719.1845,10085203.4977,10085203.4977
3210,601177.SH,杭齿前进,浙江,机械基件,20101011,7.26,0.5701,0.36,147.1883,36.4374,1.7091,1.7572,1.5445,0.2755,0.2755,40006.0,40006.0,19598.855,290443.56,290443.56
3211,601179.SH,中国西电,陕西,电气设备,20100128,4.26,0.9905,0.52,52.842,65.272,1.1026,1.4288,1.4407,1.1737,1.1737,512588.2352,512588.2352,174567.4299,2183625.882,2183625.882
3212,601186.SH,中国铁建,北京,建筑工程,20080310,7.9,0.7687,0.64,5.3115,5.2618,0.5976,0.1292,0.1201,2.6582,2.6582,1357954.15,1150324.55,456050.891,10727837.785,9087563.945
3213,601187.SH,厦门银行,福建,银行,20201027,10.73,9.3773,0.79,16.5519,15.7299,1.6086,6.2798,5.5299,,,263912.7888,26391.2789,26391.2789,2831784.2238,283178.4226
3214,601188.SH,龙江交通,黑龙江,路桥,20100319,2.54,0.3494,0.67,9.1799,15.4734,0.7565,3.2417,3.8637,6.2992,6.2992,131587.8571,131587.8571,39719.9952,334233.157,334233.157
3215,601198.SH,东兴证券,北京,证券,20150226,11.26,0.9368,0.56,25.44,22.4078,1.483,7.8157,5.8853,1.2433,1.2433,275796.0657,275796.0657,130336.0173,3105463.6998,3105463.6998
3216,601199.SH,江南水务,江苏,水务,20110317,3.62,0.5081,0.75,14.4152,16.013,1.1322,3.4136,3.6101,2.2099,2.2099,93521.0292,93521.0292,38461.254,338546.1257,338546.1257
3217,601200.SH,上海环境,上海,环境保护,20170331,10.85,1.7193,1.41,19.7517,17.0911,1.3284,3.3378,2.8232,0.6431,0.6431,112185.8543,112185.8543,54341.2266,1217216.5192,1217216.5192
3218,601208.SH,东材科技,四川,化工原料,20110520,11.24,3.1734,1.27,96.6495,44.5474,2.862,4.0585,3.5681,,,62660.1,61343.1,45547.4628,704299.524,689496.444
3219,601211.SH,国泰君安,上海,证券,20150626,16.83,1.043,1.01,17.3589,13.5769,1.2085,5.0061,4.2723,2.294,2.294,890844.8211,743762.1031,424501.3135,14992918.3391,12517516.1952
3220,601212.SH,白银有色,甘肃,铜,20170215,2.59,2.0161,0.87,330.4138,265.1013,1.3605,0.3108,0.286,0.0927,0.0927,740477.4511,740477.4511,208128.7879,1917836.5983,1917836.5983
3221,601216.SH,君正集团,内蒙,化工原料,20110222,4.41,2.4107,0.42,14.9341,14.1105,2.0664,3.8008,2.6399,7.9365,7.9365,843801.739,843801.739,316969.099,3721165.669,3721165.669
3222,601218.SH,吉鑫科技,江苏,机械基件,20110506,4.23,4.1016,1.13,63.2179,20.6155,1.5675,2.7618,2.2108,0.3112,0.3112,97736.0,97736.0,61547.5412,413423.28,413423.28
3223,601222.SH,林洋能源,江苏,电器仪表,20110808,8.3,6.4263,1.01,20.7248,15.2872,1.3927,4.3211,2.7746,0.5904,0.5904,174888.6574,174888.6574,95379.2647,1451575.8564,1451575.8564
3224,601225.SH,陕西煤业,陕西,煤炭开采,20140128,10.94,1.2252,0.63,9.3959,7.7928,1.6278,1.4904,1.2611,3.1903,3.1903,1000000.0,1000000.0,368617.48,10940000.0,10940000.0
3225,601226.SH,华电重工,北京,专用机械,20141211,3.72,0.7126,0.56,52.2499,76.1653,1.1867,0.5988,0.5273,0.8065,0.8065,115500.0,115500.0,42587.9644,429660.0,429660.0
3226,601228.SH,广州港,广东,港口,20170329,3.19,0.6467,0.73,23.2365,22.785,1.4427,1.8959,1.7691,1.3166,1.3166,619318.0,619318.0,101289.2858,1975624.42,1975624.42
3227,601229.SH,上海银行,上海,银行,20161116,8.05,0.3311,0.74,5.6343,5.4758,0.671,2.2964,2.2536,4.9689,4.9689,1420652.87,1370385.5032,871848.6116,11436255.6035,11031603.3008
3228,601231.SH,环旭电子,上海,元器件,20120220,17.18,4.1025,0.87,30.074,27.0685,3.3473,1.0202,0.9323,0.9997,0.9997,220934.3372,218340.34,48155.5798,3795651.9131,3751087.0412
3229,601233.SH,桐昆股份,浙江,化纤,20110518,25.54,3.8176,1.08,20.2549,26.1296,2.2996,1.155,1.2656,0.7433,0.7433,228753.1037,228753.1037,149076.7287,5842354.2685,5842354.2685
3230,601236.SH,红塔证券,云南,证券,20190705,15.68,2.4273,0.86,68.0227,46.237,4.0885,27.5795,13.737,0.6378,0.6378,363340.5396,147492.0119,59328.0377,5697179.6609,2312674.7466
3231,601238.SH,广汽集团,广东,汽车整车,20120329,11.18,2.8593,0.54,17.4853,21.8963,1.3869,1.9534,1.9481,1.5926,1.5926,1034969.6817,714897.5182,164983.5113,11570961.0414,7992554.2535
3232,601258.SH,ST庞大,河北,汽车服务,20110428,1.02,0.3076,0.64,89.9271,4.6074,0.9895,0.4724,0.4154,,,1022722.507,1022722.507,797141.4464,1043176.9571,1043176.9571
3233,601288.SH,农业银行,北京,银行,20100715,3.13,0.3162,0.78,5.1648,5.5674,0.5975,1.7464,1.6839,5.8115,5.8115,34998303.3873,29405529.3904,5041233.4856,109544689.6022,92039306.992
3234,601298.SH,青岛港,山东,港口,20190121,6.21,1.3199,0.75,10.6354,10.6295,1.2586,3.3138,3.1626,3.2254,3.2254,649110.0,186989.6,66237.6,4030973.1,1161205.416
3235,601311.SH,骆驼股份,湖北,电气设备,20110602,9.71,6.0819,0.81,18.2996,17.4145,1.6255,1.2071,1.1888,1.6573,1.6573,112170.3308,112170.3308,61699.5556,1089173.9121,1089173.9121
3236,601318.SH,中国平安,深圳,保险,20070301,83.0,1.0653,0.84,10.1552,12.3474,2.138,1.2981,1.2716,2.5204,2.5204,1828024.141,1083266.4498,986994.5396,151726003.703,89911115.3334
3237,601319.SH,中国人保,北京,保险,20181116,6.14,1.4124,0.49,12.1216,13.7354,1.384,0.4888,0.4643,2.4756,2.4756,4422399.0583,560156.7019,224389.2848,27153530.218,3439362.1497
3238,601326.SH,秦港股份,河北,港口,20170816,2.64,0.741,0.79,15.8398,14.2131,0.9679,2.1942,2.3074,3.4091,3.4091,558741.2,475755.9,110357.5437,1475076.768,1255995.576
3239,601328.SH,交通银行,上海,银行,20070515,4.47,0.2832,0.56,4.2954,4.7527,0.4674,1.4279,1.3741,7.047,7.047,7426272.6645,3925086.4015,2607243.9569,33195438.8103,17545136.2147
3240,601330.SH,绿色动力,深圳,环境保护,20180611,8.06,1.3983,0.84,26.9922,21.5661,2.0795,6.4088,5.2271,1.0339,1.0339,139344.0,25565.059,25565.059,1123112.64,206054.3755
3241,601333.SH,广深铁路,深圳,铁路,20061222,2.12,0.7284,0.96,20.0646,,0.5434,0.7091,0.8775,2.8302,2.8302,708353.7,565223.7,302278.57,1501709.844,1198274.244
3242,601336.SH,新华保险,北京,保险,20111216,50.73,2.7483,0.91,10.8699,12.4994,1.6866,0.9066,0.7483,2.7794,2.7794,311954.66,208543.934,70249.7025,15825459.9018,10579433.7718
3243,601339.SH,百隆东方,浙江,纺织,20120612,3.91,0.977,0.58,19.6938,32.5311,0.7455,0.9427,1.0057,1.5345,1.5345,150000.0,150000.0,38591.3228,586500.0,586500.0
3244,601360.SH,三六零,天津,互联网,20120116,17.05,2.1379,0.71,20.3712,48.5157,3.4573,9.4874,10.7878,0.2943,0.2943,714536.3197,178923.1774,158828.0699,12182844.2509,3050640.1747
3245,601366.SH,利群股份,山东,百货,20170412,6.76,0.3591,0.39,21.7631,55.6432,1.305,0.4676,0.6141,2.166,2.166,86051.2268,86051.2268,50404.5492,581706.2932,581706.2932
3246,601368.SH,绿城水务,广西,水务,20150612,4.92,0.3092,0.63,16.5459,15.3297,1.0008,2.8525,2.8492,1.8293,1.8293,88297.3077,86028.4977,33533.6638,434422.7539,423260.2087
3247,601369.SH,陕鼓动力,陕西,机械基件,20100428,9.1,5.8992,1.18,25.3166,22.5165,2.2219,2.0906,1.9305,2.5275,2.5275,167796.0233,163877.0233,57546.371,1526943.812,1491280.912
3248,601375.SH,中原证券,河南,证券,20170103,5.3,4.6038,0.48,422.6405,,1.8383,10.3718,9.4801,,,464288.47,267370.57,141898.3302,2460728.891,1417064.021
3249,601377.SH,兴业证券,福建,证券,20101013,8.63,4.4721,1.3,32.7893,19.0201,1.5677,4.0557,3.4133,0.927,0.927,669667.1674,669667.1674,475104.3471,5779227.6547,5779227.6547
3250,601388.SH,怡球资源,江苏,铝,20120423,2.97,6.2154,1.7,56.8899,19.1244,2.0819,1.2002,1.1996,0.5352,0.5352,220172.6086,201082.4949,120371.0449,653912.6475,597215.0099
