,ts_code,name,area,industry,list_date,close,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
1197,002761.SZ,多喜爱,浙江,建筑工程,20150610,7.78,0.9793,0.73,10.0733,5.1979,1.9746,0.1112,0.0626,2.5707,2.5707,108134.0098,24202.2804,17261.0834,841282.5962,188293.7415
1198,002762.SZ,金发拉比,广东,服饰,20150610,4.74,1.3471,0.78,36.0075,75.2247,1.7138,3.8288,4.9151,2.3207,2.3207,35402.5,19263.4463,13837.9756,167807.85,91308.7355
1199,002763.SZ,汇洁股份,深圳,服饰,20150610,6.81,0.7779,0.92,15.4249,20.5891,1.4381,1.0834,1.1883,5.8759,5.8759,41128.5,19264.7275,12474.2275,280085.085,131192.7943
1200,002765.SZ,蓝黛科技,重庆,汽车配件,20150612,4.6,4.3241,0.74,,,1.4273,2.3281,1.212,,,57517.529,36910.9135,20749.1445,264580.6334,169790.2021
1201,002766.SZ,ST索菱,深圳,汽车配件,20150611,4.28,0.855,1.12,231.8937,132.7465,4.46,1.9215,1.7947,,,42175.4014,29548.3827,20547.8909,180510.718,126467.078
1202,002767.SZ,先锋电子,浙江,电器仪表,20150612,9.99,2.1695,1.25,54.4551,57.3083,2.0023,4.716,4.216,0.3504,0.3504,15000.0,12504.7856,5048.8593,149850.0,124922.8081
1203,002768.SZ,国恩股份,山东,塑料,20150630,31.89,4.0943,0.79,21.8424,10.6906,2.8529,1.7064,1.1809,0.3136,0.3136,27125.0,17671.4506,11821.4506,865016.25,563542.5596
1204,002769.SZ,普路通,深圳,仓储物流,20150629,5.56,1.0811,0.67,32.9768,48.422,1.4625,0.3187,0.3438,0.3237,0.3237,37331.8054,26176.5297,19235.6026,207564.838,145541.5051
1205,002770.SZ,ST科迪,河南,乳制品,20150630,1.6,1.8794,0.75,,,1.1101,3.0976,6.175,,,109486.7797,60193.9297,50779.0623,175178.8475,96310.2875
1206,002771.SZ,真视通,北京,软件服务,20150629,10.7,0.9784,0.57,65.3717,79.8177,3.2452,3.012,3.6114,0.3271,0.3271,20976.41,14887.2662,11147.7885,224447.587,159293.7483
1207,002772.SZ,众兴菌业,甘肃,种植业,20150626,9.0,3.2563,0.98,48.3811,22.1182,1.3483,2.8633,2.3274,1.0241,1.0241,36771.7112,25488.0984,21746.2655,330945.4008,229392.8856
1208,002773.SZ,康弘药业,四川,化学制药,20150626,41.57,2.2624,1.37,53.22,51.3072,5.7568,11.7338,11.9603,0.6414,0.6414,91946.3954,68165.0495,31967.1553,3822211.6568,2833621.1077
1209,002774.SZ,快意电梯,广东,运输设备,20170324,5.66,0.8972,1.1,92.8426,79.4169,1.7973,2.3374,2.1295,0.7999,0.7999,33929.09,27986.1601,9475.3508,192038.6494,158401.6662
1210,002775.SZ,文科园林,深圳,建筑工程,20150629,4.38,0.7549,0.6,9.1624,12.0007,0.9175,0.7748,0.8267,15.683,15.683,51276.03,41394.8225,27862.8625,224589.0114,181309.3226
1211,002776.SZ,柏堡龙,广东,服饰,20150626,4.85,1.603,0.69,17.3212,14.3625,1.0239,2.7151,3.0508,0.7835,0.7835,53798.9106,53798.9106,53151.8777,260924.7164,260924.7164
1212,002777.SZ,久远银海,四川,软件服务,20151231,18.0,4.5527,2.02,35.001,34.0806,4.8823,5.5613,5.5458,0.7937,0.7937,31402.3876,27227.7231,15197.5231,565242.9768,490099.0158
1213,002778.SZ,高科石化,江苏,石油加工,20160106,22.49,4.4944,1.48,123.9133,46.1322,4.3929,2.7898,2.3431,0.1779,0.1779,8910.95,6424.6702,2617.4702,200407.2655,144490.8328
1214,002779.SZ,中坚科技,浙江,农用机械,20151209,10.92,0.7175,0.53,185.3474,,2.265,3.6476,3.8219,0.1099,0.1099,13200.0,11843.4525,4042.5,144144.0,129330.5013
1215,002780.SZ,三夫户外,北京,其他商业,20151209,18.54,1.4765,0.53,,,4.6203,6.6995,6.5699,,,14536.8643,10856.6875,8863.275,269513.4641,201282.9863
1216,002781.SZ,奇信股份,深圳,装修装饰,20151222,7.93,5.083,0.54,20.7129,,0.9311,0.4445,0.6372,0.4918,0.4918,22500.0,20818.5522,10372.3763,178425.0,165091.1189
1217,002782.SZ,可立克,深圳,电气设备,20151222,13.01,2.1987,0.49,278.3836,44.4462,4.136,5.5928,4.9875,0.6865,0.6865,47694.1227,42600.0,11883.7806,620500.5363,554226.0
1218,002783.SZ,凯龙股份,湖北,化工原料,20151209,9.18,1.9475,1.0,69.3848,171.4863,2.0086,1.8333,1.9741,1.0893,1.0893,37772.7767,32115.9017,25197.6217,346754.0901,294823.9776
1219,002785.SZ,万里石,福建,其他建材,20151223,19.8,3.5054,1.4,,,6.3605,3.873,4.3048,,,20000.0,16213.2107,13760.5929,396000.0,321021.5719
1220,002786.SZ,银宝山新,深圳,专用机械,20151223,6.18,0.9411,0.7,,,2.7322,0.8478,0.7006,,,38124.0,37974.0,14577.4,235606.32,234679.32
1221,002787.SZ,华源控股,江苏,广告包装,20151231,5.98,2.2796,0.76,28.0231,23.0453,1.2599,1.134,1.1104,1.6461,1.6461,31597.514,18658.6868,14727.8389,188953.1337,111578.9471
1222,002788.SZ,鹭燕医药,福建,医药商业,20160218,7.31,0.999,1.08,11.0988,10.4339,1.242,0.1892,0.1858,1.7262,1.7262,38851.6736,37951.6736,23257.0142,284005.734,277426.734
1223,002789.SZ,建艺集团,深圳,装修装饰,20160311,15.19,0.636,0.42,95.5043,,1.714,0.6955,0.8604,0.3423,0.3423,13804.0,8610.503,7064.9343,209682.76,130793.5406
1224,002790.SZ,瑞尔特,福建,家居用品,20160308,5.16,0.5983,0.38,11.8945,16.5331,1.293,1.9463,1.9478,3.876,3.876,41847.3,25292.8,13465.6,215932.068,130510.848
1225,002791.SZ,坚朗五金,广东,其他建材,20160329,172.84,1.1762,0.61,126.5024,82.7339,15.1871,10.5754,8.9642,0.0868,0.0868,32154.0,15643.676,10266.3224,5557497.36,2703852.9598
1226,002792.SZ,通宇通讯,广东,通信设备,20160328,16.68,1.0513,0.53,223.4923,,2.7897,3.4403,3.7501,0.1199,0.1199,33784.02,17396.0467,13406.8591,563517.4536,290166.059
1227,002793.SZ,罗欣药业,浙江,化学制药,20160415,10.41,0.9082,0.52,24.093,16.4099,3.6917,2.0127,1.3708,0.4734,0.4734,146722.26,29142.0373,21393.8257,1527378.7266,303368.6083
1228,002795.SZ,永和智控,浙江,机械基件,20160428,11.9,3.4159,0.45,39.5352,60.8105,3.6947,4.0199,3.9672,,,20000.0,17754.2,9245.49,238000.0,211274.98
1229,002796.SZ,世嘉科技,江苏,通信设备,20160510,12.82,3.2892,0.49,33.9002,77.0808,2.0786,1.7293,1.8274,0.26,0.26,25242.6948,21497.1948,13462.0984,323611.3473,275594.0373
1230,002797.SZ,第一创业,深圳,证券,20160511,7.88,2.6291,0.62,64.5442,45.5786,2.4217,12.819,11.4983,0.2644,0.2644,420240.0,413240.0,292230.2834,3311491.2,3256331.2
1231,002798.SZ,帝欧家居,四川,家居用品,20160525,19.85,1.9237,0.7,13.6399,14.1627,1.893,1.386,1.4205,0.4986,0.4986,38894.5564,22680.6649,21717.5185,772056.9445,450211.1983
1232,002799.SZ,环球印务,陕西,广告包装,20160608,18.72,5.0979,0.62,50.6231,38.524,5.1688,2.7014,2.0041,0.4452,0.4452,18000.0,18000.0,6660.0,336960.0,336960.0
1233,002800.SZ,天顺股份,新疆,仓储物流,20160530,16.71,0.9207,0.79,62.9408,95.8603,2.615,1.0399,1.0046,0.3291,0.3291,7468.0,7161.7188,3721.4688,124790.28,119672.3211
1234,002801.SZ,微光股份,浙江,电气设备,20160622,36.56,5.468,0.77,33.8574,30.878,4.9954,7.0468,7.3195,0.6312,0.6312,15308.8,7558.72,4544.8,559689.728,276346.8032
1235,002802.SZ,洪汇新材,江苏,化工原料,20160629,20.56,0.7481,0.74,25.2304,23.5836,4.0109,4.1408,4.3684,3.8133,3.8133,10834.65,5978.5898,4773.7073,222760.404,122919.8063
1236,002803.SZ,吉宏股份,福建,互联网,20160712,33.32,5.3728,1.39,38.6462,23.8983,7.299,4.1899,3.103,0.1765,0.1765,37840.9288,27764.7306,18928.8309,1260859.7476,925120.8236
1237,002805.SZ,丰元股份,山东,化工原料,20160707,16.18,12.7198,0.59,207.6404,,3.9954,5.136,6.0497,,,14537.07,9691.5488,8346.6514,235209.7926,156809.2596
1238,002806.SZ,华锋股份,广东,元器件,20160726,10.34,1.8896,1.36,53.3091,,1.455,2.5847,3.1235,0.7724,0.7724,17653.618,11212.3002,7307.0864,182538.4101,115935.1841
1239,002807.SZ,江阴银行,江苏,银行,20160902,4.07,0.7375,0.73,8.7293,8.3633,0.7766,2.5967,2.6603,4.4226,4.4226,217200.4131,216943.1048,216889.1048,884005.6813,882958.4365
1240,002808.SZ,恒久科技,江苏,元器件,20160812,7.27,1.5877,0.72,93.3718,87.0931,3.3217,6.1767,5.1073,0.2751,0.2751,26880.0,17137.2446,12418.6398,195417.6,124587.7682
1241,002809.SZ,红墙股份,广东,化工原料,20160823,9.71,0.9932,0.92,15.6536,14.5468,1.5745,1.7331,1.5897,1.3976,1.3976,20664.5882,12633.0855,9186.8092,200653.1514,122667.2602
1242,002810.SZ,山东赫达,山东,化工原料,20160826,49.8,2.156,1.03,63.4507,42.7847,8.6833,8.9871,7.9808,0.7611,0.7611,20082.7737,18754.752,17431.2865,1000122.1303,933986.6496
1243,002811.SZ,郑中设计,深圳,装修装饰,20160908,8.02,1.1267,0.98,16.2477,29.755,1.4694,0.8623,0.9977,2.4937,2.4937,27001.9156,24353.9751,5033.7956,216555.3631,195318.8803
1244,002812.SZ,恩捷股份,云南,塑料,20160914,137.9,2.6824,0.96,143.8599,141.904,11.687,38.6945,33.638,0.0823,0.0823,88656.6672,53646.3511,32758.0961,12225754.4069,7397831.8167
1245,002813.SZ,路畅科技,深圳,汽车配件,20161012,28.64,65.0384,0.54,,,12.8918,4.4621,4.8947,,,12000.0,3455.6883,1512.0035,343680.0,98970.9129
1246,002815.SZ,崇达技术,深圳,元器件,20161012,12.97,1.3428,0.8,21.7596,22.408,2.8615,3.0709,2.698,2.3169,2.3169,88254.6777,42389.8401,28232.1896,1144663.1698,549796.2261
1247,002816.SZ,和科达,深圳,专用机械,20161025,22.69,1.3542,1.04,,,5.062,15.7633,16.8261,,,10000.0,9741.5404,6742.5404,226900.0,221035.5517
1248,002817.SZ,黄山胶囊,安徽,化学制药,20161025,12.12,0.5315,0.31,45.6355,43.1792,2.381,5.4852,5.8772,0.4611,0.4611,14733.9,9653.28,7978.327,178574.868,116997.7536
1249,002818.SZ,富森美,四川,其他商业,20161109,13.72,1.2243,0.88,12.8743,14.7879,1.9657,6.3686,7.3019,1.096,1.096,75173.926,29837.8756,14847.5694,1031386.2647,409375.6532
1250,002819.SZ,东方中科,北京,电器仪表,20161111,32.04,1.1028,0.56,91.0528,96.3083,9.7593,4.9613,4.8165,0.1542,0.1542,15946.3156,13947.4722,6019.8913,510919.9518,446877.0093
1251,002820.SZ,桂发祥,天津,食品,20161118,10.12,0.5612,0.58,24.4986,52.0925,1.9516,4.0839,5.553,1.9383,1.9383,20480.0,20273.5721,11207.7004,207257.6,205168.5497
1252,002821.SZ,凯莱英,天津,生物制药,20161118,309.3,2.795,1.12,135.43,108.1498,12.9789,30.492,26.7859,0.1542,0.1542,24251.4693,22274.7519,12932.5917,7500979.4545,6889580.7627
1253,002822.SZ,中装建设,深圳,装修装饰,20161129,5.57,2.2604,1.01,16.229,16.0689,1.2209,0.827,0.7978,0.6873,0.6873,72144.5836,62984.2176,43553.191,401845.3307,350822.092
1254,002823.SZ,凯中精密,深圳,机械基件,20161124,9.56,1.0834,0.87,41.8305,24.5243,2.0332,1.3563,1.517,0.7287,0.7287,28708.467,15542.9258,11672.8153,274452.9445,148590.3706
1255,002824.SZ,和胜股份,广东,铝,20170112,13.56,4.7774,0.74,239.4597,86.1447,3.0823,1.8669,1.8705,0.0885,0.0885,18353.703,10753.6649,6406.3275,248876.2127,145819.696
1256,002825.SZ,纳尔股份,上海,化工原料,20161129,14.44,3.3838,0.52,50.019,24.7467,2.7459,2.086,1.761,1.3831,1.3831,14694.1044,9109.8648,4699.174,212182.8675,131546.4477
1257,002826.SZ,易明医药,西藏,中成药,20161209,8.74,0.658,0.62,44.8998,43.1864,2.5221,3.0295,2.7503,0.4577,0.4577,19176.9,13370.9362,11014.2765,167606.106,116861.9824
1258,002827.SZ,高争民爆,西藏,化工原料,20161209,10.26,1.8804,0.66,118.055,104.0763,3.7553,7.7898,4.8267,1.462,1.462,27600.0,27600.0,10513.2662,283176.0,283176.0
1259,002828.SZ,贝肯能源,新疆,石油开采,20161208,7.68,1.0673,0.63,35.483,56.1438,1.5691,1.0963,1.6629,0.7899,0.7899,20098.76,15038.9087,14216.5337,154358.4768,115498.8188
1260,002829.SZ,星网宇达,北京,通信设备,20161213,42.37,9.5148,0.94,545.4429,74.2171,6.9242,16.4371,11.9087,,,15468.504,8566.0354,7165.6343,655400.5145,362942.9199
1261,002830.SZ,名雕股份,深圳,装修装饰,20161213,9.38,6.0692,1.54,51.6141,64.3321,2.0165,1.3926,1.3951,1.3859,1.3859,13334.0,6660.25,4326.5,125072.92,62473.145
1262,002831.SZ,裕同科技,深圳,广告包装,20161216,33.74,2.0612,1.07,30.2612,28.9317,4.0495,3.2119,2.907,0.7707,0.7707,93720.3288,52658.1392,38533.6535,3162123.8937,1776685.6166
1263,002832.SZ,比音勒芬,广东,服饰,20161223,15.1,0.7763,0.53,19.4624,17.8239,3.6773,4.335,4.212,1.9478,1.9478,52407.5085,34131.1486,24026.3103,791353.3784,515380.3439
1264,002833.SZ,弘亚数控,广东,专用机械,20161228,41.23,2.8637,1.31,29.3207,29.9658,5.4709,6.8069,5.9412,0.9096,0.9096,21644.288,12300.404,9695.904,892393.9942,507145.6569
1265,002835.SZ,同为股份,深圳,元器件,20161228,11.97,2.9343,0.85,84.1884,38.2094,3.5406,4.1342,3.6947,0.3593,0.3593,21967.7923,11725.6562,7724.2442,262954.4738,140356.1047
1266,002836.SZ,新宏泽,广东,广告包装,20161229,9.81,18.2449,5.5,59.7298,112.1024,4.1172,3.7067,5.2871,1.0194,1.0194,16000.0,16000.0,4645.5,156960.0,156960.0
1267,002837.SZ,英维克,深圳,专用机械,20161229,19.41,1.8475,0.51,39.0671,34.6215,4.6501,4.6762,4.0304,0.79,0.79,32223.616,23643.5087,14565.77,625460.3866,458920.5039
1268,002838.SZ,道恩股份,山东,塑料,20170106,25.18,10.0655,1.05,61.6699,12.5103,5.9567,3.7467,2.5314,1.462,1.462,40702.75,33696.6278,13170.838,1024895.245,848481.088
1269,002839.SZ,张家港行,江苏,银行,20170124,5.59,1.8624,0.79,10.592,10.0964,0.9625,2.6231,2.419,2.6828,2.6828,180795.7762,143988.4772,135468.2024,1010648.389,804895.5875
1270,002840.SZ,华统股份,浙江,食品,20170110,9.41,2.6132,1.48,32.0326,31.7497,2.5001,0.5473,0.4988,0.3046,0.3046,44815.658,43551.658,18713.2271,421715.3418,409821.1018
1271,002841.SZ,视源股份,广东,元器件,20170119,119.5,0.4979,1.26,49.5557,41.9166,11.8458,4.6814,4.6564,0.616,0.616,66803.0956,40050.9024,31860.3024,7982969.9242,4786082.8368
1272,002842.SZ,翔鹭钨业,广东,小金属,20170119,9.29,4.6712,0.65,38.0982,28.3535,2.7985,1.7179,1.7676,0.5401,0.5401,27364.2296,23400.8756,6786.8856,254213.693,217394.1343
1273,002843.SZ,泰嘉股份,湖南,钢加工,20170120,9.04,15.6174,1.75,30.7463,41.503,3.3821,4.7685,5.038,3.3186,3.3186,21000.0,20999.6625,7799.6625,189840.0,189836.949
1274,002845.SZ,同兴达,深圳,元器件,20170125,29.05,5.8358,0.96,61.5703,32.6958,2.998,1.0986,0.7134,0.1781,0.1781,23431.4304,12012.8976,7683.5576,680683.0531,348974.6753
1275,002846.SZ,英联股份,广东,广告包装,20170207,12.91,1.2105,0.63,32.2037,31.1683,3.3532,2.1943,1.9918,0.9839,0.9839,19893.28,13855.117,6362.317,256822.2448,178869.5605
1276,002847.SZ,盐津铺子,湖南,食品,20170208,110.7,6.2585,1.24,111.8443,63.1454,15.1658,10.234,7.7313,0.4483,0.4483,12936.0,10957.3006,4365.3916,1432015.2,1212973.1764
1277,002848.SZ,高斯贝尔,湖南,通信设备,20170213,10.3,1.3955,0.7,169.5799,,2.9989,2.7284,3.5987,,,16715.0,9871.455,8440.535,172164.5,101675.9865
1278,002849.SZ,威星智能,浙江,电器仪表,20170217,10.76,0.7163,0.61,21.8659,20.2178,1.9277,1.3268,1.2094,0.4649,0.4649,13244.905,9743.9663,7500.9313,142515.1778,104845.0774
1279,002850.SZ,科达利,深圳,机械基件,20170302,71.7,3.9897,1.29,70.3736,88.3063,4.2741,7.4893,9.5392,0.2515,0.2515,23292.0451,13001.2345,9499.8132,1670039.6337,932188.5137
1280,002851.SZ,麦格米特,深圳,电气设备,20170306,38.31,1.0999,0.8,53.2499,52.7658,6.8566,5.4018,5.7161,0.3906,0.3906,50190.7534,38526.0352,31611.1608,1922807.7628,1475932.4085
1281,002852.SZ,道道全,湖南,食品,20170310,13.21,5.1921,1.13,29.6323,41.5134,1.931,0.9274,0.7429,0.7176,0.7176,28900.0,20634.0321,10669.3483,381769.0,272575.564
1282,002853.SZ,皮阿诺,广东,家居用品,20170310,26.23,1.6904,1.12,23.2552,23.3276,3.2392,2.7691,2.7645,0.8254,0.8254,15534.15,15534.15,11844.6932,407460.7545,407460.7545
1283,002855.SZ,捷荣技术,广东,塑料,20170321,9.23,1.2899,0.79,41.1548,31.4409,1.7002,0.8335,0.8747,0.5417,0.5417,25094.4762,24325.6142,8665.6142,231622.0153,224525.4191
1284,002856.SZ,美芝股份,深圳,装修装饰,20170320,11.83,1.3518,0.6,,,1.945,1.7581,1.4796,,,13531.2808,5320.8,3070.8,160075.0519,62945.064
1285,002857.SZ,三晖电气,河南,电器仪表,20170323,11.53,0.6567,0.64,46.3175,50.8552,3.0667,5.5393,6.324,0.8673,0.8673,12800.0,9129.3374,4869.5651,147584.0,105261.2602
1286,002858.SZ,力盛赛车,上海,文教休闲,20170324,12.35,4.938,0.55,63.6087,2015.2604,3.6578,3.5445,5.4716,,,12632.0,9547.2225,6964.5625,156005.2,117908.1979
1287,002859.SZ,洁美科技,浙江,元器件,20170407,28.5,9.0563,1.46,99.3874,50.1498,6.6977,12.3591,9.0854,0.3496,0.3496,41132.9479,40290.8228,18587.6484,1172289.0152,1148288.4498
1288,002860.SZ,星帅尔,浙江,电气设备,20170412,14.87,2.3429,1.88,22.5301,27.7764,3.1753,4.1802,3.4307,0.8312,0.8312,19908.4301,13457.9941,9389.986,296038.3556,200120.3723
1289,002861.SZ,瀛通通讯,湖北,通信设备,20170413,18.18,1.443,0.81,31.0909,38.5478,2.0814,1.9989,1.8773,1.1008,1.1008,12180.44,6833.6213,3226.6776,221440.3992,124235.2352
1290,002862.SZ,实丰文化,广东,文教休闲,20170411,8.57,1.8893,0.67,124.1966,,1.8746,2.6502,3.6746,0.1556,0.1556,12000.0,11325.0,10147.1198,102840.0,97055.25
1291,002863.SZ,今飞凯达,浙江,汽车配件,20170418,4.92,3.7374,0.78,42.9306,37.2158,1.3417,0.8331,0.8176,0.2455,0.2455,49879.3812,40548.123,18934.4458,245406.5555,199496.7652
1292,002864.SZ,盘龙药业,陕西,中成药,20171116,23.59,1.3299,0.83,28.4839,25.6391,2.8891,3.3482,3.2654,0.6359,0.6359,8667.0,5529.9863,4582.3363,204454.53,130452.3768
1293,002865.SZ,钧达股份,海南,汽车配件,20170425,17.8,2.0005,0.43,133.0893,43.4869,2.3279,2.7733,2.593,0.5273,0.5273,12880.5909,12499.7109,4647.2109,229274.518,222494.854
1294,002866.SZ,传艺科技,江苏,IT设备,20170426,15.7,2.4816,0.99,60.5004,37.5763,2.5749,2.93,2.6872,0.4994,0.4994,28627.3886,13071.952,8904.827,449450.001,205229.6464
1295,002867.SZ,周大生,深圳,服饰,20170427,31.38,2.61,0.63,23.1314,23.4886,4.5088,4.2162,4.607,1.4342,1.4342,73081.5601,72299.145,26442.3522,2293299.3559,2268747.1701
1296,002868.SZ,绿康生化,福建,农业综合,20170503,11.31,1.3092,1.06,30.8562,27.0747,2.2972,5.7867,5.4209,1.1417,1.1417,15541.5837,15541.5837,4091.7977,175775.3116,175775.3116
1297,002869.SZ,金溢科技,深圳,通信设备,20170515,32.02,2.9655,0.9,6.6082,5.7978,2.5691,2.0223,2.0799,4.5424,4.5424,18063.6097,14916.887,9981.012,578396.7826,477638.7217
1298,002870.SZ,香山股份,广东,电器仪表,20170515,23.48,4.7727,0.92,,,3.3153,3.0869,2.8532,0.7666,0.7666,11067.0,4842.0,2767.0,259853.16,113690.16
1299,002871.SZ,伟隆股份,山东,机械基件,20170511,13.68,1.4807,0.4,30.1258,28.2679,2.4636,4.4934,4.657,3.2907,3.2907,11668.0,6087.5325,3921.3425,159618.24,83277.4446
1300,002872.SZ,ST天圣,重庆,化学制药,20170519,4.0,0.4625,0.89,,,0.4722,0.758,0.9697,,,31800.0,21503.8268,21279.8808,127200.0,86015.3072
1301,002873.SZ,新天药业,贵州,中成药,20170519,15.55,0.791,0.75,25.506,28.9657,2.4141,2.3556,2.5094,0.6309,0.6309,11715.0543,11318.9171,5360.5209,182169.0944,176009.1609
1302,002875.SZ,安奈儿,深圳,服饰,20170601,8.24,2.144,0.99,33.333,,1.6391,1.0582,1.2172,,,17037.5626,7932.7674,4971.2535,140389.5158,65366.0034
1303,002876.SZ,三利谱,深圳,元器件,20170525,53.64,2.677,0.48,130.6136,56.8047,3.6448,4.6146,3.5139,0.0777,0.0777,12480.0,9567.6509,7936.6837,669427.2,513208.7943
1304,002877.SZ,智能自控,江苏,电器仪表,20170605,6.8,0.8108,0.69,32.2524,44.5758,3.1683,4.7442,4.4534,0.5574,0.5574,33252.1887,20434.9268,9590.6996,226114.8832,138957.5022
1305,002878.SZ,元隆雅图,北京,文教休闲,20170606,19.22,1.6234,0.55,37.0682,28.2836,5.4957,2.7091,2.2061,1.0712,1.0712,22152.8252,18731.0526,7114.2151,425777.3003,360010.831
1306,002879.SZ,长缆科技,湖南,电气设备,20170707,13.39,1.2064,1.6,17.7464,17.4173,1.7465,3.0321,2.7418,1.4594,1.4594,19310.764,12962.6966,11322.5957,258571.13,173570.5075
1307,002880.SZ,卫光生物,深圳,生物制药,20170616,50.3,1.7943,0.63,47.5568,44.5492,5.3107,9.9195,9.1035,0.4241,0.4241,16200.0,16141.365,4396.365,814860.0,811910.6595
1308,002881.SZ,美格智能,深圳,通信设备,20170622,16.66,1.4141,0.79,125.7264,143.891,5.4764,3.2958,3.0782,0.118,0.118,18453.9,10749.1,4533.9,307441.974,179080.006
1309,002882.SZ,金龙羽,深圳,电气设备,20170717,8.68,2.0301,1.22,13.3999,19.1119,1.9818,0.9768,1.1618,3.4562,3.4562,43290.0,24652.5,8902.5,375757.2,213983.7
1310,002883.SZ,中设股份,江苏,建筑工程,20170620,11.75,0.5855,0.41,23.4599,24.2041,2.9281,4.9074,4.9503,1.0221,1.0221,13025.7852,8914.8882,5779.7082,153052.9761,104749.9364
1311,002884.SZ,凌霄泵业,广东,专用机械,20170711,26.5,1.3103,0.79,24.7001,19.6444,3.5692,5.9268,5.2251,3.7524,3.7524,25388.2265,21235.5669,15010.1839,672788.0023,562742.5229
1312,002885.SZ,京泉华,深圳,元器件,20170627,12.58,1.5179,0.77,43.4925,44.3605,2.766,1.699,1.767,0.3975,0.3975,18000.0,10144.2555,6900.1313,226440.0,127614.7342
1313,002886.SZ,沃特股份,深圳,塑料,20170627,23.25,3.2981,0.71,65.4697,42.9965,2.8451,3.4424,3.0288,0.3068,0.3068,13327.8547,8478.2779,5375.8513,309872.6218,197119.9612
1314,002887.SZ,绿茵生态,天津,环境保护,20170801,11.09,1.0706,0.84,16.5566,13.0131,1.6738,4.8514,3.9257,1.5029,1.5029,31200.0,16157.6025,10107.5645,346008.0,179187.8117
1315,002888.SZ,惠威科技,广东,元器件,20170721,14.86,0.9854,0.67,70.8209,59.0599,4.4295,6.7416,7.0135,1.3459,1.3459,12467.64,6265.9938,4135.9384,185269.1304,93112.6679
1316,002889.SZ,东方嘉盛,深圳,仓储物流,20170731,23.72,2.0909,1.37,21.6921,18.6696,1.9332,0.2319,0.4366,0.9233,0.9233,13810.1429,9022.1804,3708.0054,327576.5896,214006.1191
1317,002890.SZ,弘宇股份,山东,农用机械,20170802,20.02,1.2156,0.5,156.0472,62.6999,2.447,4.7303,3.7572,0.999,0.999,6667.0,6191.7367,4623.2498,133473.34,123958.5687
1318,002891.SZ,中宠股份,山东,饲料,20170821,60.7,3.1773,0.88,150.6404,92.2331,6.9941,6.9348,5.6108,0.0857,0.0857,19607.5132,17870.182,7202.7257,1190176.0512,1084720.0474
1319,002892.SZ,科力尔,湖南,电气设备,20170817,20.37,0.7343,0.49,32.8771,29.9438,4.1811,3.4031,3.2361,2.2052,2.2052,14212.0,8316.5275,5394.675,289498.44,169407.6652
1320,002893.SZ,华通热力,北京,供气供热,20170915,7.09,0.9293,0.66,30.7626,34.0377,2.3783,1.5811,1.5485,1.085,1.085,20505.732,12495.7175,10303.5895,145385.6399,88594.6371
1321,002895.SZ,川恒股份,贵州,化工原料,20170825,11.14,1.4567,0.66,30.1607,30.144,1.862,3.1104,3.1728,2.2475,2.2475,48842.3,40381.8,9285.0,544103.222,449853.252
1322,002896.SZ,中大力德,浙江,机械基件,20170829,25.88,4.5557,0.88,39.4311,26.498,3.0319,3.0619,2.826,0.3864,0.3864,8000.0,8000.0,3425.0,207040.0,207040.0
1323,002897.SZ,意华股份,浙江,元器件,20170907,24.91,4.2236,0.98,96.801,25.8511,3.2572,2.6202,1.3864,0.2007,0.2007,17067.2,16994.301,8242.0187,425143.952,423328.0379
1324,002898.SZ,赛隆药业,广东,化学制药,20170912,8.7,0.5577,1.05,55.714,,2.4203,5.2176,7.4577,0.3135,0.3135,17600.0,17600.0,12673.4112,153120.0,153120.0
1325,002899.SZ,英派斯,山东,文教休闲,20170915,12.15,0.6071,0.49,28.8383,40.188,1.3602,1.555,1.6548,,,12000.0,11999.85,6168.46,145800.0,145798.1775
1326,002900.SZ,哈三联,黑龙江,化学制药,20170922,8.46,0.3759,0.59,15.1167,55.13,1.5149,1.2742,1.8634,3.2384,3.2384,31660.005,31660.005,25847.6925,267843.6423,267843.6423
1327,002901.SZ,大博医疗,福建,医疗保健,20170922,71.26,2.9346,0.62,61.5765,52.0694,14.8987,22.7972,19.1476,0.842,0.842,40223.58,33998.1443,4058.7225,2866332.3108,2422707.7628
1328,002902.SZ,铭普光磁,广东,元器件,20170929,11.97,0.9806,0.77,93.202,219.0452,2.3683,1.7944,1.6227,0.4177,0.4177,21000.0,21000.0,17465.5175,251370.0,251370.0
1329,002903.SZ,宇环数控,湖南,机床制造,20171013,13.96,7.9918,1.28,536.3981,49.4392,3.3208,29.7977,10.6106,,,15203.5,8995.3125,6632.4588,212240.86,125574.5625
1330,002905.SZ,金逸影视,广东,影视音像,20171016,8.92,2.4536,0.93,31.4878,,2.1593,1.6225,4.6134,0.4004,0.4004,37632.0,34944.0,9408.0,335677.44,311700.48
1331,002906.SZ,华阳集团,广东,汽车配件,20171013,33.95,12.5387,1.04,215.6176,166.3275,4.609,4.7472,5.2403,0.2927,0.2927,47310.0,47011.9573,9487.7996,1606174.5,1596055.9503
1332,002907.SZ,华森制药,重庆,化学制药,20171020,11.43,1.9248,0.68,27.0489,36.2206,4.2747,5.4526,5.4631,0.385,0.385,40170.1091,28298.0042,5777.2597,459144.347,323446.188
