,股票代码,股票名称,报告日期,基金家数,基金数量与上期相比,基金持股数（万股）,持股数与上期相比,基金持股市值,占流通盘比率,本季度当月平均涨幅,本季度第2个月平均涨幅,本季度第1个月平均涨幅,下季度第1个月平均涨幅,下季度第2个月平均涨幅
1288,768,中航西飞,2020/12/31,62,26,16740.59,-4147.25,614044.75,6.05,17.6,29.67,5.68,-12.94,4.78
1289,750,国海证券,2020/12/31,6,4,2058.72,2045.14,12064.12,0.38,6.74,9.5,-1.73,-20.13,-9.64
1290,739,普洛药业,2020/12/31,30,-29,9420.82,-5214.03,219316.63,7.99,11.8,7.02,-15.22,1.26,18.05
1291,738,航发控制,2020/12/31,16,12,270.74,227.25,6208.07,0.24,12.63,17.26,-9.29,-6.45,1.52
1292,733,振华科技,2020/12/31,75,36,7122.26,2645.28,419144.91,13.83,25.58,11.61,-6.38,6.86,-5.87
1293,729,燕京啤酒,2020/12/31,9,5,780.77,499.65,6652.16,0.31,4.63,-4.6,3.7,-24,7.66
1294,728,国元证券,2020/12/31,1,-7,267,-88.05,2392.35,0.06,1.25,9.31,-23.39,-9.89,-0.19
1295,725,京东方A,2020/12/31,333,-2,415884.28,102684.81,2495305.67,12.4,11.11,17.53,-3.4,5.14,0.39
1296,723,美锦能源,2020/12/31,19,2,5929.68,1229.05,39610.26,1.57,-5.25,18.76,-1.12,13.86,4.02
1297,718,苏宁环球,2020/12/31,11,8,4519.51,3339.48,15501.93,1.49,3.92,9.86,-2.5,20.49,31.06
1298,710,贝瑞基因,2020/12/31,4,-8,54.7,-129.86,2081.88,0.15,-6.99,-15.51,-7.89,-19.41,23.28
1299,709,河钢股份,2020/12/31,17,-3,3899.16,-2286.4,8734.12,0.37,-1.78,9.86,-2.82,-7.68,10.4
1300,708,中信特钢,2020/12/31,49,17,9183.89,1595.17,200116.9,7.29,4.34,29.89,-2.27,27.84,5.98
1301,703,恒逸石化,2020/12/31,3,-5,17.71,-609.31,226.64,0.01,1.21,12.79,10.81,11.46,36.69
1302,690,宝新能源,2020/12/31,12,5,436.82,217.07,3188.77,0.2,2.45,-3.02,17.38,8.3,-16.62
1303,686,东北证券,2020/12/31,2,-1,160.16,100.87,1572.77,0.07,-0.94,9.27,-5.55,-9.51,-0.19
1304,681,视觉中国,2020/12/31,3,-2,141.65,93.59,1841.45,0.2,-25.48,13.86,-1.05,8.87,-1.58
1305,672,上峰水泥,2020/12/31,2,-1,160,-150.15,3121.6,0.2,-15.26,5.73,-9.06,-11.14,23.98
1306,671,阳光城,2020/12/31,34,-27,18082.01,-4546.88,117894.68,4.38,-9.47,3.99,-6.26,-6.56,6.38
1307,661,长春高新,2020/12/31,638,169,10883.28,2186.78,4877035.04,30.15,21.13,2.57,2.57,2.2,-3.08
1308,657,中钨高新,2020/12/31,2,0,784.31,0,5568.63,0.83,3.9,11.74,-4.66,-8.06,18.27
1309,656,金科股份,2020/12/31,61,-30,39221.91,1597.97,278083.33,7.36,-11.43,4.28,-14.84,-0.57,9.17
1310,651,格力电器,2020/12/31,723,103,34337.05,4305.26,2126836.88,5.71,-6.93,15.94,9.33,-8.9,7.54
1311,636,风华高科,2020/12/31,91,35,16128.87,8239.3,543542.93,18.02,3.21,23.38,1.54,-3.21,1.43
1312,631,顺发恒业,2020/12/31,3,1,4236.92,-911.8,12880.24,1.74,7.84,8.93,-4.71,3.88,7.68
1313,630,铜陵有色,2020/12/31,4,0,113.66,-314.56,292.11,0.01,-4.35,23.43,-2.65,-9.04,28.14
1314,627,天茂集团,2020/12/31,3,0,1450.99,-135.75,7066.3,0.29,-7.32,7.1,-5.71,-24.89,1.38
1315,625,长安汽车,2020/12/31,82,21,22184.44,9327.49,472625.94,5.69,-12.13,56.32,22.17,-20,4.13
1316,623,吉林敖东,2020/12/31,3,-7,45.55,-225.03,750.26,0.04,-5.27,5.43,0.57,-6.02,1.97
1317,603,盛达资源,2020/12/31,8,-5,4079.1,204.94,64939.27,6.95,9,8.48,-3.34,-5.98,14.53
1318,600,建投能源,2020/12/31,5,4,1034.39,961.68,5802.95,0.95,-0.54,4.38,9.49,-17.18,1.83
1319,596,古井贡酒,2020/12/31,116,9,7005.35,1957.78,1905456.07,18.26,25.98,2.66,-2.04,-11.29,-6.21
1320,591,太阳能,2020/12/31,2,-3,91.55,-816.49,665.57,0.04,44.25,8.73,-2.11,-12.47,10.61
1321,589,贵州轮胎,2020/12/31,2,-2,42.5,-2356.39,279.65,0.05,0.84,0.58,12.67,9.05,12.38
1322,582,北部湾港,2020/12/31,6,3,176.85,-248.22,1856.92,0.14,-8.84,15.02,3.01,-16.28,13.1
1323,581,威孚高科,2020/12/31,41,-27,1743.58,-1562.63,40433.73,2.13,-10.75,2,2.7,-0.58,4.2
1324,568,泸州老窖,2020/12/31,697,299,35670.59,3191.2,8067261.54,24.35,21.48,7.19,19.34,13.91,-5.85
1325,560,我爱我家,2020/12/31,5,3,445.09,-48.43,1807.06,0.19,3.74,9.16,0.28,-6.92,2.43
1326,550,江铃汽车,2020/12/31,2,0,6.14,-7.68,126.73,0.01,7.2,3.61,20.17,-12.6,19.47
1327,547,航天发展,2020/12/31,145,62,30460.78,7409.6,836847.2,25.25,24.05,9.05,-4.99,-19,-19.13
1328,546,金圆股份,2020/12/31,1,0,83.23,9.2,625.88,0.12,-3.45,-0.86,-12.23,-8.6,1.81
1329,543,皖能电力,2020/12/31,3,2,19.19,-26.69,80.21,0.01,0.79,4,-2.83,-11.54,2.94
1330,540,中天金融,2020/12/31,3,0,1692.98,323.34,5332.88,0.24,-0.74,15.25,-9.45,-16.6,5.73
1331,538,云南白药,2020/12/31,101,30,1887.55,396.22,213211.49,3.1,18.19,-5.26,1.19,17.28,0.32
1332,528,柳工,2020/12/31,5,2,102.44,9.45,753.96,0.07,-4.92,15.45,-0.15,12.4,26.73
1333,526,紫光学大,2020/12/31,10,8,1084.05,934.07,56793.6,11.27,0.84,2.54,2.98,-14.7,1.79
1334,516,国际医学,2020/12/31,37,32,24952.07,23349.7,313647.52,12.66,39.65,13.02,16.93,0.16,-8.5
1335,513,丽珠集团,2020/12/31,18,-48,3020.83,-2168.65,122343.44,5.02,-3.65,-10.25,-1.39,-10.09,6.23
1336,507,珠海港,2020/12/31,1,-2,37.84,-21.58,214.93,0.04,-2.42,10.98,-5.97,-4.85,-0.95
1337,429,粤高速A,2020/12/31,2,-17,210,-1906.34,1270.47,0.16,-12.09,0.46,0.63,0.18,12.73
1338,425,徐工机械,2020/12/31,12,-13,11533.79,789.86,61936.47,1.65,-0.66,8.3,-3.26,10.51,34.52
1339,423,东阿阿胶,2020/12/31,6,-12,185.79,-3653.42,7192,0.28,-7.12,10.01,-3.05,-6.09,10.57
1340,403,双林生物,2020/12/31,13,0,1454.22,-323.54,55260.39,2.99,-3.86,16.11,5.47,7.04,-7.98
1341,402,金融街,2020/12/31,1,-1,141.25,-152.63,911.07,0.05,-7.56,4.33,2.34,-6.15,1.16
1342,401,冀东水泥,2020/12/31,15,-8,6001.57,-1773.31,84922.21,4.45,-11.35,6.44,-3.25,-3.62,12.28
1343,338,潍柴动力,2020/12/31,96,-23,15963.24,-5942.75,252059.59,3.67,-5.24,13.25,1.39,33.88,8.7
1344,333,美的集团,2020/12/31,1603,379,96670.92,26009.19,9512962.36,13.88,12.85,12.94,7.49,0.36,-2.08
1345,301,东方盛虹,2020/12/31,6,2,706.42,259.99,6625.45,0.41,-5.06,52.36,1.02,43.42,6.89
1346,166,申万宏源,2020/12/31,44,-6,64707.88,-3836.89,341657.61,2.87,-2.01,9.67,-5.04,-11.58,2.41
1347,157,中联重科,2020/12/31,62,-6,5887.91,-3663.96,58290.31,0.9,16.49,24.97,-6.11,33.96,25.6
1348,100,TCL科技,2020/12/31,92,-30,30404.67,-32416.32,215265.03,2.25,2.42,19.52,-1.5,26.86,-0.03
1349,89,深圳机场,2020/12/31,1,-2,30,-52.48,245.1,0.01,-8.39,11.4,-6.48,-7.43,3.92
1350,69,华侨城A,2020/12/31,33,7,7300.02,2971.77,51757.11,1.03,-2.43,10.03,-3.17,-5.78,21.41
1351,66,中国长城,2020/12/31,81,50,14186.97,1820.84,269410.63,4.84,28.84,-1.38,-5.4,-6.64,3.34
1352,63,中兴通讯,2020/12/31,113,-24,32561.7,-6157.08,1086813.83,8.44,-2.46,9.34,-2.18,-3.18,-0.25
1353,60,中金岭南,2020/12/31,3,1,16.12,-29.88,77.7,0,-2.46,21.64,-0.71,-11.3,13.99
1354,50,深天马A,2020/12/31,6,0,1098.1,0,15691.8,0.6,-3.34,10.96,-3.3,14.83,-2.73
1355,49,德赛电池,2020/12/31,24,18,3366.78,1519.1,227594.29,16.4,28.21,6.93,0.8,10.65,6.4
1356,48,京基智农,2020/12/31,2,0,37.62,33.31,861.5,0.09,1.09,-31.06,-9.92,2.29,16.95
1357,39,中集集团,2020/12/31,14,10,306.43,295.53,4593.44,0.2,2.75,26.85,28.67,1.18,1.61
1358,36,华联控股,2020/12/31,8,7,2675.31,2674.04,10647.72,1.8,-5.57,1.55,5.37,-9.54,10.88
1359,34,神州数码,2020/12/31,4,-13,910.61,-2404.63,19541.79,1.39,-10.1,-3,3.4,-18.21,4.66
1360,30,富奥股份,2020/12/31,8,2,867.34,-155.29,6366.26,0.49,-3.21,2.12,11.89,-14.18,7.55
1361,28,国药一致,2020/12/31,7,-2,349.66,27.87,16014.22,0.95,-6.9,0.58,7.48,-15.45,3.78
1362,26,飞亚达,2020/12/31,12,-2,1127.05,54.97,12882.18,3.14,-5.21,-8.46,-17.02,10.98,11.31
1363,21,深科技,2020/12/31,6,2,58.1,24.84,1104.48,0.04,-7.49,-1.98,3.22,8.29,4.6
1364,11,深物业A,2020/12/31,2,-4,111.1,-62.32,1352.09,0.21,-12.3,-1.78,-23.45,-13.14,12.67
1365,9,中国宝安,2020/12/31,4,-1,120.28,-1069.54,905.71,0.05,1.79,-0.73,8.25,-3.76,36.82
1366,2,万科A,2020/12/31,661,-127,115351.76,6872.97,3310595.65,11.86,-6.58,11.26,-1.6,-1.82,18.89
1367,1,平安银行,2020/12/31,636,138,96801.93,6385.87,1872149.33,4.99,-1.74,12.62,16.08,25.07,-6.4
