,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
1218,002061.SZ,浙江交科,5.36,0.0,0.0,141712.0,76477869.49,1.49,5.43,5.35,5.39,5.36,0.95,0.76,7.5,0.79,9950985106.0,9950985106.0
1219,002048.SZ,宁波华翔,14.7,0.0,0.0,35567.0,52382592.4,1.43,14.81,14.6,14.62,14.7,0.91,0.64,11.0,1.11,11967203968.0,8210051783.0
1220,002030.SZ,达安基因,15.67,0.0,0.0,69158.0,108724523.12,0.96,15.8,15.65,15.66,15.67,0.71,0.51,3.36,2.03,21991999321.0,21331742336.0
1221,002021.SZ,ST中捷,1.95,0.0,0.0,23794.0,4648366.0,1.54,1.97,1.94,1.96,1.95,0.52,0.35,42.46,9.86,1341239328.0,1341195453.0
1222,002018.SZ,华信退,,,,,,,,,,0.26,,0.0,,,,
1223,001206.SZ,依依股份,25.83,0.0,0.0,12524.0,32410622.6,1.97,26.16,25.65,25.8,25.83,0.76,1.96,20.18,1.91,3411290765.0,1654463108.0
1224,000979.SZ,中弘退,,,,,,,,,,0.22,,0.0,,,,
1225,000956.SZ,中原油气,,,,,,,,,,11.91,,0.0,,,,
1226,000950.SZ,重药控股,5.18,0.0,0.0,122381.0,63444061.95,0.97,5.21,5.16,5.18,5.18,1.08,0.71,8.69,0.86,9030642806.0,8951996725.0
1227,000939.SZ,凯迪退,,,,,,,,,,0.15,,0.0,,,,
1228,000916.SZ,华北高速,,,,,,,,,,8.82,,0.0,,,,
1229,000883.SZ,湖北能源,4.19,0.0,0.0,78468.0,32922246.0,1.19,4.22,4.17,4.2,4.19,0.72,0.12,11.24,0.87,27523996811.0,27258388387.0
1230,000866.SZ,扬子石化,,,,,,,,,,13.84,,0.0,,,,
1231,000835.SZ,长动退,,,,,,,,,,0.35,,0.0,,,,
1232,000832.SZ,*ST龙涤,,,,,,,,,,1.45,,0.0,,,,
1233,000827.SZ,*ST长兴,,,,,,,,,,1.16,,0.0,,,,
1234,000817.SZ,辽河油田,,,,,,,,,,8.75,,0.0,,,,
1235,000805.SZ,*ST炎黄,,,,,,,,,,1.88,,0.0,,,,
1236,000787.SZ,*ST创智,,,,,,,,,,4.68,,0.0,,,,
1237,000783.SZ,长江证券,5.42,0.0,0.0,130241.0,70776973.1,1.48,5.47,5.39,5.43,5.42,0.93,0.24,23.52,1.0,29972370246.0,29972370246.0
1238,000780.SZ,ST平能,,,,,,,,,,10.95,,0.0,,,,
1239,000769.SZ,*ST大菲,,,,,,,,,,0.9,,0.0,,,,
1240,000765.SZ,*ST华信,,,,,,,,,,2.36,,0.0,,,,
1241,000763.SZ,锦州石化,,,,,,,,,,4.22,,0.0,,,,
1242,000761.SZ,本钢板材,2.97,0.0,0.0,39838.0,11837284.46,1.01,2.99,2.96,2.98,2.97,0.94,0.11,-35.48,0.65,12201390284.0,11013390284.0
1243,000760.SZ,斯太退,,,,,,,,,,0.26,,0.0,,,,
1244,000748.SZ,长城信息,,,,,,,,,,20.31,,0.0,,,,
1245,000731.SZ,四川美丰,8.16,0.0,0.0,56665.0,46332651.68,1.23,8.24,8.14,8.18,8.16,0.88,0.97,6.89,1.24,4779505816.0,4779505816.0
1246,000730.SZ,*ST环保,,,,,,,,,,2.6,,0.0,,,,
1247,000717.SZ,中南股份,2.73,0.0,0.0,109991.0,30090203.94,1.1,2.75,2.72,2.74,2.73,0.57,0.45,-7.41,0.67,6617091909.0,6616213531.0
1248,000710.SZ,贝瑞基因,11.64,0.0,0.0,30481.0,35591475.35,1.63,11.75,11.56,11.67,11.64,0.84,0.99,-191.16,1.66,4127612269.0,3567901996.0
1249,000699.SZ,S*ST佳纸,,,,,,,,,,0.81,,0.0,,,,
1250,000693.SZ,华泽退,,,,,,,,,,0.37,,0.0,,,,
1251,000689.SZ,ST宏业,,,,,,,,,,4.88,,0.0,,,,
1252,000687.SZ,华讯退,,,,,,,,,,0.29,,0.0,,,,
1253,000675.SZ,ST银山,,,,,,,,,,7.94,,0.0,,,,
1254,000673.SZ,当代退,,,,,,,,,,0.25,,0.0,,,,
1255,000671.SZ,阳 光 城,1.86,0.0,0.0,635196.0,118602605.05,2.15,1.89,1.85,1.87,1.86,0.65,1.57,-0.97,0.65,7701112287.0,7542717715.0
1256,000662.SZ,天夏退,,,,,,,,,,0.25,,0.0,,,,
1257,000660.SZ,*ST南华,,,,,,,,,,2.38,,0.0,,,,
1258,000658.SZ,ST海洋,,,,,,,,,,4.24,,0.0,,,,
1259,000653.SZ,ST九州,,,,,,,,,,2.51,,0.0,,,,
1260,000622.SZ,恒立实业,4.36,0.0,0.0,41705.0,18178847.0,1.38,4.39,4.33,4.34,4.36,0.94,0.98,-125.65,9.43,1853985360.0,1853985360.0
1261,000621.SZ,*ST比特,,,,,,,,,,2.66,,0.0,,,,
1262,000618.SZ,吉林化工,,,,,,,,,,5.24,,0.0,,,,
1263,000613.SZ,东海A退,,,,,,,,,,0.58,,0.0,,,,
1264,000611.SZ,天首退,,,,,,,,,,1.39,,0.0,,,,
1265,000605.SZ,渤海股份,6.13,0.0,0.0,23020.0,14199715.63,1.79,6.23,6.12,6.15,6.13,0.82,0.68,154.58,1.03,2161797218.0,2069755807.0
1266,000602.SZ,金马集团,,,,,,,,,,13.41,,0.0,,,,
1267,000595.SZ,宝塔实业,6.72,0.0,0.0,196389.0,132723155.0,4.76,6.96,6.64,6.68,6.72,1.05,1.73,-136.26,10.73,7651770780.0,7647925851.0
1268,000594.SZ,国恒退,,,,,,,,,,1.29,,0.0,,,,
1269,000588.SZ,PT粤金曼,,,,,,,,,,4.37,,0.0,,,,
1270,000585.SZ,东电退,,,,,,,,,,0.35,,0.0,,,,
1271,000583.SZ,S*ST托普,,,,,,,,,,0.76,,0.0,,,,
1272,000578.SZ,盐湖集团,,,,,,,,,,24.44,,0.0,,,,
1273,000573.SZ,粤宏远Ａ,4.03,0.0,0.0,267107.0,108296189.84,2.48,4.11,4.01,4.05,4.03,0.57,4.22,41.47,1.55,2572270834.0,2550708001.0
1274,000571.SZ,ST大洲,2.39,0.0,0.0,64726.0,15450306.0,1.26,2.4,2.37,2.39,2.39,0.78,0.8,19.22,4.12,1945612960.0,1945546817.0
1275,000569.SZ,长城股份,,,,,,,,,,7.05,,0.0,,,,
1276,000562.SZ,宏源证券,,,,,,,,,,30.5,,0.0,,,,
1277,000556.SZ,PT南洋,,,,,,,,,,1.5,,0.0,,,,
1278,000553.SZ,安道麦A,9.0,0.0,0.0,34821.0,31468939.3,1.44,9.11,8.98,9.0,9.0,0.98,0.16,20.47,0.89,20968305894.0,19593607149.0
1279,000551.SZ,创元科技,8.88,0.0,0.0,28548.0,25544582.0,1.8,9.03,8.87,8.98,8.88,1.01,0.71,22.48,1.63,3587385068.0,3552713996.0
1280,000549.SZ,S湘火炬,,,,,,,,,,8.9,,0.0,,,,
1281,000542.SZ,TCL通讯,,,,,,,,,,27.34,,0.0,,,,
1282,000540.SZ,中天金融,1.51,0.0,0.0,321119.0,48771079.5,1.32,1.53,1.51,1.51,1.51,0.35,0.46,-1.74,1.45,10577934565.0,10522831218.0
1283,000536.SZ,华映科技,1.88,0.0,0.0,81098.0,15293180.61,1.6,1.9,1.87,1.9,1.88,0.98,0.29,-5.08,1.16,5200141670.0,5194595130.0
1284,000535.SZ,*ST猴王,,,,,,,,,,0.5,,0.0,,,,
1285,000527.SZ,美的电器,,,,,,,,,,14.02,,0.0,,,,
1286,000522.SZ,白云山A,,,,,,,,,,23.27,,0.0,,,,
1287,000515.SZ,攀渝钛业,,,,,,,,,,15.29,,0.0,,,,
1288,000511.SZ,烯碳退,,,,,,,,,,0.61,,0.0,,,,
1289,000508.SZ,琼民源A,,,,,,,,,,,,0.0,,,,
1290,000502.SZ,绿景退,,,,,,,,,,0.59,,0.0,,,,
1291,000418.SZ,小天鹅A,,,,,,,,,,57.39,,0.0,,,,
1292,000415.SZ,渤海租赁,2.24,0.0,0.0,172637.0,38796962.43,1.34,2.26,2.23,2.26,2.24,0.85,0.41,-41.44,0.46,13853327672.0,9533442251.0
1293,000412.SZ,ST五环,,,,,,,,,,2.89,,0.0,,,,
1294,000406.SZ,石油大明,,,,,,,,,,10.12,,0.0,,,,
1295,000405.SZ,ST鑫光,,,,,,,,,,2.86,,0.0,,,,
1296,000078.SZ,海王生物,3.28,0.0,0.0,121011.0,39872286.8,1.52,3.32,3.27,3.28,3.28,0.73,0.46,51.3,1.52,9022733083.0,8597534501.0
1297,000047.SZ,ST中侨,,,,,,,,,,8.03,,0.0,,,,
1298,000033.SZ,新都退,,,,,,,,,,1.7,,0.0,,,,
1299,000024.SZ,招商地产,,,,,,,,,,40.5,,0.0,,,,
1300,000018.SZ,神城A退,,,,,,,,,,0.27,,0.0,,,,
1301,000015.SZ,PT中浩A,,,,,,,,,,6.85,,0.0,,,,
1302,000013.SZ,*ST石化A,,,,,,,,,,2.47,,0.0,,,,
1303,000003.SZ,PT金田A,,,,,,,,,,2.71,,0.0,,,,
1304,688107.SH,安路科技-U,65.19,-0.01,-0.02,21539.0,143000712.0,6.03,68.47,64.54,65.61,65.2,1.63,1.13,317.51,16.35,26082519000.0,12386945645.0
1305,301220.SZ,亚香股份,38.5,-0.01,-0.03,2528.0,9687842.85,1.22,38.51,38.04,38.12,38.51,0.89,1.32,23.52,2.07,3110800000.0,735968503.0
1306,688819.SH,天能股份,38.31,-0.01,-0.03,24457.0,94310655.0,3.99,39.43,37.9,38.47,38.32,1.26,1.88,19.6,2.84,37241151000.0,4983187961.0
1307,300298.SZ,三诺生物,35.84,-0.01,-0.03,23034.0,82454843.0,2.18,36.28,35.5,35.91,35.85,0.99,0.51,41.73,6.86,20221710638.0,16318030095.0
1308,688273.SH,麦澜德,34.29,-0.01,-0.03,5974.0,20468451.0,2.54,34.64,33.77,33.96,34.3,0.58,2.67,26.22,2.56,3429000000.0,766634354.0
1309,301097.SZ,天益医疗,60.69,-0.02,-0.03,3538.0,21626180.78,2.78,61.99,60.3,60.68,60.71,0.85,2.4,30.75,2.89,3577515764.0,894378941.0
1310,603661.SH,恒林股份,29.16,-0.01,-0.03,1656.0,4828085.0,0.82,29.28,29.04,29.21,29.17,0.59,0.12,10.32,1.26,4055194624.0,4055194624.0
1311,605222.SH,起帆电缆,27.55,-0.01,-0.04,14581.0,40152224.0,3.3,27.98,27.07,27.3,27.56,0.54,1.36,28.1,2.97,11519602748.0,2950092598.0
1312,688362.SH,甬矽电子,22.85,-0.01,-0.04,54339.0,125528516.0,3.32,23.5,22.74,22.92,22.86,1.47,11.92,33.92,3.56,9315031000.0,1041620312.0
1313,688166.SH,博瑞医药,22.63,-0.01,-0.04,19813.0,44943157.0,2.21,22.93,22.43,22.64,22.64,1.07,0.48,36.28,4.54,9560384715.0,9278302535.0
1314,300695.SZ,兆丰股份,44.5,-0.02,-0.04,1329.0,5911705.1,0.76,44.6,44.26,44.33,44.52,0.76,0.19,19.15,1.37,3156379304.0,3156379304.0
1315,688409.SH,富创精密,108.76,-0.05,-0.05,17766.0,197316127.0,6.76,114.66,107.3,110.0,108.81,0.93,3.99,104.43,2.84,22736640606.0,4841483810.0
1316,600760.SH,中航沈飞,57.65,-0.03,-0.05,71685.0,414274760.0,2.13,58.5,57.27,57.51,57.68,0.79,0.37,48.71,9.18,113024340907.0,113024340907.0
1317,603535.SH,嘉诚国际,18.45,-0.01,-0.05,8581.0,15851204.0,1.79,18.69,18.36,18.54,18.46,0.66,0.39,19.84,1.97,4303422556.0,4023576000.0
1318,300833.SZ,浩洋股份,91.82,-0.05,-0.05,4156.0,38249531.33,2.88,93.15,90.5,90.5,91.87,0.73,1.97,19.23,3.71,7742905140.0,1935749240.0
1319,603556.SH,海兴电力,18.23,-0.01,-0.05,38997.0,71298779.0,2.69,18.46,17.97,18.33,18.24,1.34,0.8,14.23,1.54,8908710049.0,8908710049.0
1320,603353.SH,和顺石油,18.03,-0.01,-0.06,9052.0,16355218.0,1.55,18.26,17.98,17.98,18.04,0.81,1.46,25.95,1.86,3126293820.0,1114290060.0
1321,688510.SH,航亚科技,16.47,-0.01,-0.06,4737.0,7839860.0,2.31,16.83,16.45,16.83,16.48,0.84,0.29,363.88,4.51,4255561554.0,2735149266.0
1322,688303.SH,大全能源,48.02,-0.03,-0.06,38758.0,187937609.0,2.46,49.19,48.01,48.57,48.05,0.72,1.35,5.1,2.48,102637766244.0,13782700880.0
1323,002250.SZ,联化科技,15.92,-0.01,-0.06,77886.0,124590270.22,2.32,16.2,15.83,15.99,15.93,1.33,0.85,32.18,2.21,14698080396.0,14632591708.0
1324,002149.SZ,西部材料,15.62,-0.01,-0.06,33357.0,52140833.8,1.66,15.74,15.48,15.7,15.63,0.82,0.68,42.35,2.78,7625906960.0,7624735460.0
1325,301211.SZ,亨迪药业,31.03,-0.02,-0.06,68334.0,212760219.8,2.09,31.45,30.8,31.15,31.05,0.79,11.74,71.11,3.34,7447200000.0,1806688207.0
1326,003013.SZ,地铁设计,15.5,-0.01,-0.06,3458.0,5337388.36,1.35,15.53,15.32,15.53,15.51,1.05,0.57,17.99,3.07,6200155000.0,933206888.0
1327,603848.SH,好太太,13.95,-0.01,-0.07,14989.0,20930406.0,3.3,14.19,13.73,13.9,13.96,0.52,0.37,24.35,2.87,5593950000.0,5593950000.0
1328,603150.SH,万朗磁塑,26.88,-0.02,-0.07,2721.0,7338779.0,1.19,27.15,26.83,27.12,26.9,0.78,1.31,15.16,1.78,2297971200.0,557760000.0
1329,603320.SH,迪贝电气,13.1,-0.01,-0.08,21414.0,28288275.0,2.44,13.38,13.06,13.08,13.11,1.29,1.65,39.12,2.28,1703277877.0,1703277877.0
1330,300948.SZ,冠中生态,12.75,-0.01,-0.08,7280.0,9301840.0,1.88,12.89,12.65,12.71,12.76,0.51,1.05,32.28,2.15,1785127500.0,888165000.0
1331,600848.SH,上海临港,11.93,-0.01,-0.08,15450.0,18508654.0,0.92,12.04,11.93,11.95,11.94,0.79,0.06,29.11,1.96,30093269958.0,28559373417.0
1332,603351.SH,威尔药业,23.5,-0.02,-0.09,5440.0,12798234.0,1.83,23.7,23.27,23.52,23.52,0.65,0.41,30.4,2.18,3183743152.0,3115898182.0
1333,002046.SZ,国机精工,11.55,-0.01,-0.09,80645.0,93970302.08,3.46,11.85,11.45,11.51,11.56,1.27,1.54,23.14,2.0,6111443750.0,6056231851.0
1334,300616.SZ,尚品宅配,22.42,-0.02,-0.09,32154.0,72443713.74,3.16,22.87,22.16,22.48,22.44,0.46,2.47,-112.37,1.26,4454293500.0,2917408374.0
1335,300121.SZ,阳谷华泰,11.17,-0.01,-0.09,42502.0,47612847.25,1.97,11.32,11.1,11.3,11.18,0.72,1.16,7.73,1.7,4521290618.0,4090660019.0
1336,605133.SH,嵘泰股份,32.95,-0.03,-0.09,67992.0,225181745.0,7.16,34.19,31.83,32.12,32.98,1.16,17.0,44.11,2.99,5344127550.0,1318000000.0
1337,300562.SZ,乐心医疗,10.58,-0.01,-0.09,79689.0,83839149.5,2.46,10.64,10.38,10.51,10.59,0.55,5.54,190.83,2.12,2271538569.0,1522139225.0
1338,600479.SH,千金药业,9.81,-0.01,-0.1,43913.0,43106525.0,0.81,9.86,9.78,9.8,9.82,0.65,1.05,16.89,2.01,4216407818.0,4105554818.0
1339,002001.SZ,新 和 成,18.86,-0.02,-0.11,91161.0,172465800.12,1.22,19.05,18.82,18.94,18.88,0.64,0.3,14.52,2.54,58294512734.0,57608495284.0
1340,600776.SH,东方通信,9.39,-0.01,-0.11,45018.0,42600184.0,2.13,9.57,9.37,9.41,9.4,1.29,0.47,131.93,3.57,11793840601.0,8976840601.0
1341,300989.SZ,蕾奥规划,18.4,-0.02,-0.11,3954.0,7256329.4,2.23,18.57,18.16,18.48,18.42,0.88,1.46,42.21,1.96,1987200000.0,496800000.0
1342,688012.SH,中微公司,100.03,-0.11,-0.11,71166.0,731574515.0,4.98,104.86,99.87,100.28,100.14,1.46,1.15,58.3,4.09,61642935334.0,61642935334.0
1343,002736.SZ,国信证券,9.02,-0.01,-0.11,83100.0,75296740.61,1.22,9.11,9.0,9.04,9.03,1.01,0.09,13.66,1.15,86704112981.0,79620610169.0
1344,688178.SH,万德斯,18.01,-0.02,-0.11,1626.0,2932157.0,1.22,18.14,17.92,18.03,18.03,0.73,0.37,22.22,1.23,1535361073.0,800363067.0
1345,688127.SH,蓝特光学,17.92,-0.02,-0.11,13484.0,24092280.0,2.95,18.13,17.6,18.05,17.94,0.68,0.79,83.62,4.87,7218982400.0,3064836096.0
1346,000050.SZ,深天马Ａ,8.94,-0.01,-0.11,57944.0,51981633.1,1.56,9.04,8.9,8.92,8.95,1.14,0.24,45.58,0.73,21972264089.0,21239440587.0
1347,002724.SZ,海洋王,8.54,-0.01,-0.12,24239.0,20768850.42,1.75,8.65,8.5,8.59,8.55,1.2,0.66,56.67,2.34,6659745860.0,3156663565.0
1348,002788.SZ,鹭燕医药,8.37,-0.01,-0.12,35473.0,29803963.36,1.55,8.46,8.33,8.38,8.38,0.64,0.94,9.72,1.24,3251885080.0,3175360221.0
1349,002196.SZ,方正电机,8.36,-0.01,-0.12,380307.0,324902335.09,6.69,8.88,8.32,8.45,8.37,1.41,7.97,-314.92,2.7,4169298615.0,3987923925.0
1350,603883.SH,老百姓,41.6,-0.05,-0.12,40396.0,167324610.0,1.8,41.75,41.0,41.6,41.65,1.05,0.69,29.93,3.84,24331960723.0,24225531283.0
1351,002532.SZ,天山铝业,8.27,-0.01,-0.12,251193.0,208587279.22,2.29,8.38,8.19,8.19,8.28,0.63,1.09,12.0,1.7,38471092382.0,19106966121.0
1352,600967.SH,内蒙一机,8.26,-0.01,-0.12,83562.0,69337840.0,2.06,8.41,8.24,8.29,8.27,1.18,0.49,17.71,1.32,14077120008.0,13956358808.0
1353,688280.SH,精进电动-UW,8.2,-0.01,-0.12,29505.0,24549793.0,4.02,8.53,8.2,8.32,8.21,1.2,0.65,-12.02,2.84,4839817669.0,3732913847.0
1354,000042.SZ,中洲控股,8.11,-0.01,-0.12,29699.0,24171588.71,1.72,8.2,8.06,8.13,8.12,0.66,0.45,13.98,0.65,5391780537.0,5384794786.0
1355,002595.SZ,豪迈科技,23.49,-0.03,-0.13,11605.0,27268535.29,1.74,23.8,23.39,23.59,23.52,0.57,0.22,16.21,2.72,18792000000.0,12529202516.0
1356,600644.SH,乐山电力,7.75,-0.01,-0.13,93690.0,72835048.0,1.55,7.84,7.72,7.79,7.76,0.5,1.74,28.21,2.28,4172605107.0,4172605107.0
1357,000429.SZ,粤高速Ａ,7.66,-0.01,-0.13,9789.0,7509991.13,0.78,7.7,7.64,7.65,7.67,0.55,0.08,10.08,1.79,16015574925.0,9983462269.0
1358,688208.SH,道通科技,38.0,-0.05,-0.13,61244.0,231601665.0,4.07,38.5,36.95,37.88,38.05,1.01,2.23,125.97,5.88,17171047650.0,10441437650.0
1359,003021.SZ,兆威机电,52.93,-0.07,-0.13,16971.0,90649532.65,4.53,54.8,52.4,53.4,53.0,1.09,2.82,66.31,3.13,9066997076.0,3190196960.0
1360,000788.SZ,北大医药,7.46,-0.01,-0.13,79923.0,59872924.0,1.87,7.56,7.42,7.51,7.47,0.8,1.34,72.85,3.24,4446066191.0,4446066191.0
1361,601108.SH,财通证券,7.45,-0.01,-0.13,280029.0,208476291.0,1.47,7.5,7.39,7.48,7.46,0.77,0.6,24.05,1.08,34595802566.0,34595802566.0
1362,600987.SH,航民股份,7.38,-0.01,-0.14,63678.0,47202208.0,1.76,7.5,7.37,7.42,7.39,0.67,0.66,13.09,1.39,7755043179.0,7154267903.0
1363,688503.SH,聚和材料,154.14,-0.21,-0.14,14679.0,228373629.0,3.11,157.8,153.0,155.88,154.35,0.77,6.18,42.76,3.87,17249920539.0,3660920721.0
1364,603235.SH,天新药业,29.31,-0.04,-0.14,5783.0,17048270.0,1.87,29.78,29.23,29.32,29.35,1.26,1.32,17.46,3.22,12831331800.0,1283191800.0
1365,300196.SZ,长海股份,14.43,-0.02,-0.14,16156.0,23419511.0,1.18,14.58,14.41,14.45,14.45,0.87,0.66,7.34,1.5,5897772515.0,3554999028.0
1366,002294.SZ,信立泰,35.1,-0.05,-0.14,25822.0,90548226.07,1.48,35.34,34.82,35.34,35.15,0.56,0.23,54.4,5.0,39130060379.0,39119024833.0
1367,603706.SH,东方环宇,13.99,-0.02,-0.14,6856.0,9650932.0,1.57,14.17,13.95,14.06,14.01,1.19,0.36,21.75,1.73,2649464169.0,2649464169.0
1368,600771.SH,广誉远,27.96,-0.04,-0.14,58737.0,165081444.0,2.43,28.43,27.75,28.0,28.0,1.2,1.2,-206.03,6.68,13686172302.0,13686172302.0
1369,000685.SZ,中山公用,6.99,-0.01,-0.14,47334.0,33146233.0,0.71,7.03,6.98,7.01,7.0,1.22,0.38,11.33,0.67,10311028343.0,8760077057.0
1370,002386.SZ,天原股份,6.97,-0.01,-0.14,63760.0,44637300.04,1.43,7.05,6.95,6.95,6.98,0.77,0.63,10.59,1.19,7075345430.0,7073012990.0
1371,600461.SH,洪城环境,6.88,-0.01,-0.15,35578.0,24500980.0,0.29,6.9,6.88,6.88,6.89,0.76,0.37,7.37,1.13,7499970904.0,6531826000.0
1372,600727.SH,鲁北化工,6.85,-0.01,-0.15,21257.0,14602777.0,0.87,6.9,6.84,6.88,6.86,0.61,0.48,80.53,1.2,3620794475.0,3011383553.0
1373,002145.SZ,中核钛白,6.83,-0.01,-0.15,226084.0,155282225.4,2.49,6.95,6.78,6.83,6.84,0.94,0.98,24.73,2.94,20338553731.0,15758620544.0
1374,000059.SZ,华锦股份,6.79,-0.01,-0.15,182252.0,123552685.16,2.06,6.83,6.69,6.8,6.8,1.02,1.14,15.88,0.75,10860214826.0,10860214826.0
1375,300720.SZ,海川智能,13.52,-0.02,-0.15,11125.0,15052883.0,2.29,13.72,13.41,13.59,13.54,0.57,0.65,56.14,4.55,2634740501.0,2329744106.0
1376,002584.SZ,西陇科学,6.76,-0.01,-0.15,100630.0,68529559.0,2.22,6.89,6.74,6.76,6.77,0.69,2.48,29.55,1.69,3956063013.0,2746764409.0
1377,688069.SH,德林海,26.98,-0.04,-0.15,1529.0,4133057.0,1.67,27.22,26.77,26.86,27.02,0.56,0.3,29.85,1.51,2244833128.0,1376077128.0
1378,600225.SH,卓朗科技,6.7,-0.01,-0.15,634872.0,420974073.0,3.58,6.76,6.52,6.7,6.71,0.57,1.86,1019.27,13.25,22856342232.0,22839130281.0
1379,601555.SH,东吴证券,6.68,-0.01,-0.15,153733.0,103094737.0,0.9,6.74,6.68,6.7,6.69,0.69,0.31,20.31,0.89,33450117709.0,33450117709.0
1380,301239.SZ,普瑞眼科,73.36,-0.11,-0.15,9433.0,69014060.48,3.4,74.3,71.8,73.48,73.47,0.54,2.52,87.57,5.13,10976053361.0,2744013340.0
1381,002173.SZ,创新医疗,6.63,-0.01,-0.15,68009.0,45399202.0,1.81,6.73,6.61,6.64,6.64,0.93,1.81,-175.17,1.52,3003917635.0,2488158346.0
1382,600064.SH,南京高科,6.58,-0.01,-0.15,83769.0,55321418.0,1.52,6.66,6.56,6.58,6.59,0.77,0.48,4.52,0.7,11385634858.0,11385634858.0
1383,603639.SH,海利尔,26.12,-0.04,-0.15,11891.0,31190666.0,2.6,26.63,25.95,26.03,26.16,1.03,0.36,15.48,2.79,8886819250.0,8739638796.0
1384,603059.SH,倍加洁,19.29,-0.03,-0.16,3817.0,7392128.0,2.43,19.68,19.21,19.41,19.32,0.62,0.38,33.58,1.73,1929000000.0,1929000000.0
1385,601528.SH,瑞丰银行,6.41,-0.01,-0.16,59703.0,38471508.0,1.4,6.49,6.4,6.41,6.42,0.81,0.98,6.74,0.67,9674965031.0,3890064372.0
1386,688363.SH,华熙生物,133.99,-0.21,-0.16,27018.0,362390591.0,3.03,136.27,132.2,133.1,134.2,0.73,1.37,71.36,10.23,64460616265.0,26474451265.0
1387,002930.SZ,宏川智慧,19.09,-0.03,-0.16,6451.0,12320552.44,0.94,19.2,19.02,19.09,19.12,0.75,0.15,35.08,3.82,8629506864.0,8183072668.0
1388,600303.SH,ST曙光,6.34,-0.01,-0.16,189170.0,120949593.0,2.83,6.49,6.31,6.37,6.35,0.68,2.8,-17.28,1.86,4283330698.0,4283330698.0
1389,000510.SZ,新金路,6.22,-0.01,-0.16,101817.0,63638519.1,1.93,6.31,6.19,6.24,6.23,0.72,1.79,396.77,2.68,3789113620.0,3535916254.0
1390,603578.SH,三星新材,12.38,-0.02,-0.16,4148.0,5132059.0,0.73,12.42,12.33,12.41,12.4,0.54,0.23,17.96,2.3,2232820056.0,2232820056.0
1391,600222.SH,太龙药业,6.15,-0.01,-0.16,172734.0,106585988.0,1.62,6.23,6.13,6.15,6.16,0.77,3.01,-46.54,2.26,3529400640.0,3529400640.0
1392,300952.SZ,恒辉安防,18.35,-0.03,-0.16,10418.0,19055563.45,2.12,18.49,18.1,18.47,18.38,1.02,2.32,19.64,2.63,2659422433.0,824422433.0
1393,002412.SZ,汉森制药,6.11,-0.01,-0.16,71697.0,43969304.0,1.31,6.17,6.09,6.11,6.12,0.46,1.45,17.73,1.64,3074552000.0,3016125125.0
1394,600203.SH,福日电子,6.1,-0.01,-0.16,65390.0,39851605.0,1.47,6.14,6.05,6.08,6.11,0.59,1.16,-106.69,1.36,3617227300.0,3450647329.0
1395,300589.SZ,江龙船艇,12.08,-0.02,-0.17,53123.0,64430102.92,1.9,12.26,12.03,12.1,12.1,0.39,2.42,375.07,6.02,4562229392.0,2655993638.0
1396,002841.SZ,视源股份,60.39,-0.1,-0.17,12083.0,72988974.98,1.64,60.87,59.88,60.4,60.49,0.66,0.27,19.94,3.65,42347825928.0,26832627139.0
1397,688261.SH,东微半导,241.0,-0.4,-0.17,3511.0,84392616.0,4.36,246.66,236.13,241.0,241.4,1.04,2.36,60.88,5.9,16237704447.0,3587940038.0
1398,300033.SZ,同花顺,107.82,-0.18,-0.17,31433.0,341457892.09,1.81,109.54,107.59,108.55,108.0,0.65,1.16,49.26,8.99,57964032000.0,29278109235.0
1399,601985.SH,中国核电,5.97,-0.01,-0.17,619442.0,370526464.0,1.17,6.02,5.95,6.0,5.98,0.96,0.33,10.51,1.38,112536898489.0,112536898489.0
1400,000708.SZ,中信特钢,17.85,-0.03,-0.17,43938.0,78656597.01,1.73,18.07,17.76,18.0,17.88,0.69,0.09,12.19,2.63,90091703595.0,90091703595.0
1401,003023.SZ,彩虹集团,23.76,-0.04,-0.17,47336.0,113456730.8,2.69,24.28,23.64,23.86,23.8,1.15,9.21,31.2,1.82,2502916416.0,1221185521.0
1402,601229.SH,上海银行,5.92,-0.01,-0.17,155420.0,92298118.0,0.67,5.96,5.92,5.95,5.93,0.83,0.11,3.67,0.43,84103444889.0,81977864638.0
1403,600648.SH,外高桥,11.8,-0.02,-0.17,15293.0,18076869.0,0.93,11.89,11.78,11.82,11.82,0.54,0.16,12.4,1.16,13397119663.0,11030541163.0
1404,301085.SZ,亚康股份,29.41,-0.05,-0.17,12899.0,38022222.0,2.04,29.8,29.2,29.51,29.46,1.39,4.05,23.47,3.05,2352800000.0,935862168.0
1405,300143.SZ,盈康生命,11.75,-0.02,-0.17,64614.0,76533974.16,2.38,11.99,11.71,11.75,11.77,0.65,1.18,101.94,4.11,7545462368.0,6413606946.0
1406,300917.SZ,特发服务,29.2,-0.05,-0.17,132803.0,398311233.49,6.87,30.97,28.96,29.28,29.25,1.22,15.33,44.25,5.41,4934800000.0,2529085000.0
1407,601187.SH,厦门银行,5.77,-0.01,-0.17,45887.0,26568866.0,1.21,5.82,5.75,5.76,5.78,0.57,0.39,6.34,0.71,15227767914.0,6873327139.0
