,股票名称,股票代码,识别日期,最新日期,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手,最大盈利id,最大盈利价格,最大盈利比例%,最大亏损id,最大亏损价格,最大亏损比例%
30,银都股份,603277.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-24 00:00:00,17.9,2022-01-27 00:00:00,17.68,2022-01-18 00:00:00,20.06,,,,False,,,,,,,,,,
31,湖南黄金,002155.SZ,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-15 00:00:00,10.18,2022-01-07 00:00:00,10.24,2021-12-17 00:00:00,11.12,,,,False,,,,,,,,,,
32,棕榈股份,002431.SZ,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-10 00:00:00,3.01,2022-02-07 00:00:00,2.96,2021-12-21 00:00:00,3.6,,,,False,,,,,,,,,,
33,九华旅游,603199.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-14 00:00:00,20.63,2022-01-27 00:00:00,21.0,2022-01-21 00:00:00,23.28,26.22,23.28,,True,,,,,2022-04-12 00:00:00,27.86,6.25,2022-05-06 00:00:00,19.68,-24.94
34,厦门象屿,600057.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-10 00:00:00,7.91,2022-01-28 00:00:00,7.99,2022-01-12 00:00:00,8.92,,,,False,,,,,,,,,,
35,大名城,600094.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-29 00:00:00,3.52,2021-12-31 00:00:00,3.54,2021-12-31 00:00:00,3.54,3.75,3.54,,True,,,,,2022-04-06 00:00:00,4.53,20.8,2022-04-25 00:00:00,3.02,-19.47
36,赣粤高速,600269.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-14 00:00:00,3.33,2022-01-25 00:00:00,3.31,2022-01-04 00:00:00,3.48,3.59,3.48,,True,,,,,2022-04-12 00:00:00,3.68,2.51,2022-04-26 00:00:00,3.26,-9.19
37,龙江交通,601188.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-17 00:00:00,3.36,2022-01-27 00:00:00,3.31,2022-01-04 00:00:00,3.51,,,,False,,,,,,,,,,
38,南京银行,601009.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-27 00:00:00,8.83,2021-12-31 00:00:00,8.96,2021-12-31 00:00:00,8.96,10.34,8.96,,True,,,,,2022-04-22 00:00:00,12.2,17.99,2022-03-15 00:00:00,9.56,-7.54
39,中设股份,002883.SZ,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-13 00:00:00,10.46,2022-01-27 00:00:00,10.55,2021-12-30 00:00:00,13.41,,,,False,,,,,,,,,,
40,思美传媒,002712.SZ,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-10 00:00:00,4.67,2022-01-28 00:00:00,4.64,2022-01-19 00:00:00,5.4,5.79,5.4,True,True,10.076,True,412343.3,203453.81820512813,2022-02-11 00:00:00,5.79,0,2022-04-28 00:00:00,3.62,-37.48
41,济民医疗,603222.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-10 00:00:00,14.21,2022-01-27 00:00:00,14.36,2022-01-17 00:00:00,22.41,,,,False,,,,,,,,,,
42,建研院,603183.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-13 00:00:00,5.58,2022-01-27 00:00:00,5.55,2022-01-19 00:00:00,7.0,,,,False,,,,,,,,,,
43,莎普爱思,603168.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-20 00:00:00,8.83,2022-01-27 00:00:00,8.96,2022-01-14 00:00:00,11.28,,,,False,,,,,,,,,,
44,山东出版,601019.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-10 00:00:00,5.81,2022-01-27 00:00:00,5.83,2022-01-10 00:00:00,6.43,,,,False,,,,,,,,,,
45,中油工程,600339.SH,2022-02-11 00:00:00,2022-05-10 00:00:00,True,2021-12-14 00:00:00,2.85,2022-01-27 00:00:00,2.88,2022-01-07 00:00:00,3.2,3.45,3.2,,True,,,,,2022-03-03 00:00:00,3.59,4.06,2022-04-26 00:00:00,2.72,-21.16
