,股票名称,股票代码,识别日期,最新日期,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手,最大盈利id,最大盈利价格,最大盈利比例%,最大亏损id,最大亏损价格,最大亏损比例%
10,道恩股份,002838.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,13.9,2022-02-11 00:00:00,14.02,2022-02-09 00:00:00,14.51,16.68,14.51,,True,,,,,,,,,,
11,银泰黄金,000975.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,8.1,2022-03-15 00:00:00,8.12,2022-03-09 00:00:00,9.55,,,,False,,,,,,,,,,
12,科前生物,688526.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-24 00:00:00,23.95,2022-03-09 00:00:00,23.94,2022-03-03 00:00:00,27.73,,,,False,,,,,,,,,,
13,中原高速,600020.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,3.13,2022-03-15 00:00:00,3.08,2022-02-18 00:00:00,3.37,,,,False,,,,,,,,,,
14,恒锋工具,300488.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-21 00:00:00,24.88,2022-03-15 00:00:00,24.7,2022-02-16 00:00:00,32.53,,,,False,,,,,,,,,,
15,张家界,000430.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,5.55,2022-03-15 00:00:00,5.58,2022-02-14 00:00:00,7.19,,,,False,,,,,,,,,,
16,塔牌集团,002233.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,10.19,2022-03-15 00:00:00,10.12,2022-02-18 00:00:00,11.42,,,,False,,,,,,,,,,
17,太龙药业,600222.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,6.6,2022-03-16 00:00:00,6.61,2022-02-09 00:00:00,7.35,,,,False,,,,,,,,,,
18,保变电气,600550.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,4.96,2022-03-15 00:00:00,5.02,2022-03-11 00:00:00,5.72,,,,False,,,,,,,,,,
19,金桥信息,603918.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,8.41,2022-03-15 00:00:00,8.41,2022-02-25 00:00:00,10.95,,,,False,,,,,,,,,,
20,*ST圣亚,600593.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,10.71,2022-03-15 00:00:00,10.75,2022-02-10 00:00:00,11.92,,,,False,,,,,,,,,,
21,祥鑫科技,002965.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,22.84,2022-03-15 00:00:00,22.55,2022-02-23 00:00:00,28.44,,,,False,,,,,,,,,,
22,鲁银投资,600784.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,5.59,2022-03-15 00:00:00,5.57,2022-03-03 00:00:00,6.26,,,,False,,,,,,,,,,
23,东莞控股,000828.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,9.66,2022-03-15 00:00:00,9.53,2022-02-23 00:00:00,11.99,,,,False,,,,,,,,,,
24,凯立新材,688269.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-11 00:00:00,99.4,2022-03-15 00:00:00,99.02,2022-03-02 00:00:00,111.85,,,,False,,,,,,,,,,
25,楚天高速,600035.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,2.99,2022-03-15 00:00:00,3.0,2022-02-10 00:00:00,3.41,,,,False,,,,,,,,,,
26,天龙股份,603266.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,11.02,2022-02-11 00:00:00,11.22,2022-02-09 00:00:00,11.69,13.53,11.69,,True,,,,,,,,,,
27,川能动力,000155.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,20.16,2022-03-15 00:00:00,20.36,2022-03-03 00:00:00,25.64,,,,False,,,,,,,,,,
28,丰元股份,002805.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-08 00:00:00,28.94,2022-02-14 00:00:00,29.04,2022-02-09 00:00:00,29.97,36.64,29.97,,True,,,,,,,,,,
29,农业银行,601288.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-17 00:00:00,2.95,2022-03-15 00:00:00,2.93,2022-02-10 00:00:00,3.08,,,,False,,,,,,,,,,
30,锡业股份,000960.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,20.0,2022-03-15 00:00:00,19.71,2022-03-02 00:00:00,25.52,,,,False,,,,,,,,,,
31,渤海化学,600800.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,4.37,2022-03-15 00:00:00,4.4,2022-03-03 00:00:00,4.89,,,,False,,,,,,,,,,
32,华神科技,000790.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,4.88,2022-03-15 00:00:00,4.84,2022-03-04 00:00:00,5.3,,,,False,,,,,,,,,,
33,漳州发展,000753.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,3.17,2022-03-15 00:00:00,3.12,2022-02-23 00:00:00,3.76,,,,False,,,,,,,,,,
34,宏达高科,002144.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,9.3,2022-03-15 00:00:00,9.27,2022-03-02 00:00:00,10.42,,,,False,,,,,,,,,,
35,华懋科技,603306.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,30.2,2022-03-15 00:00:00,30.0,2022-03-02 00:00:00,36.58,,,,False,,,,,,,,,,
36,中威电子,300270.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,5.78,2022-03-15 00:00:00,5.72,2022-02-23 00:00:00,7.19,,,,False,,,,,,,,,,
37,汇源通信,000586.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,7.78,2022-03-15 00:00:00,7.67,2022-02-22 00:00:00,9.16,,,,False,,,,,,,,,,
38,卫信康,603676.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,9.03,2022-03-09 00:00:00,9.12,2022-02-23 00:00:00,10.11,,,,False,,,,,,,,,,
39,天润乳业,600419.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,12.1,2022-03-15 00:00:00,12.11,2022-03-11 00:00:00,13.35,,,,False,,,,,,,,,,
40,金浦钛业,000545.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,3.54,2022-03-15 00:00:00,3.51,2022-03-03 00:00:00,4.05,,,,False,,,,,,,,,,
41,哈工智能,000584.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-07 00:00:00,5.26,2022-02-15 00:00:00,5.26,2022-02-09 00:00:00,5.45,6.71,5.45,,True,,,,,,,,,,
42,九芝堂,000989.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,8.98,2022-03-15 00:00:00,8.87,2022-03-04 00:00:00,9.84,,,,False,,,,,,,,,,
43,瑞和股份,002620.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-07 00:00:00,5.19,2022-02-11 00:00:00,5.25,2022-02-09 00:00:00,5.43,7.31,5.43,,True,,,,,,,,,,
44,瑞茂通,600180.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,6.5,2022-03-15 00:00:00,6.51,2022-02-21 00:00:00,8.03,,,,False,,,,,,,,,,
45,华业香料,300886.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,24.4,2022-03-15 00:00:00,24.46,2022-03-02 00:00:00,28.22,,,,False,,,,,,,,,,
46,辉隆股份,002556.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-22 00:00:00,11.15,2022-03-15 00:00:00,10.95,2022-02-28 00:00:00,11.75,,,,False,,,,,,,,,,
47,音飞储存,603066.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,8.03,2022-03-15 00:00:00,7.95,2022-02-25 00:00:00,9.27,,,,False,,,,,,,,,,
48,民丰特纸,600235.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,5.45,2022-03-15 00:00:00,5.51,2022-02-28 00:00:00,6.68,,,,False,,,,,,,,,,
49,*ST海航,600221.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,1.83,2022-03-15 00:00:00,1.81,2022-02-15 00:00:00,2.0,,,,False,,,,,,,,,,
50,拓日新能,002218.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,5.52,2022-03-15 00:00:00,5.44,2022-03-10 00:00:00,6.24,,,,False,,,,,,,,,,
51,山东黄金,600547.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,18.56,2022-03-16 00:00:00,18.85,2022-03-09 00:00:00,21.82,,,,False,,,,,,,,,,
52,京源环保,688096.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,13.19,2022-03-15 00:00:00,13.41,2022-03-03 00:00:00,14.89,,,,False,,,,,,,,,,
53,森特股份,603098.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,37.9,2022-02-14 00:00:00,38.61,2022-02-10 00:00:00,39.67,46.97,39.67,,True,,,,,,,,,,
54,中国石油,601857.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,5.02,2022-03-15 00:00:00,5.0,2022-03-07 00:00:00,5.94,,,,False,,,,,,,,,,
55,辽港股份,601880.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,1.68,2022-03-15 00:00:00,1.68,2022-03-03 00:00:00,2.06,,,,False,,,,,,,,,,
56,万和电气,002543.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,7.03,2022-03-09 00:00:00,6.97,2022-02-23 00:00:00,7.61,,,,False,,,,,,,,,,
57,向日葵,300111.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,2.99,2022-02-17 00:00:00,3.04,2022-02-09 00:00:00,3.26,,,,False,,,,,,,,,,
58,晓程科技,300139.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,10.24,2022-03-15 00:00:00,10.11,2022-02-24 00:00:00,12.73,,,,False,,,,,,,,,,
59,普路通,002769.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,6.57,2022-03-17 00:00:00,6.48,2022-03-11 00:00:00,8.0,,,,False,,,,,,,,,,
60,华数传媒,000156.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,7.54,2022-03-15 00:00:00,7.6,2022-02-23 00:00:00,9.33,,,,False,,,,,,,,,,
61,创业黑马,300688.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,26.42,2022-03-15 00:00:00,26.0,2022-03-07 00:00:00,33.2,,,,False,,,,,,,,,,
62,聚合顺,605166.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-15 00:00:00,13.05,2022-03-15 00:00:00,12.86,2022-03-03 00:00:00,14.79,,,,False,,,,,,,,,,
63,铜陵有色,000630.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,3.35,2022-03-15 00:00:00,3.32,2022-03-03 00:00:00,4.3,,,,False,,,,,,,,,,
64,奥赛康,002755.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,11.05,2022-03-15 00:00:00,10.87,2022-02-09 00:00:00,11.94,,,,False,,,,,,,,,,
65,中牧股份,600195.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,12.03,2022-03-15 00:00:00,11.8,2022-03-04 00:00:00,13.89,,,,False,,,,,,,,,,
66,海兰信,300065.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,12.6,2022-03-15 00:00:00,12.56,2022-02-23 00:00:00,16.91,,,,False,,,,,,,,,,
67,展鹏科技,603488.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,7.99,2022-03-15 00:00:00,7.88,2022-02-09 00:00:00,9.07,,,,False,,,,,,,,,,
68,成飞集成,002190.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,26.53,2022-03-08 00:00:00,26.07,2022-02-24 00:00:00,29.22,,,,False,,,,,,,,,,
69,华闻集团,000793.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,2.55,2022-03-15 00:00:00,2.52,2022-02-16 00:00:00,3.48,,,,False,,,,,,,,,,
70,南山智尚,300918.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,9.77,2022-03-15 00:00:00,9.77,2022-03-03 00:00:00,11.38,,,,False,,,,,,,,,,
71,复旦复华,600624.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,6.03,2022-03-09 00:00:00,6.1,2022-02-23 00:00:00,6.36,,,,False,,,,,,,,,,
72,氯碱化工,600618.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,10.96,2022-03-15 00:00:00,11.0,2022-02-23 00:00:00,12.72,,,,False,,,,,,,,,,
73,金海高科,603311.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-22 00:00:00,11.9,2022-03-16 00:00:00,11.88,2022-03-07 00:00:00,14.03,,,,False,,,,,,,,,,
74,尔康制药,300267.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-07 00:00:00,3.39,2022-03-15 00:00:00,3.38,2022-02-09 00:00:00,3.7,,,,False,,,,,,,,,,
75,和佳医疗,300273.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,4.66,2022-03-09 00:00:00,4.6,2022-03-04 00:00:00,5.0,,,,False,,,,,,,,,,
76,太阳能,000591.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,8.78,2022-03-15 00:00:00,8.73,2022-03-10 00:00:00,10.43,,,,False,,,,,,,,,,
77,敦煌种业,600354.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,5.37,2022-03-15 00:00:00,5.34,2022-03-03 00:00:00,6.23,,,,False,,,,,,,,,,
78,金圆股份,000546.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-08 00:00:00,12.86,2022-02-15 00:00:00,12.98,2022-02-09 00:00:00,13.41,14.63,13.41,,True,,,,,,,,,,
79,五洲交通,600368.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,3.75,2022-03-15 00:00:00,3.71,2022-03-03 00:00:00,4.26,,,,False,,,,,,,,,,
80,靖远煤电,000552.SZ,2022-03-17 00:00:00,2022-04-08 00:00:00,True,2022-01-28 00:00:00,3.45,2022-03-15 00:00:00,3.51,2022-03-03 00:00:00,4.06,,,,False,,,,,,,,,,
81,神通科技,605228.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,8.18,2022-03-15 00:00:00,8.3,2022-03-03 00:00:00,8.89,,,,False,,,,,,,,,,
82,朗玛信息,300288.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,11.54,2022-02-17 00:00:00,11.74,2022-02-09 00:00:00,12.27,14.05,12.27,,True,,,,,,,,,,
83,东宏股份,603856.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,14.49,2022-03-17 00:00:00,14.45,2022-02-21 00:00:00,17.53,,,,False,,,,,,,,,,
84,宝塔实业,000595.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,2.84,2022-02-11 00:00:00,2.87,2022-02-09 00:00:00,2.96,3.27,2.96,,True,,,,,,,,,,
85,星网锐捷,002396.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,21.71,2022-03-15 00:00:00,21.58,2022-02-21 00:00:00,27.42,,,,False,,,,,,,,,,
86,维科技术,600152.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,6.13,2022-03-15 00:00:00,6.09,2022-02-28 00:00:00,7.2,,,,False,,,,,,,,,,
87,数字政通,300075.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-24 00:00:00,19.53,2022-02-25 00:00:00,19.52,2022-02-24 00:00:00,19.53,23.49,19.53,,True,,,,,,,,,,
88,和科达,002816.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,15.54,2022-01-28 00:00:00,15.65,2022-01-28 00:00:00,15.65,17.44,15.65,,True,,,,,,,,,,
89,济南高新,600807.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,4.02,2022-02-15 00:00:00,4.1,2022-02-07 00:00:00,4.34,,,,False,,,,,,,,,,
90,山西焦化,600740.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,5.2,2022-03-15 00:00:00,5.22,2022-03-07 00:00:00,6.45,,,,False,,,,,,,,,,
91,通宇通讯,002792.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,14.66,2022-03-15 00:00:00,14.45,2022-03-02 00:00:00,16.76,,,,False,,,,,,,,,,
92,泰胜风能,300129.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,7.52,2022-03-15 00:00:00,7.39,2022-02-23 00:00:00,8.43,,,,False,,,,,,,,,,
93,中国一重,601106.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,3.04,2022-03-15 00:00:00,2.99,2022-03-08 00:00:00,3.67,,,,False,,,,,,,,,,
94,*ST中孚,600595.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,4.03,2022-03-15 00:00:00,3.98,2022-03-03 00:00:00,4.48,,,,False,,,,,,,,,,
95,可靠股份,301009.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,15.9,2022-03-15 00:00:00,15.59,2022-03-07 00:00:00,21.05,,,,False,,,,,,,,,,
96,益佰制药,600594.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,6.3,2022-03-09 00:00:00,6.36,2022-03-03 00:00:00,6.93,,,,False,,,,,,,,,,
97,爱美客,300896.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-14 00:00:00,412.62,2022-03-15 00:00:00,408.8,2022-03-02 00:00:00,487.37,,,,False,,,,,,,,,,
98,科华生物,002022.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,12.68,2022-03-09 00:00:00,12.52,2022-03-03 00:00:00,13.63,14.69,13.63,,True,,,,,,,,,,
99,合盛硅业,603260.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-28 00:00:00,105.0,2022-02-14 00:00:00,106.06,2022-02-09 00:00:00,108.68,121.82,108.68,,True,,,,,,,,,,
100,*ST中迪,000609.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,4.39,2022-03-15 00:00:00,4.33,2022-03-04 00:00:00,5.03,,,,False,,,,,,,,,,
101,福建高速,600033.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,2.74,2022-03-15 00:00:00,2.75,2022-02-08 00:00:00,3.05,,,,False,,,,,,,,,,
102,美达股份,000782.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,5.12,2022-03-15 00:00:00,5.12,2022-03-03 00:00:00,5.67,,,,False,,,,,,,,,,
103,黄山胶囊,002817.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-20 00:00:00,10.53,2022-03-15 00:00:00,10.72,2022-03-03 00:00:00,11.92,,,,False,,,,,,,,,,
104,铂力特,688333.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,158.47,2022-03-09 00:00:00,157.0,2022-02-28 00:00:00,182.9,,,,False,,,,,,,,,,
105,华西能源,002630.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,2.12,2022-03-15 00:00:00,2.12,2022-03-03 00:00:00,2.51,,,,False,,,,,,,,,,
106,宝光股份,600379.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-11 00:00:00,11.6,2022-03-15 00:00:00,11.56,2022-03-10 00:00:00,13.57,,,,False,,,,,,,,,,
107,亚宝药业,600351.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,6.56,2022-02-11 00:00:00,6.64,2022-02-09 00:00:00,7.14,7.64,7.14,,True,,,,,,,,,,
108,南卫股份,603880.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,6.04,2022-03-09 00:00:00,5.93,2022-03-04 00:00:00,6.47,,,,False,,,,,,,,,,
109,柳化股份,600423.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,3.89,2022-03-15 00:00:00,3.92,2022-02-25 00:00:00,4.49,,,,False,,,,,,,,,,
110,名家汇,300506.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,5.63,2022-03-15 00:00:00,5.61,2022-02-23 00:00:00,6.79,,,,False,,,,,,,,,,
111,勘设股份,603458.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,12.6,2022-03-15 00:00:00,12.4,2022-02-21 00:00:00,16.0,,,,False,,,,,,,,,,
112,浩物股份,000757.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,4.07,2022-03-15 00:00:00,4.11,2022-02-09 00:00:00,4.44,,,,False,,,,,,,,,,
113,长城电工,600192.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,4.92,2022-02-15 00:00:00,4.96,2022-02-09 00:00:00,5.2,6.88,5.2,,True,,,,,,,,,,
114,通宝能源,600780.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,3.59,2022-03-15 00:00:00,3.55,2022-03-03 00:00:00,4.09,,,,False,,,,,,,,,,
115,泰瑞机器,603289.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,8.73,2022-03-15 00:00:00,8.65,2022-03-03 00:00:00,9.81,,,,False,,,,,,,,,,
116,保税科技,600794.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,3.03,2022-03-15 00:00:00,2.99,2022-03-03 00:00:00,3.3,,,,False,,,,,,,,,,
117,云鼎科技,000409.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,6.15,2022-03-15 00:00:00,6.17,2022-02-21 00:00:00,8.23,,,,False,,,,,,,,,,
118,圣济堂,600227.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-07 00:00:00,3.12,2022-02-11 00:00:00,3.17,2022-02-09 00:00:00,3.25,,,,False,,,,,,,,,,
119,圆通速递,600233.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,15.76,2022-02-15 00:00:00,16.04,2022-02-09 00:00:00,16.71,17.53,16.71,,True,,,,,,,,,,
120,南京公用,000421.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,4.49,2022-03-15 00:00:00,4.54,2022-03-03 00:00:00,5.08,,,,False,,,,,,,,,,
121,合诚股份,603909.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-25 00:00:00,14.55,2022-02-14 00:00:00,14.82,2022-02-09 00:00:00,15.4,,,,False,,,,,,,,,,
122,海伦钢琴,300329.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-01-27 00:00:00,8.47,2022-03-15 00:00:00,8.34,2022-03-07 00:00:00,11.26,,,,False,,,,,,,,,,
123,*ST围海,002586.SZ,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-24 00:00:00,3.18,2022-03-04 00:00:00,3.15,2022-03-01 00:00:00,3.29,,,,False,,,,,,,,,,
124,拓普集团,601689.SH,2022-03-17 00:00:00,2022-04-15 00:00:00,True,2022-02-11 00:00:00,51.0,2022-03-07 00:00:00,50.85,2022-03-01 00:00:00,60.53,,,,False,,,,,,,,,,
