,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
86,000539.SZ,粤电力Ａ,4.5,0.4,9.76,462237.0,199985711.0,12.2,4.51,4.01,4.09,4.1,2.64,1.81,-7.51,1.02,23626277937.0,11492594411.0
87,300729.SZ,乐歌股份,17.11,1.51,9.68,63347.0,104828483.0,19.62,18.17,15.11,15.52,15.6,3.82,3.63,20.45,2.02,3776494801.0,2983686885.0
88,300993.SZ,玉马遮阳,25.31,2.2,9.52,79266.0,191056170.0,17.14,25.96,22.0,23.89,23.11,3.91,24.08,30.93,2.86,3332820800.0,833205200.0
89,688091.SH,上海谊众-U,79.0,6.68,9.24,35519.0,270360320.0,7.09,79.0,73.87,74.66,72.32,1.03,13.95,67.97,6.93,8358200000.0,2011624400.0
90,301135.SZ,瑞德智能,27.53,2.32,9.2,89582.0,241314282.0,15.39,28.65,24.77,24.82,25.21,1.52,39.69,73.5,2.21,2806738560.0,621395432.0
91,600493.SH,凤竹纺织,6.84,0.55,8.74,542226.0,360959040.0,8.59,6.92,6.38,6.38,6.29,3.73,19.93,25.42,2.23,1860480000.0,1860480000.0
92,688793.SH,倍轻松,55.14,4.37,8.61,11245.0,58757640.0,15.76,56.0,48.0,50.3,50.77,2.32,8.59,-85.92,5.19,3398829600.0,722251290.0
93,300325.SZ,*ST德威,1.78,0.14,8.54,564581.0,98910476.0,20.73,1.89,1.55,1.56,1.64,1.74,5.67,-11.42,-23.64,1790222691.0,1773830107.0
94,300994.SZ,久祺股份,27.8,2.18,8.51,89801.0,246787558.0,11.09,29.12,26.28,27.02,25.62,2.92,18.49,31.78,4.83,5399872000.0,1349968000.0
95,600039.SH,四川路桥,9.46,0.74,8.49,535642.0,499540096.0,6.77,9.55,8.96,8.96,8.72,1.7,1.47,7.18,1.57,45171252990.0,34505795661.0
96,300918.SZ,南山智尚,9.94,0.77,8.4,135638.0,131864091.0,9.81,10.09,9.19,9.19,9.17,2.45,12.51,31.65,2.12,3578400000.0,1077769350.0
97,688377.SH,迪威尔,24.32,1.87,8.33,16762.0,41172224.0,14.88,25.64,22.3,23.0,22.45,2.01,1.59,38.89,3.12,4734301440.0,2566657068.0
98,002959.SZ,小熊电器,53.85,3.97,7.96,50413.0,257518921.0,13.67,54.87,48.05,49.01,49.88,1.85,6.61,29.73,4.07,8424509400.0,4104504889.0
99,300591.SZ,万里马,6.53,0.48,7.93,203914.0,130487692.0,8.76,6.58,6.05,6.26,6.05,4.05,9.07,-54.82,3.07,2649049764.0,1468794761.0
100,000862.SZ,银星能源,7.5,0.55,7.91,536004.0,397035648.0,11.94,7.65,6.82,6.87,6.95,2.15,10.69,56.58,1.92,5295892478.0,3760146675.0
101,301258.SZ,富士莱,48.35,3.54,7.9,87306.0,421105856.0,8.46,49.99,46.2,46.2,44.81,2.06,40.17,36.87,2.54,4432244500.0,1050929943.0
102,000961.SZ,中南建设,4.16,0.3,7.77,1556404.0,634524320.0,11.66,4.21,3.76,3.81,3.86,0.76,4.08,4.32,0.54,15918485028.0,15854848015.0
103,600232.SH,金鹰股份,5.98,0.42,7.55,152303.0,88072771.0,10.43,5.98,5.4,5.52,5.56,2.17,4.18,44.45,2.09,2181016893.0,2181016893.0
104,301099.SZ,雅创电子,60.03,4.18,7.48,26409.0,155751975.0,10.74,60.8,54.8,55.12,55.85,1.21,15.13,36.81,5.49,4802400000.0,1047959558.0
105,300832.SZ,新产业,36.5,2.52,7.42,72673.0,263526568.0,7.92,37.49,34.8,35.17,33.98,3.52,2.56,23.27,4.84,28713063903.0,10361829802.0
106,600163.SH,中闽能源,7.85,0.54,7.39,524120.0,405309552.0,12.18,7.99,7.1,7.15,7.31,2.54,4.54,22.76,2.99,14938519723.0,9060166480.0
107,301215.SZ,中汽股份,6.69,0.46,7.38,569186.0,383747376.0,17.98,7.32,6.2,6.23,6.23,1.96,22.01,114.87,3.36,8846856000.0,1729831019.0
108,300436.SZ,广生堂,39.3,2.69,7.35,87582.0,336833072.0,8.33,39.75,36.7,36.82,36.61,1.35,6.57,-171.35,6.05,6258878700.0,5237523812.0
109,603226.SH,菲林格尔,7.91,0.54,7.33,75872.0,58942428.0,10.72,8.1,7.31,7.44,7.37,2.46,2.77,35.65,2.11,2163030695.0,2163030695.0
110,600770.SH,综艺股份,7.48,0.51,7.32,434011.0,322862528.0,9.18,7.67,7.03,7.1,6.97,1.58,3.34,162.41,2.68,9724000000.0,9724000000.0
111,002269.SZ,美邦服饰,2.2,0.15,7.32,1188066.0,254442762.0,12.68,2.25,1.99,2.0,2.05,4.07,4.73,-33.24,5.21,5527500000.0,5527500000.0
112,300901.SZ,中胤时尚,10.92,0.74,7.27,130304.0,140127567.0,10.9,11.28,10.17,10.17,10.18,5.11,10.71,30.62,2.6,2620800000.0,1328614560.0
113,600011.SH,华能国际,6.97,0.47,7.23,1416313.0,960672256.0,12.0,7.08,6.3,6.38,6.5,1.16,1.29,-10.66,1.93,109415710712.0,76654038135.0
114,600021.SH,上海电力,9.23,0.62,7.2,977871.0,877646576.0,12.89,9.42,8.31,8.53,8.61,1.51,3.74,46.55,1.46,24156425538.0,24156425538.0
115,600027.SH,华电国际,3.59,0.24,7.16,1176138.0,411807664.0,11.04,3.65,3.28,3.33,3.35,1.6,1.44,-7.14,0.9,35432790992.0,29243217560.0
116,688303.SH,大全能源,53.95,3.6,7.15,121591.0,650392688.0,7.65,55.35,51.5,52.15,50.35,3.17,5.64,6.02,5.0,103853750000.0,11634301315.0
117,600156.SH,华升股份,4.81,0.32,7.13,539153.0,253888811.0,9.58,4.93,4.5,4.6,4.49,3.12,13.41,-27.54,2.97,1934152477.0,1934152477.0
118,002404.SZ,嘉欣丝绸,5.94,0.39,7.03,249762.0,147049245.0,9.19,6.11,5.6,5.6,5.55,4.97,5.45,26.25,2.02,3431381428.0,2720435747.0
119,601339.SH,百隆东方,6.48,0.42,6.93,218579.0,140413242.0,6.77,6.59,6.18,6.18,6.06,2.43,1.46,7.02,1.06,9720000000.0,9720000000.0
120,603212.SH,赛伍技术,20.68,1.33,6.87,207311.0,421663968.0,8.06,21.0,19.44,19.9,19.35,7.08,8.12,23.58,3.84,8356250320.0,5278404064.0
121,603605.SH,珀莱雅,193.77,12.41,6.84,26659.0,513613824.0,6.07,196.0,185.0,188.37,181.36,4.46,1.33,61.47,13.24,38949701112.0,38949701112.0
122,688639.SH,华恒生物,92.18,5.88,6.81,29154.0,263781236.0,8.42,92.6,85.33,85.8,86.3,8.77,4.24,59.39,8.36,9992312000.0,6344837063.0
123,300884.SZ,狄耐克,14.48,0.92,6.78,41804.0,60215518.0,8.19,14.77,13.66,13.66,13.56,3.54,4.48,25.18,2.01,2606400000.0,1352356704.0
124,000038.SZ,深大通,9.3,0.59,6.77,42498.0,37475621.0,10.68,9.3,8.37,8.69,8.71,1.95,1.78,-10.89,1.91,4861829997.0,2215055084.0
125,301222.SZ,浙江恒威,31.85,2.01,6.74,58237.0,184334773.0,11.7,32.99,29.5,29.6,29.84,2.33,24.24,35.99,2.7,3227468790.0,765228514.0
126,003016.SZ,欣贺股份,9.9,0.62,6.68,148507.0,144253082.0,7.65,9.99,9.28,9.29,9.28,6.15,10.2,13.08,1.42,4279858981.0,1441387530.0
127,301110.SZ,青木股份,47.5,2.9,6.5,21355.0,99120114.0,7.15,47.79,44.6,44.77,44.6,1.63,14.06,49.39,2.27,3166666683.0,721584423.0
128,301012.SZ,扬电科技,39.1,2.38,6.48,30911.0,119176195.0,8.01,39.7,36.76,36.76,36.72,1.38,14.72,34.06,5.58,3284400000.0,821100000.0
129,300015.SZ,爱尔眼科,34.45,2.09,6.46,451871.0,1514756896.0,9.52,34.8,31.72,31.9,32.36,1.23,1.01,69.72,16.91,186240415605.0,153603032705.0
130,301109.SZ,军信股份,27.62,1.67,6.44,121028.0,330274864.0,12.1,28.89,25.75,25.84,25.95,1.37,21.44,16.88,1.63,7549650800.0,1559260916.0
131,688078.SH,龙软科技,44.7,2.7,6.43,15423.0,68214563.0,13.17,46.19,40.66,42.45,42.0,1.82,4.41,85.85,5.47,3162525000.0,1563790343.0
132,600801.SH,华新水泥,20.25,1.22,6.41,148579.0,294352176.0,8.04,20.36,18.83,18.99,19.03,1.4,1.09,7.92,1.59,42456147064.0,27578067064.0
133,601699.SH,潞安环能,17.94,1.08,6.41,482572.0,844367232.0,9.19,18.03,16.48,16.65,16.86,0.77,1.61,5.44,1.42,53665881048.0,53665881048.0
134,002693.SZ,双成药业,4.5,0.27,6.38,82449.0,35930738.0,7.8,4.52,4.19,4.28,4.23,1.75,2.04,-91.22,3.85,1854000000.0,1815375695.0
135,000620.SZ,新华联,3.0,0.18,6.38,1168030.0,345428256.0,12.77,3.09,2.73,2.78,2.82,1.21,6.16,-2.39,1.18,5690071260.0,5689872585.0
136,002762.SZ,金发拉比,9.04,0.54,6.35,334363.0,291636816.0,12.24,9.3,8.26,8.26,8.5,2.72,17.08,228.49,3.26,3200386000.0,1769980590.0
137,300956.SZ,英力股份,16.1,0.95,6.27,24719.0,39105206.0,10.56,16.48,14.88,15.0,15.15,4.12,4.06,33.46,1.95,2125200000.0,979589334.0
138,002150.SZ,通润装备,6.95,0.41,6.27,147816.0,101017021.0,8.56,7.06,6.5,6.54,6.54,2.39,4.16,16.74,1.68,2477793518.0,2468290610.0
139,301097.SZ,天益医疗,44.95,2.65,6.26,39924.0,176095315.0,7.21,45.35,42.3,42.39,42.3,1.31,28.57,33.84,2.28,2649684192.0,628230909.0
140,601872.SH,招商轮船,5.43,0.32,6.26,1562520.0,846394960.0,12.92,5.61,4.95,4.96,5.11,1.95,2.04,12.2,1.67,44025580979.0,41594237696.0
141,002634.SZ,棒杰股份,5.11,0.3,6.24,123504.0,61657771.0,16.42,5.12,4.33,4.79,4.81,2.14,3.33,39.78,2.92,2347291341.0,1894039600.0
142,600032.SH,浙江新能,12.59,0.73,6.16,162782.0,200565501.0,12.23,13.0,11.55,11.8,11.86,1.5,7.83,57.56,3.4,26187200000.0,2618720000.0
143,300783.SZ,三只松鼠,29.27,1.69,6.13,84256.0,239281663.0,11.46,29.99,26.83,27.68,27.58,1.41,3.71,18.17,4.82,11737270000.0,6643587520.0
144,002087.SZ,新野纺织,3.99,0.23,6.12,918138.0,360702560.0,7.98,4.04,3.74,3.75,3.76,4.6,11.26,18.77,0.74,3259009397.0,3254398182.0
145,600759.SH,洲际油气,2.79,0.16,6.08,679897.0,187135597.0,11.79,2.88,2.57,2.61,2.63,1.28,3.01,20.32,1.45,6315185975.0,6300333410.0
146,301190.SZ,善水科技,21.8,1.25,6.08,21863.0,46483402.0,7.25,21.9,20.41,20.66,20.55,1.56,4.3,32.87,2.37,4679075700.0,1109436597.0
147,002207.SZ,准油股份,7.85,0.45,6.08,444366.0,340420192.0,11.22,7.96,7.13,7.46,7.4,1.27,17.08,275.56,13.22,2057134717.0,2041833081.0
148,001206.SZ,依依股份,36.82,2.11,6.08,20385.0,74606474.0,9.1,37.83,34.67,34.88,34.71,3.72,8.64,25.18,2.03,3473362268.0,868340788.0
149,301108.SZ,洁雅股份,42.23,2.41,6.05,19931.0,83301971.0,10.72,43.52,39.25,39.6,39.82,2.51,10.35,15.59,2.03,3429490614.0,813125643.0
150,001308.SZ,康冠科技,40.92,2.33,6.04,73420.0,293124288.0,12.67,41.69,36.8,38.4,38.59,2.57,17.28,18.05,3.35,16469788500.0,1738588500.0
151,000850.SZ,华茂股份,4.75,0.27,6.03,225624.0,105935212.0,4.46,4.77,4.57,4.59,4.48,2.6,2.39,9.77,0.98,4482408793.0,4481066813.0
152,002250.SZ,联化科技,13.03,0.74,6.02,104704.0,135030530.0,7.24,13.2,12.31,12.45,12.29,1.93,1.14,38.14,1.91,12029898716.0,11975483989.0
153,300850.SZ,新强联,101.11,5.74,6.02,48097.0,490634864.0,10.81,105.68,95.37,95.37,95.37,3.27,4.14,50.18,5.55,19609915550.0,11734943483.0
154,002549.SZ,凯美特气,14.8,0.84,6.02,177816.0,256981837.0,11.96,15.02,13.35,14.21,13.96,2.02,2.86,41.0,8.06,9230760000.0,9192297390.0
155,002725.SZ,跃岭股份,10.22,0.58,6.02,486383.0,494668464.0,11.72,10.5,9.37,9.4,9.64,1.08,24.89,370.57,2.51,2616320000.0,1996933292.0
156,300100.SZ,双林股份,9.75,0.55,5.98,368722.0,341557264.0,13.59,10.05,8.8,9.2,9.2,1.55,9.66,30.43,1.7,3920960482.0,3719725035.0
157,600439.SH,瑞贝卡,3.02,0.17,5.96,593431.0,176966527.0,9.47,3.05,2.78,2.8,2.85,4.86,5.24,57.57,1.23,3418596029.0,3418596029.0
