,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
378,605188.SH,国光连锁,9.03,0.3,3.44,204582.0,181222331.0,9.28,9.22,8.41,8.58,8.73,1.32,33.88,90.31,4.04,4475087400.0,545231382.0
379,002444.SZ,巨星科技,13.86,0.46,3.43,260783.0,353897184.0,7.39,14.08,13.09,13.24,13.4,1.33,2.41,12.48,1.5,15848057499.0,14997888065.0
380,688696.SH,极米科技,373.33,12.36,3.42,5037.0,186032644.0,6.87,379.8,355.01,361.99,360.97,2.07,1.57,38.61,6.76,18666500000.0,12011204329.0
381,002687.SZ,乔治白,7.29,0.24,3.4,396147.0,291276976.0,7.09,7.6,7.1,7.12,7.05,1.84,14.33,13.66,1.97,2551500000.0,2015014320.0
382,601107.SH,四川成渝,4.26,0.14,3.4,147126.0,62406380.0,5.83,4.33,4.09,4.15,4.12,1.31,0.68,6.97,0.75,13027335600.0,9213272400.0
383,603298.SH,杭叉集团,13.7,0.45,3.4,34472.0,46621503.0,5.28,13.75,13.05,13.14,13.25,1.77,0.4,15.6,2.11,11869635544.0,11869635544.0
384,600273.SH,嘉化能源,10.66,0.35,3.39,206914.0,217377593.0,4.27,10.69,10.25,10.29,10.31,1.1,1.46,8.37,1.68,15137200000.0,15137200000.0
385,301207.SZ,华兰疫苗,45.12,1.48,3.39,56447.0,249664939.0,10.06,45.84,41.45,42.5,43.64,1.28,16.7,29.06,3.57,18048451200.0,1525342061.0
386,605099.SH,共创草坪,25.31,0.83,3.39,7296.0,18292334.0,9.93,26.43,24.0,24.5,24.48,2.14,1.82,23.84,5.21,10187629340.0,1014677900.0
387,601009.SH,南京银行,12.2,0.4,3.39,695456.0,848904960.0,6.02,12.44,11.73,11.76,11.8,1.15,0.82,6.09,1.07,122188178802.0,103585508405.0
388,601800.SH,中国交建,9.2,0.3,3.37,586480.0,537981568.0,5.73,9.3,8.79,8.81,8.9,0.94,0.5,8.27,0.66,148724545110.0,108074565910.0
389,300739.SZ,明阳电路,13.2,0.43,3.37,40286.0,50985737.0,10.02,13.3,12.02,12.56,12.77,2.18,1.39,35.49,2.3,3890808174.0,3818761518.0
390,300404.SZ,博济医药,11.98,0.39,3.36,83833.0,97297495.0,5.87,11.98,11.3,11.45,11.59,0.92,4.56,70.61,3.93,3132388617.0,2202352728.0
391,603066.SH,音飞储存,9.22,0.3,3.36,189913.0,177322920.0,8.86,9.78,8.99,8.99,8.92,1.2,6.32,21.98,2.41,2772480738.0,2772480738.0
392,002040.SZ,南 京 港,6.79,0.22,3.35,129254.0,87783177.0,7.0,6.96,6.5,6.59,6.57,1.06,2.67,22.57,1.13,3286134572.0,3286134572.0
393,688722.SH,同益中,10.58,0.34,3.32,12133.0,12751638.0,5.27,10.64,10.1,10.23,10.24,1.38,2.7,45.25,2.37,2376973686.0,475394949.0
394,605090.SH,九丰能源,29.92,0.96,3.31,59763.0,174500758.0,8.25,30.26,27.87,28.64,28.96,1.22,7.2,8.44,2.16,13253658391.0,2482458391.0
395,000813.SZ,德展健康,3.43,0.11,3.31,141528.0,48284755.0,5.12,3.48,3.31,3.35,3.32,1.65,0.64,46.14,1.38,7658463293.0,7606135007.0
396,000883.SZ,湖北能源,4.07,0.13,3.3,309018.0,123308369.0,6.09,4.12,3.88,3.92,3.94,1.41,0.48,11.28,0.88,26738886106.0,26477631251.0
397,601128.SH,常熟银行,8.16,0.26,3.29,455865.0,371871392.0,5.32,8.31,7.89,7.92,7.9,1.06,1.73,8.48,1.09,22365384348.0,21490118170.0
398,000501.SZ,鄂武商Ａ,11.02,0.35,3.28,210858.0,228911437.0,4.78,11.05,10.54,10.79,10.67,1.43,2.75,11.26,0.79,8474299896.0,8464166025.0
399,605319.SH,无锡振华,13.87,0.44,3.28,42349.0,57934268.0,5.88,14.0,13.21,13.31,13.43,0.68,8.47,32.82,1.6,2774000000.0,693500000.0
400,000975.SZ,银泰黄金,9.8,0.31,3.27,405567.0,387558096.0,7.48,9.88,9.17,9.49,9.49,1.06,1.66,21.37,2.6,27211878197.0,23994812891.0
401,600527.SH,江南高纤,2.22,0.07,3.26,227564.0,49920034.0,3.72,2.23,2.15,2.17,2.15,2.05,1.31,41.7,1.64,3844509202.0,3844509202.0
402,000513.SZ,丽珠集团,34.79,1.08,3.2,103009.0,358009312.0,4.51,35.3,33.78,33.8,33.71,1.1,1.7,14.75,2.41,32641641727.0,21054812675.0
403,002953.SZ,日丰股份,12.26,0.38,3.2,17657.0,21246071.0,7.15,12.53,11.68,11.87,11.88,1.73,2.36,18.51,2.61,2983361641.0,915501683.0
404,603256.SH,宏和科技,7.43,0.23,3.19,35586.0,26207221.0,5.56,7.5,7.1,7.19,7.2,1.7,2.62,48.9,4.27,6570869100.0,1010279546.0
405,601016.SH,节能风电,4.2,0.13,3.19,877634.0,363518848.0,5.9,4.25,4.01,4.04,4.07,1.56,1.96,12.47,1.83,21053690150.0,18818742810.0
406,601155.SH,新城控股,27.15,0.84,3.19,176880.0,476116288.0,5.85,27.44,25.9,26.06,26.31,0.69,0.78,4.88,1.03,61456363674.0,61373537169.0
407,301106.SZ,骏成科技,30.74,0.95,3.19,10763.0,32865456.0,4.33,30.99,29.7,29.81,29.79,1.14,5.93,26.2,2.06,2231314174.0,557828544.0
408,603693.SH,江苏新能,16.18,0.5,3.19,73174.0,116690066.0,7.84,16.53,15.3,15.41,15.68,1.29,1.18,36.17,1.96,11095445954.0,9999240000.0
409,600763.SH,通策医疗,137.13,4.23,3.18,51166.0,695805760.0,7.54,140.68,130.66,131.0,132.9,0.96,1.6,53.18,15.87,43969363200.0,43969363200.0
410,000791.SZ,甘肃电投,5.24,0.16,3.15,222879.0,114930165.0,7.48,5.32,4.94,5.01,5.08,1.29,1.64,27.36,1.05,7124181803.0,7124025913.0
411,600644.SH,乐山电力,5.9,0.18,3.15,78974.0,46012366.0,7.52,5.99,5.56,5.72,5.72,1.18,1.47,27.01,1.85,3176563888.0,3176563888.0
412,300527.SZ,中船应急,8.54,0.26,3.14,162343.0,138501331.0,8.21,8.88,8.2,8.31,8.28,0.86,1.69,734.49,3.13,8225905769.0,8225856237.0
413,300652.SZ,雷迪克,20.73,0.63,3.13,28035.0,57831913.0,5.72,20.9,19.75,20.1,20.1,1.78,3.35,23.37,2.05,1950382154.0,1732356058.0
414,600583.SH,海油工程,4.28,0.13,3.13,230905.0,98086349.0,4.58,4.31,4.12,4.17,4.15,1.27,0.52,51.17,0.83,18923398544.0,18923398544.0
415,001202.SZ,炬申股份,15.88,0.48,3.12,45000.0,71025987.0,6.3,16.09,15.12,15.18,15.4,0.92,13.96,43.87,2.79,2045344000.0,512002960.0
416,600926.SH,杭州银行,15.27,0.46,3.11,239624.0,363667184.0,4.59,15.38,14.7,14.76,14.81,0.95,0.47,9.78,1.26,90555147314.0,77273255626.0
417,605365.SH,立达信,14.61,0.44,3.11,11927.0,17291057.0,7.2,14.96,13.94,14.17,14.17,1.51,2.39,18.75,2.53,7305000000.0,730500000.0
418,600642.SH,申能股份,5.65,0.17,3.1,154857.0,86013044.0,4.56,5.67,5.42,5.49,5.48,1.35,0.34,16.9,0.9,27753016485.0,25470280885.0
419,600057.SH,厦门象屿,8.98,0.27,3.1,209905.0,187785872.0,5.51,9.12,8.64,8.68,8.71,0.92,0.98,8.97,1.5,19371796151.0,19180847766.0
420,301138.SZ,华研精机,32.35,0.97,3.09,15611.0,49922124.0,6.02,32.95,31.06,31.2,31.38,1.14,5.49,39.39,3.53,3882000000.0,920443810.0
421,300961.SZ,深水海纳,13.35,0.4,3.09,26918.0,35626610.0,5.56,13.53,12.81,12.9,12.95,1.19,2.19,34.8,2.24,2366688000.0,1641566316.0
422,300687.SZ,赛意信息,19.03,0.57,3.09,44523.0,83941337.0,6.66,19.4,18.17,18.56,18.46,1.5,1.63,33.2,3.5,7581600888.0,5202345527.0
423,600720.SH,祁连山,10.7,0.32,3.08,159897.0,169354057.0,7.42,10.92,10.15,10.39,10.38,0.69,2.06,8.77,1.01,8306306017.0,8304940751.0
424,600545.SH,卓郎智能,3.01,0.09,3.08,230117.0,67700057.0,7.88,3.06,2.83,2.91,2.92,1.41,1.21,-15.71,1.62,5705193115.0,5705193115.0
425,300179.SZ,四方达,10.77,0.32,3.06,95162.0,100283793.0,6.22,10.78,10.13,10.35,10.45,1.46,2.52,31.84,5.36,5255135329.0,4071299385.0
426,001896.SZ,豫能控股,5.4,0.16,3.05,110390.0,58526227.0,6.3,5.45,5.12,5.28,5.24,0.96,0.96,-3.61,1.45,7320174374.0,6213174374.0
427,603949.SH,雪龙集团,25.66,0.76,3.05,24924.0,62181499.0,7.95,25.98,24.0,24.95,24.9,1.6,4.75,39.51,5.38,5383624526.0,1346072280.0
428,603216.SH,梦天家居,16.55,0.49,3.05,36952.0,60461332.0,7.53,16.86,15.65,16.05,16.06,1.46,6.67,20.02,2.31,3663508000.0,916208000.0
429,002614.SZ,奥佳华,9.18,0.27,3.03,85464.0,77469685.0,6.62,9.3,8.71,8.87,8.91,1.65,1.91,13.94,1.23,5789781266.0,4113388482.0
430,301189.SZ,奥尼电子,36.07,1.06,3.03,13235.0,46964140.0,5.68,36.17,34.18,34.83,35.01,1.56,4.65,31.59,1.84,4144315493.0,1026266201.0
431,002032.SZ,苏 泊 尔,53.9,1.58,3.02,21157.0,112709791.0,4.84,54.33,51.8,52.13,52.32,1.7,0.26,22.42,5.72,43587769856.0,43486447397.0
432,002105.SZ,信隆健康,7.52,0.22,3.01,54228.0,40576646.0,6.85,7.8,7.3,7.45,7.3,2.21,1.47,10.17,3.25,2771120000.0,2771120000.0
433,600132.SH,重庆啤酒,127.28,3.71,3.0,42254.0,528003632.0,5.09,127.67,121.38,122.19,123.57,1.05,0.87,52.82,35.11,61599854081.0,61599854081.0
434,600988.SH,赤峰黄金,19.6,0.57,3.0,485455.0,931991456.0,8.46,19.81,18.2,18.73,19.03,0.95,3.16,44.39,7.05,32612663009.0,30088420600.0
435,300121.SZ,阳谷华泰,9.01,0.26,2.97,47571.0,42157614.0,6.74,9.14,8.55,8.71,8.75,1.74,1.32,11.9,1.79,3379936671.0,3244321124.0
436,002396.SZ,星网锐捷,21.17,0.61,2.97,129062.0,271024624.0,4.38,21.27,20.37,20.41,20.56,1.05,2.21,22.43,2.63,12348043485.0,12348043485.0
437,600956.SH,新天绿能,11.8,0.34,2.97,45072.0,52270369.0,7.77,11.9,11.01,11.45,11.46,1.22,3.34,22.87,2.79,49407698261.0,1590050000.0
438,002304.SZ,洋河股份,142.08,4.09,2.96,64282.0,907209840.0,5.63,144.17,136.4,137.0,137.99,1.37,0.51,22.26,5.08,214112855040.0,177449611588.0
439,301228.SZ,实朴检测,23.64,0.68,2.96,18221.0,42813664.0,4.27,23.94,22.96,23.0,22.96,1.02,7.01,100.23,3.08,2836800000.0,614488609.0
440,601336.SH,新华保险,35.47,1.02,2.96,118029.0,417128656.0,4.96,35.87,34.16,34.2,34.45,2.05,0.57,7.4,1.02,110650317902.0,73970533390.0
441,002952.SZ,亚世光电,12.52,0.36,2.96,50327.0,61651349.0,6.33,12.54,11.77,12.14,12.16,2.11,3.85,41.22,2.49,2057536800.0,1635541211.0
442,600036.SH,招商银行,42.5,1.22,2.96,1195340.0,5041291264.0,5.62,42.97,40.65,40.66,41.28,0.77,0.58,7.44,1.4,1071843438043.0,876730138233.0
443,003019.SZ,宸展光电,21.66,0.62,2.95,17158.0,36617209.0,4.99,21.94,20.89,21.0,21.04,1.23,1.94,18.37,2.12,2772480000.0,1911486336.0
444,688768.SH,容知日新,66.76,1.91,2.95,2560.0,16805464.0,7.34,67.88,63.12,64.85,64.85,1.53,2.19,-67.67,5.88,3662820179.0,778555120.0
445,601669.SH,中国电建,7.0,0.2,2.94,1452921.0,1011743472.0,5.59,7.09,6.71,6.75,6.8,1.03,1.3,12.64,1.1,107093245168.0,78010810780.0
446,600278.SH,东方创业,8.05,0.23,2.94,193915.0,152193171.0,8.44,8.16,7.5,7.78,7.82,1.18,2.86,16.78,1.03,7112395795.0,5465259793.0
447,603709.SH,中源家居,16.11,0.46,2.94,15454.0,24903279.0,9.71,16.98,15.46,15.63,15.65,2.59,1.93,102.09,2.02,1288800000.0,1288800000.0
448,002144.SZ,宏达高科,11.57,0.33,2.94,228437.0,263092715.0,9.43,12.14,11.08,11.29,11.24,3.97,16.57,31.53,1.1,2045142449.0,1595498418.0
449,301043.SZ,绿岛风,27.75,0.79,2.93,7247.0,19851360.0,6.27,28.2,26.51,26.75,26.96,1.04,4.26,29.73,2.57,1887000000.0,471750000.0
450,301076.SZ,新瀚新材,28.11,0.8,2.93,5137.0,14206193.0,5.79,28.18,26.6,27.55,27.31,1.07,2.57,33.75,2.21,2237556000.0,562200000.0
451,603129.SH,春风动力,97.77,2.78,2.93,11643.0,112633768.0,7.14,99.36,92.58,95.32,94.99,0.74,0.78,34.81,3.94,14673064856.0,14673064856.0
452,603223.SH,恒通股份,31.7,0.9,2.92,37800.0,118116727.0,5.03,31.75,30.2,30.3,30.8,1.81,1.34,90.13,7.4,8947008000.0,8947008000.0
453,600461.SH,洪城环境,7.77,0.22,2.91,109840.0,85135789.0,3.05,7.88,7.65,7.74,7.55,2.46,1.2,8.33,1.26,8075438016.0,7130711952.0
454,603528.SH,多伦科技,6.01,0.17,2.91,62596.0,37087938.0,7.36,6.03,5.6,5.71,5.84,1.88,1.0,186.17,2.3,3765452296.0,3750920116.0
455,605167.SH,利柏特,7.78,0.22,2.91,31611.0,24673797.0,3.17,7.95,7.71,7.75,7.56,1.35,2.82,38.65,2.68,3493764600.0,873451902.0
456,601899.SH,紫金矿业,11.33,0.32,2.91,1936330.0,2163813296.0,6.72,11.45,10.71,10.9,11.01,0.83,0.94,12.18,3.8,298311107679.0,232204742981.0
457,603379.SH,三美股份,19.18,0.54,2.9,71814.0,139275887.0,5.9,19.75,18.65,18.65,18.64,2.39,1.18,21.84,2.21,11708987930.0,11708987930.0
458,000429.SZ,粤高速Ａ,8.17,0.23,2.9,83224.0,67421742.0,4.16,8.18,7.85,7.9,7.94,1.5,0.64,10.05,1.9,17081886049.0,10648157538.0
459,600396.SH,金山股份,3.2,0.09,2.89,786989.0,243999598.0,12.86,3.29,2.89,3.0,3.11,1.09,5.34,-2.45,23.6,4712661814.0,4712661814.0
460,600814.SH,杭州解百,7.83,0.22,2.89,142038.0,111076065.0,4.86,7.98,7.61,7.61,7.61,0.72,1.99,16.45,1.84,5766613015.0,5598659515.0
461,600860.SH,京城股份,17.5,0.49,2.88,244998.0,422294720.0,9.23,17.8,16.23,16.59,17.01,0.89,7.61,-364.55,12.52,8487500000.0,5635000000.0
462,300071.SZ,*ST嘉信,2.86,0.08,2.88,177706.0,49348669.0,7.91,2.9,2.68,2.77,2.78,1.03,2.0,-24.02,3.02,2637914525.0,2544147720.0
463,301086.SZ,鸿富瀚,59.25,1.65,2.86,3649.0,21410990.0,3.13,59.47,57.67,57.67,57.6,1.44,2.43,28.13,1.96,3555000000.0,888750000.0
464,600177.SH,雅戈尔,6.84,0.19,2.86,144628.0,97627709.0,3.31,6.85,6.63,6.64,6.65,1.61,0.32,6.28,0.98,31662380335.0,30798392575.0
465,688621.SH,阳光诺和,96.68,2.68,2.85,3930.0,37508454.0,5.56,96.9,91.67,93.96,94.0,1.74,2.28,73.2,10.44,7734400000.0,1664587900.0
466,600939.SH,重庆建工,4.33,0.12,2.85,273695.0,117818769.0,5.46,4.38,4.15,4.15,4.21,0.83,1.44,17.32,1.13,8234712037.0,8234712037.0
467,000761.SZ,本钢板材,4.33,0.12,2.85,277733.0,118226635.0,5.23,4.35,4.13,4.2,4.21,0.85,0.75,7.11,0.83,17788532313.0,16056532313.0
468,000595.SZ,宝塔实业,3.25,0.09,2.85,184427.0,59727508.0,7.28,3.33,3.1,3.12,3.16,0.79,1.62,-20.87,4.91,3700633190.0,3698642890.0
469,601101.SH,昊华能源,9.39,0.26,2.85,350245.0,322766560.0,6.46,9.42,8.83,8.88,9.13,0.43,2.92,6.56,1.26,11267983774.0,11267983774.0
470,600539.SH,狮头股份,6.52,0.18,2.84,88397.0,56747204.0,7.89,6.67,6.17,6.29,6.34,1.37,3.84,103.76,3.45,1499600000.0,1499600000.0
471,301024.SZ,霍普股份,40.61,1.12,2.84,8003.0,32046162.0,4.79,40.68,38.79,39.39,39.49,0.75,7.55,36.71,2.07,1721457900.0,430466000.0
472,300035.SZ,中科电气,23.22,0.64,2.83,150600.0,350427808.0,5.71,23.7,22.41,22.59,22.58,0.77,2.82,50.25,3.74,16795275963.0,12382198422.0
473,002300.SZ,太阳电缆,7.26,0.2,2.83,147479.0,106302723.0,6.66,7.42,6.95,7.0,7.06,1.79,2.25,30.07,2.84,4767402420.0,4767036168.0
474,300839.SZ,博汇股份,16.7,0.46,2.83,9583.0,15695838.0,6.16,16.89,15.89,15.92,16.24,1.04,1.59,55.19,2.61,2257840000.0,1005275037.0
475,000983.SZ,山西焦煤,13.83,0.38,2.83,751963.0,1031132976.0,6.1,14.05,13.23,13.3,13.45,0.52,1.84,13.6,2.51,56655424800.0,56655424800.0
476,002534.SZ,西子洁能,14.64,0.4,2.81,78667.0,113414317.0,5.13,14.81,14.08,14.24,14.24,1.22,1.08,25.75,3.09,10821903372.0,10621476721.0
477,000738.SZ,航发控制,22.38,0.61,2.8,139657.0,309094016.0,5.24,22.62,21.48,21.72,21.77,1.37,1.22,60.36,2.79,29433817942.0,25639297850.0
478,002875.SZ,安奈儿,8.82,0.24,2.8,30941.0,27103993.0,5.48,8.92,8.45,8.56,8.58,1.8,3.9,-16.68,1.66,1870557525.0,699906822.0
479,000616.SZ,ST海投,1.84,0.05,2.79,101294.0,18680688.0,5.59,1.88,1.78,1.78,1.79,0.8,0.71,31.43,0.55,2631631342.0,2631631342.0
480,688148.SH,芳源股份,16.96,0.46,2.79,28194.0,47194526.0,5.52,17.18,16.27,16.42,16.5,1.2,3.71,130.07,6.54,8678737280.0,1288960000.0
481,002895.SZ,川恒股份,26.3,0.71,2.77,133628.0,345481920.0,9.26,27.0,24.63,25.59,25.59,0.79,2.74,30.85,3.72,12846098740.0,12804886640.0
482,301123.SZ,奕东电子,25.2,0.68,2.77,31988.0,79799617.0,5.46,25.39,24.05,24.33,24.52,1.2,6.24,30.77,2.0,5886720000.0,1291807112.0
483,600987.SH,航民股份,5.56,0.15,2.77,229787.0,125774071.0,6.28,5.62,5.28,5.43,5.41,3.36,2.58,8.76,1.07,5842552856.0,4955069320.0
484,002271.SZ,东方雨虹,43.06,1.16,2.77,191068.0,817630192.0,5.47,43.51,41.22,42.18,41.9,0.98,0.97,25.8,4.13,108495151323.0,85196788734.0
485,603356.SH,华菱精工,11.55,0.31,2.76,8467.0,9668976.0,4.72,11.58,11.05,11.48,11.24,0.65,0.63,759.14,1.98,1540077000.0,1540077000.0
486,000031.SZ,大悦城,4.11,0.11,2.75,323158.0,131990320.0,7.25,4.2,3.91,3.93,4.0,0.7,1.71,163.86,0.94,17616747823.0,7770976035.0
487,603357.SH,设计总院,10.1,0.27,2.75,82232.0,82466207.0,5.29,10.21,9.69,9.69,9.83,0.62,1.81,10.3,1.53,4590881250.0,4590881250.0
488,600400.SH,红豆股份,3.37,0.09,2.74,207142.0,69278460.0,4.57,3.4,3.25,3.26,3.28,1.05,0.9,75.92,2.42,7761183641.0,7721923141.0
489,000582.SZ,北部湾港,7.88,0.21,2.74,698882.0,551148224.0,5.61,8.09,7.66,7.69,7.67,0.69,5.28,12.94,1.21,13308384021.0,10435700637.0
490,301185.SZ,鸥玛软件,18.4,0.49,2.74,11467.0,20832854.0,2.74,18.4,17.91,17.99,17.91,1.24,3.15,144.87,2.95,2822883840.0,669412240.0
491,002080.SZ,中材科技,20.75,0.55,2.72,243277.0,505710928.0,3.96,21.1,20.3,20.45,20.2,1.84,1.45,11.85,2.34,34821064368.0,34821064368.0
492,603630.SH,拉芳家化,16.64,0.44,2.72,42515.0,70515925.0,6.85,16.96,15.85,15.9,16.2,0.86,1.89,45.39,2.01,3769550720.0,3742937702.0
493,002871.SZ,伟隆股份,9.48,0.25,2.71,22752.0,21452485.0,7.37,9.7,9.02,9.2,9.23,1.42,2.63,27.78,2.56,1602429503.0,819976307.0
494,000026.SZ,飞亚达,9.86,0.26,2.71,41523.0,40504655.0,3.85,9.89,9.52,9.53,9.6,1.06,1.16,12.16,1.37,4200863008.0,3529797344.0
495,605500.SH,森林包装,16.35,0.43,2.7,8180.0,13231585.0,2.76,16.35,15.91,16.0,15.92,1.4,1.64,12.84,1.49,3270000000.0,817500000.0
496,603876.SH,鼎胜新材,27.83,0.73,2.69,64436.0,177584291.0,7.86,28.53,26.4,27.21,27.1,1.1,1.33,38.87,2.89,13613385612.0,13524866731.0
497,300196.SZ,长海股份,14.15,0.37,2.69,39901.0,56426296.0,5.01,14.44,13.75,13.88,13.78,1.14,1.62,10.1,1.7,5783314590.0,3480904627.0
498,600383.SH,金地集团,13.77,0.36,2.68,517055.0,711294752.0,8.43,14.14,13.01,13.21,13.41,0.79,1.15,6.61,0.99,62165815786.0,62165815786.0
499,603661.SH,恒林股份,35.24,0.92,2.68,3787.0,13180439.0,7.4,36.14,33.6,34.2,34.32,2.59,0.38,9.96,1.2,3524000000.0,3524000000.0
500,000737.SZ,北方铜业,6.91,0.18,2.67,127235.0,88696129.0,9.36,7.4,6.77,6.78,6.73,0.98,2.32,14.62,3.23,12247672114.0,3791931600.0
501,603028.SH,赛福天,8.83,0.23,2.67,45107.0,39418922.0,6.05,8.97,8.45,8.63,8.6,0.75,1.57,68.33,3.09,2534563200.0,2534563200.0
502,000510.SZ,新金路,6.16,0.16,2.67,176627.0,108259321.0,5.17,6.25,5.94,6.04,6.0,0.8,3.14,13.37,3.18,3752562685.0,3469224263.0
503,000005.SZ,ST星源,2.31,0.06,2.67,211077.0,48702471.0,6.67,2.36,2.21,2.24,2.25,2.26,2.0,9.44,1.7,2445220105.0,2443855819.0
504,600350.SH,山东高速,5.79,0.15,2.66,182994.0,104551175.0,4.26,5.82,5.58,5.63,5.64,1.74,0.38,9.13,0.96,27856650312.0,27856650312.0
505,600548.SH,深高速,9.68,0.25,2.65,38476.0,36897655.0,3.39,9.72,9.4,9.42,9.43,0.99,0.27,8.1,1.02,21109856756.0,13874056756.0
506,301178.SZ,天亿马,48.12,1.24,2.65,10330.0,48711802.0,7.68,49.45,45.85,45.88,46.88,0.99,8.77,115.73,2.91,2267029440.0,566757360.0
507,000002.SZ,万  科Ａ,19.81,0.51,2.64,1106171.0,2184286528.0,5.7,20.1,19.0,19.1,19.3,0.85,1.14,10.22,0.98,230298844659.0,192504730180.0
508,600868.SH,梅雁吉祥,2.72,0.07,2.64,198821.0,53239074.0,4.91,2.74,2.61,2.66,2.65,0.71,1.05,999.25,2.2,5162964407.0,5162964407.0
509,605007.SH,五洲特纸,14.79,0.38,2.64,17755.0,25877909.0,6.73,15.09,14.12,14.34,14.41,1.49,2.16,14.13,3.14,5916147900.0,1218111248.0
510,603187.SH,海容冷链,27.7,0.71,2.63,18239.0,49603592.0,6.11,27.85,26.2,26.68,26.99,0.59,0.76,26.18,2.92,6772973065.0,6655260918.0
511,603685.SH,晨丰科技,10.57,0.27,2.62,10048.0,10477265.0,5.24,10.7,10.16,10.37,10.3,1.67,0.59,17.77,1.57,1786343656.0,1786343656.0
512,300703.SZ,创源股份,8.62,0.22,2.62,70157.0,59148666.0,7.26,8.72,8.11,8.41,8.4,2.28,4.14,166.47,2.28,1575962534.0,1459277981.0
513,600331.SH,宏达股份,3.53,0.09,2.62,987739.0,348703840.0,6.98,3.6,3.36,3.4,3.44,0.59,4.86,18.33,20.9,7172960000.0,7172960000.0
514,000679.SZ,大连友谊,4.33,0.11,2.61,169859.0,72361080.0,8.29,4.39,4.04,4.08,4.22,0.45,4.77,-7.15,3.68,1543212000.0,1543212000.0
515,603816.SH,顾家家居,59.56,1.5,2.58,69276.0,407364288.0,4.31,59.8,57.3,58.6,58.06,1.73,1.1,21.24,4.47,37655276032.0,37655276032.0
516,603171.SH,税友股份,29.78,0.75,2.58,33454.0,99527639.0,8.34,30.89,28.47,28.47,29.03,1.42,8.24,52.38,4.97,12087404200.0,1208770200.0
517,301100.SZ,风光股份,22.66,0.57,2.58,15172.0,34052942.0,4.8,22.94,21.88,22.16,22.09,1.12,3.2,38.57,2.04,4532000000.0,1074581591.0
518,301077.SZ,星华反光,50.17,1.26,2.58,9362.0,46744421.0,8.4,52.0,47.89,49.6,48.91,2.59,6.24,33.24,2.38,3010200000.0,752550000.0
519,300938.SZ,信测标准,49.0,1.23,2.57,23165.0,113564199.0,5.4,50.1,47.52,48.01,47.77,1.25,7.67,40.85,3.22,3270637300.0,1479125074.0
520,601658.SH,邮储银行,5.6,0.14,2.56,1713637.0,955735792.0,4.03,5.65,5.43,5.43,5.46,0.97,1.52,6.79,0.81,517350218588.0,63136983941.0
521,601566.SH,九牧王,9.2,0.23,2.56,58235.0,52761695.0,5.35,9.29,8.81,8.89,8.97,3.12,1.01,75.55,1.34,5286661780.0,5286661780.0
522,600780.SH,通宝能源,4.01,0.1,2.56,92745.0,36591027.0,4.86,4.02,3.83,3.96,3.91,0.61,0.81,402.46,0.83,4597475117.0,4597475117.0
523,000651.SZ,格力电器,31.97,0.79,2.53,436429.0,1373756880.0,5.61,32.17,30.42,30.81,31.18,1.55,0.74,9.06,2.18,189085575209.0,187681574646.0
524,601390.SH,中国中铁,6.52,0.16,2.52,1035411.0,673886160.0,4.25,6.59,6.32,6.35,6.36,1.0,0.51,5.84,0.7,161315582013.0,132770276125.0
525,600279.SH,重庆港,4.49,0.11,2.51,186318.0,83685797.0,6.85,4.58,4.28,4.3,4.38,0.86,2.14,79.16,0.96,5329029611.0,3905959613.0
526,603729.SH,ST龙韵,12.69,0.31,2.5,8284.0,10351267.0,4.85,12.74,12.14,12.14,12.38,0.51,0.89,-29.56,1.57,1184459220.0,1184459220.0
527,603929.SH,亚翔集成,10.25,0.25,2.5,28209.0,29060967.0,7.0,10.68,9.98,9.98,10.0,1.2,1.32,87.7,2.11,2186940000.0,2186940000.0
528,605368.SH,蓝天燃气,13.55,0.33,2.5,44577.0,60065399.0,5.14,13.68,13.0,13.22,13.22,1.24,2.68,14.9,2.34,6269612100.0,2254216956.0
529,301067.SZ,显盈科技,38.6,0.94,2.5,3263.0,12520880.0,4.78,39.2,37.4,37.65,37.66,1.0,2.42,38.97,2.53,2085172000.0,521486000.0
530,000985.SZ,大庆华科,14.38,0.35,2.49,20878.0,29685747.0,3.56,14.4,13.9,13.95,14.03,0.98,1.61,145.16,3.15,1864216010.0,1864216010.0
531,603612.SH,索通发展,18.92,0.46,2.49,98172.0,181633317.0,8.94,19.36,17.71,18.47,18.46,0.82,2.28,14.03,1.93,8701984087.0,8144895377.0
532,600478.SH,科力远,5.37,0.13,2.48,140705.0,74627277.0,4.01,5.43,5.22,5.35,5.24,0.81,0.85,167.1,3.42,8878121043.0,8878121043.0
533,600035.SH,楚天高速,3.31,0.08,2.48,134013.0,44059522.0,4.33,3.35,3.21,3.21,3.23,1.03,0.83,6.38,0.77,5329483632.0,5329483632.0
534,603335.SH,迪生力,5.38,0.13,2.48,132064.0,71166555.0,7.81,5.6,5.19,5.25,5.25,1.18,3.08,69.1,3.79,2303417948.0,2303417948.0
535,002479.SZ,富春环保,5.38,0.13,2.48,77758.0,41368324.0,3.81,5.38,5.18,5.2,5.25,1.51,0.9,14.01,1.19,4653700000.0,4633828168.0
536,000893.SZ,亚钾国际,36.46,0.88,2.47,162271.0,586373120.0,6.86,37.36,34.92,35.12,35.58,0.78,2.14,30.83,5.99,27596693297.0,27592591547.0
